Symbol,Name,결산월,회계년,주기,당기순이익률(%),매출총이익률(%),영업이익률(%),자본금영업이익률(%),자본금세전계속사업이익률(%),*영업수익/영업비용(%),ROE(세전계속사업이익)(%),자본금지배주주순이익률(%),매출액증가율(전년동기)(%),총자본증가율(전년동기)(%),유형자산증가율(전년동기)(%),영업이익증가율(전년동기)(%),당기순이익증가율(전년동기)(%),유형자산구성비율(%),무형자산구성비율(%),*판관비율(%),타인자본비율(%),부채비율(%),현금및현금성자산구성비율(%),총자산회전율(회),총부채회전율(회),총자본회전율(회),자본금회전율(회),현금흐름/총부채(%),현금흐름/총차입부채(%),현금흐름/영업수익(%),현금흐름/총자본(%),유동비율(%),당좌비율(%),매출채권회전율,재고자산회전율,고정자산회전율,영업현금흐름/투자현금흐름(%),DSRI,GMI,AQI,SGI,DEPI,SGAI,LVGI,TATA,벤포드,분식기업
A058430,포스코스틸리온,12,2016,Annual,3.94,12.95,5.15,136.88,130.45,105.42,20.56,103.71,-0.45,16.67,-15.63,77.54,301.4,34.5,1.38,7.8,49.49,97.97,3.49,1.91,3.49,4.19,26.60,20.83,40.96,5.97,25.01,142.24,84.65,6.67,9.56,4.08,2.11,1.02,0.78,0.72,1.0,0.01,1.08,0.83,0.0,0,0.0
A058430,포스코스틸리온,12,2017,Annual,1.92,9.29,2.67,81.31,74.44,102.75,10.66,59.98,14.29,4.45,6.12,-40.6,-44.2,34.75,1.21,6.62,49.92,99.68,2.95,2.19,4.40,4.35,30.40,16.79,39.42,3.81,16.60,141.46,82.73,7.37,9.34,5.11,-0.95,0.92,1.39,0.93,1.14,0.01,0.85,1.01,-0.01,0,0.0
A058430,포스코스틸리온,12,2018,Annual,1.15,5.91,1.89,59.17,47.21,101.92,6.54,37.83,3.1,2.16,14.88,-27.22,-38.36,37.57,1.31,4.03,51.85,107.69,0.73,2.13,4.19,4.35,31.34,12.98,29.02,3.1,13.46,128.23,77.7,6.91,9.36,4.89,-0.37,1.11,1.57,0.88,1.03,0.01,0.61,1.04,0.01,0,0.0
A058430,포스코스틸리온,12,2019,Annual,0.28,5.3,1.09,33.26,14.91,101.1,2.03,8.93,-2.51,1.1,-2.52,-43.79,-76.14,33.05,0.89,4.21,56.08,127.71,1.27,1.91,3.54,4.17,30.56,8.93,18.25,2.52,10.51,122.19,68.35,6.03,7.81,4.61,1.11,1.13,1.12,0.84,0.97,0.01,1.05,1.08,0.04,0,0.0
A058430,포스코스틸리온,12,2020,Annual,0.79,6.6,1.87,56.41,41.71,101.9,5.58,21.13,-1.03,2.81,-6.93,69.61,176.34,31.9,0.66,4.73,53.18,113.56,10.15,1.84,3.36,4.05,30.24,9.93,20.85,2.96,11.96,132.63,90.4,6.11,7.79,4.83,-3.94,0.87,0.8,0.89,0.99,0.01,1.12,0.95,-0.17,0,0.0
A058430,포스코스틸리온,12,2021,Annual,7.32,13.83,10.63,477.60,420.66,111.9,45.91,341.39,48.49,41.85,-11.68,746.65,"1,285.10",23.32,0.54,3.19,45.02,81.88,12.61,2.51,5.16,4.90,44.91,45.36,110.21,8.79,43.08,165.34,103.2,8.35,10.38,8.06,10.61,0.9,0.48,0.57,1.48,0.01,0.67,0.85,0.17,0,0.0
A058430,포스코스틸리온,12,2022,Annual,1.91,6.45,3.18,127.40,106.16,103.28,9.57,75.70,-10.77,6.44,-3.86,-73.32,-76.76,23.71,0.6,3.27,38.11,61.59,13.37,2.11,5.06,3.61,40.07,15.74,39.00,3.11,11.24,191.6,128.11,6.52,8.15,7.79,-3.2,1.12,2.14,1.39,0.89,0.02,1.02,0.85,0.03,0,0.0
A016580,환인제약,12,2011,Annual,13.28,51.04,18.43,209.10,195.22,122.59,13.20,150.64,4.13,9.4,4.85,-5.6,-19.38,20.87,2.94,32.61,9.79,10.85,20.46,0.69,6.76,0.77,11.35,97.40,,14.4,11.05,1067.93,957.77,,,,-20.96,,,,,,,,0.03,0,0.0
A016580,환인제약,12,2012,Annual,14.73,50.25,17.06,188.56,208.93,120.57,12.98,162.85,-2.57,8.46,9.84,-9.82,8.11,20.99,2.57,33.19,10.42,11.63,28.01,0.62,6.10,0.69,11.05,98.24,,16.11,11.06,976.02,868.84,2.26,8.02,2.22,-45.65,0.93,1.02,0.9,0.97,0.01,1.02,1.06,-0.02,0,0.0
A016580,환인제약,12,2013,Annual,13.95,55.17,19.29,207.72,220.93,123.89,12.77,150.31,-2.56,6.57,-0.96,10.16,-7.7,19.53,1.96,35.88,10.3,11.48,23.31,0.56,5.39,0.62,10.77,84.03,,15.6,9.71,988.96,878.85,2.29,6.87,2.1,-0.84,1.05,0.91,0.94,0.97,0.01,1.08,0.99,0.05,0,0.0
A016580,환인제약,12,2014,Annual,15.58,54.55,19.89,247.48,249.45,124.82,13.38,193.87,15.54,8.84,37.78,19.14,28.98,23.85,0.82,34.66,13.46,15.55,17.01,0.59,4.91,0.67,12.44,84.11,,17.14,11.44,641.18,563.45,2.28,6.89,2.19,-0.76,1.12,1.01,0.66,1.16,0.01,0.97,1.31,0.05,0,0.0
A016580,환인제약,12,2015,Annual,14.11,49.92,17.48,261.98,274.42,121.18,13.47,211.44,20.45,9.59,0.86,5.86,9.06,22.3,0.94,32.44,12.11,13.77,20.68,0.64,5.03,0.74,14.99,77.63,,15.42,11.35,658.97,572.6,2.34,7.35,2.09,-29.08,0.89,1.09,2.77,1.2,0.01,0.94,0.9,0.04,0,0.0
A016580,환인제약,12,2016,Annual,11.6,49.03,15.3,222.94,224.63,118.06,10.21,169.05,-2.77,6.55,10.08,-14.9,-20.05,23.7,0.51,33.73,9.58,10.59,23.73,0.59,5.46,0.66,14.57,71.16,,13.03,8.63,813.29,721.14,2.23,7.25,1.78,-2.89,0.99,1.02,0.82,0.97,0.01,1.04,0.79,0.01,1,0.0
A016580,환인제약,12,2017,Annual,18.37,53.29,20.04,305.68,376.00,125.06,15.75,280.13,4.65,10.43,-30.98,37.11,65.71,14.49,0.64,33.25,11.55,13.06,14.53,0.57,5.37,0.64,15.25,106.99,,19.91,12.72,613.91,537.64,2.29,7.42,1.62,-0.63,1.03,0.92,2.52,1.05,0.0,0.99,1.21,0.02,1,0.0
A016580,환인제약,12,2018,Annual,13.91,51.27,17.68,281.88,302.30,121.48,11.67,221.83,4.54,6.79,-1.35,-7.78,-20.81,13.65,0.83,33.59,9.77,10.83,13.39,0.55,5.17,0.62,15.94,82.41,,15.95,9.81,794.01,684.53,2.33,6.55,1.52,-1.22,0.93,1.04,0.92,1.05,0.01,1.01,0.85,0.03,0,0.0
A016580,환인제약,12,2019,Annual,11.69,49.74,16.44,269.74,290.95,119.67,10.57,192.74,2.92,5.73,-2.97,-4.31,-13.5,12.5,1.02,33.31,9.98,11.08,5.9,0.54,5.44,0.60,16.41,77.22,"2,895.40",14.2,8.46,828.41,714.37,2.47,5.88,1.59,-0.62,0.94,1.03,0.96,1.03,0.02,0.99,1.02,0.0,0,0.0
A016580,환인제약,12,2020,Annual,13.51,50.44,16.55,292.97,320.43,119.83,10.89,241.11,7.87,8.07,14.36,8.61,24.6,13.22,0.91,33.89,10.0,11.11,10.95,0.54,5.42,0.60,17.70,86.64,"1,464.16",15.99,9.62,802.08,679.48,2.72,5.63,1.6,37.71,0.92,0.99,1.07,1.08,0.03,1.02,1.0,0.02,0,0.0
A016580,환인제약,12,2021,Annual,14.88,52.59,17.59,322.43,349.29,121.35,11.04,274.84,3.54,6.95,3.44,10.06,14.09,12.76,0.84,35.0,10.18,11.34,18.14,0.52,5.16,0.58,18.33,89.56,"1,578.29",17.36,10.06,784.5,678.53,2.85,5.43,1.57,-16.64,0.95,0.96,0.86,1.04,0.03,1.03,1.02,-0.01,0,0.0
A016580,환인제약,12,2022,Annual,11.93,49.66,14.99,307.32,307.30,117.63,9.16,246.61,11.9,5.27,143.11,-4.69,-10.3,29.67,0.86,34.68,9.6,10.61,9.96,0.55,5.57,0.61,20.51,80.57,"2,919.31",14.46,8.84,621.79,505.07,3.06,5.7,1.41,-0.43,0.99,1.06,0.91,1.12,0.03,0.99,0.94,0.04,0,0.0
A452260,한화갤러리아,12,2011,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
A452260,한화갤러리아,12,2012,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
A452260,한화갤러리아,12,2013,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
A452260,한화갤러리아,12,2014,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
A452260,한화갤러리아,12,2015,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
A452260,한화갤러리아,12,2016,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
A452260,한화갤러리아,12,2017,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
A452260,한화갤러리아,12,2018,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
A452260,한화갤러리아,12,2019,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
A452260,한화갤러리아,12,2020,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
A452260,한화갤러리아,12,2021,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
A452260,한화갤러리아,12,2022,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
A001230,동국홀딩스,12,2011,Annual,0.07,7.11,3.16,66.26,18.71,103.26,2.48,1.78,8.43,-1.86,2.78,-34.81,-96.36,44.38,0.9,3.95,69.0,222.55,8.09,0.89,1.31,2.78,20.99,4.18,5.64,3.18,8.86,106.97,67.5,,,,0.32,,,,,,,,0.05,0,0.0
A001230,동국홀딩스,12,2012,Annual,-3.06,3.47,-0.9,-16.45,-52.12,99.11,-7.34,-53.01,-13.15,-9.94,-0.47,적전,적전,48.12,1.26,4.37,69.59,228.81,6.75,0.79,1.14,2.57,18.23,0.92,1.19,0.81,2.08,113.52,80.31,5.76,5.18,1.45,-1.47,1.08,2.05,1.08,0.87,0.0,1.11,1.01,-0.08,0,0.0
A001230,동국홀딩스,12,2013,Annual,-1.77,6.46,1.21,19.26,-25.05,101.23,-3.87,-27.67,-12.87,-7.61,-2,흑전,적지,48.24,1.5,5.25,71.25,247.84,6.56,0.73,1.03,2.45,15.89,2.53,3.20,2.46,6.03,91.15,64.83,5.1,5.89,1.26,-0.4,1.19,0.54,1.2,0.87,0.0,1.2,1.02,-0.0,0,0.0
A001230,동국홀딩스,12,2014,Annual,-4.82,5.48,-0.34,-4.17,-72.90,99.67,-13.63,-56.13,-9.3,-0.43,3.21,적전,적지,51.23,1.14,5.82,70.55,239.51,3.85,0.68,0.95,2.32,12.42,-0.16,-0.20,-0.17,-0.40,72.72,46.9,4.66,5.29,1.12,-0.18,1.05,1.18,1.02,0.91,0.0,1.11,0.99,-0.01,0,0.0
A001230,동국홀딩스,12,2015,Annual,-4.26,9.61,3.22,29.59,-37.47,103.32,-8.84,-41.69,-13.22,-13.88,-9.14,흑전,적지,59.77,1.46,6.39,67.43,207.04,5.69,0.67,0.97,2.17,9.20,0.52,0.64,0.54,1.17,72.14,54.73,4.31,5.94,1.05,1.69,1.07,0.57,0.56,0.87,0.0,1.1,0.96,-0.11,0,0.0
A001230,동국홀딩스,12,2016,Annual,1.41,13.02,5.13,43.56,7.79,105.4,2.02,10.41,-4.93,1.93,-10.54,51.44,흑전,58.3,1.54,7.89,63.8,176.27,7.8,0.76,1.15,2.21,8.50,7.24,9.24,6.28,13.87,66.7,47.24,5.25,8.58,1.14,-8.78,0.66,0.74,1.59,0.95,0.0,1.23,0.95,-0.1,0,0.0
A001230,동국홀딩스,12,2017,Annual,0.08,10.17,3.99,40.96,6.41,104.16,1.62,0.77,20.83,3.55,-0.88,-5.95,-93.26,60.0,1.56,6.18,61.08,156.93,6.22,0.97,1.56,2.60,10.27,6.25,8.14,4.01,10.40,68.81,42.92,7.86,8.85,1.45,-6.21,0.91,1.28,0.68,1.21,0.0,0.78,0.96,0.02,0,0.0
A001230,동국홀딩스,12,2018,Annual,-5.1,8.07,2.43,24.60,-55.50,102.49,-14.85,-50.55,-1.4,-14.28,-7.07,-39.93,적전,59.27,1.33,5.64,64.53,181.97,5.99,1.01,1.61,2.71,10.12,-2.22,-2.97,-1.38,-3.74,67.32,40.09,7.41,7.23,1.57,-3.14,1.01,1.26,0.44,0.99,0.0,0.91,1.06,-0.01,0,0.0
A001230,동국홀딩스,12,2019,Annual,-1.44,8.98,2.91,27.93,-14.00,103.0,-4.15,-11.63,-5.14,-4.29,-4.17,13.52,적지,59.84,0.96,6.07,64.24,179.63,7.21,1.01,1.57,2.85,9.60,4.06,5.44,2.58,7.34,68.12,40.91,7.7,6.84,1.6,-3.28,0.88,0.9,1.6,0.95,0.0,1.08,1.0,-0.01,0,0.0
A001230,동국홀딩스,12,2020,Annual,1.33,11.45,5.66,50.01,21.67,106.0,6.26,11.05,-7.99,9.83,2.97,79.09,흑전,61.85,0.97,5.79,60.58,153.65,4.97,0.96,1.54,2.55,8.84,8.28,11.28,5.39,13.74,65.8,42.53,8.02,7.29,1.47,-2.01,1.03,0.78,0.91,0.92,0.0,0.95,0.94,-0.06,0,0.0
A001230,동국홀딩스,12,2021,Annual,7.72,16.04,11.09,136.28,116.64,112.47,27.95,93.43,39.07,30.25,0.45,172.49,704.25,53.15,0.78,4.95,56.07,127.65,6.4,1.23,2.12,2.94,12.29,22.19,33.53,10.47,30.83,86.01,42.49,10.0,7.2,2.0,4.66,0.93,0.71,1.1,1.39,0.0,0.85,0.93,0.11,1,0.0
A001230,동국홀딩스,12,2022,Annual,19.6,9.03,4.13,14.73,10.43,104.31,2.03,67.71,-71.01,17.61,2.9,-89.19,-26.36,53.7,0.77,4.9,49.27,97.13,10.3,0.33,0.62,0.69,3.56,17.98,28.86,28.82,19.98,98.24,58.45,2.61,1.69,0.57,-4.95,3.34,1.78,0.73,0.29,0.0,0.99,0.88,-0.09,0,0.0
A037270,YG PLUS,12,2011,Annual,4.12,36.82,-2.22,-5.26,14.98,97.83,5.49,9.66,-14.19,3.75,-0.69,적지,흑전,25.67,8.79,39.04,32.02,47.11,14.56,0.56,1.58,0.87,2.37,8.64,,5.48,4.77,178.6,178.6,,,,-55.02,,,,,,,,0.04,1,0.0
A037270,YG PLUS,12,2012,Annual,-6.67,34.47,-7.71,-18.84,-11.95,92.84,-4.46,-16.85,3.01,-7.33,-1.44,적지,적전,27.63,7.67,42.18,31.19,45.33,26.56,0.62,1.97,0.91,2.44,-10.70,,-5.42,-4.95,184.82,184.82,5.85,inf,1.28,2.67,0.56,1.07,1.04,1.03,0.03,1.08,0.97,-0.14,0,0.0
A037270,YG PLUS,12,2013,Annual,-14.23,31.42,-11.81,-19.13,-12.09,89.44,-4.91,-25.17,-33.73,-8.93,-1.83,적지,적지,30.13,7.77,43.23,30.4,43.67,16.7,0.46,1.48,0.66,1.62,-20.20,,-13.66,-9.00,200.22,200.22,6.95,inf,0.86,-17.51,0.78,1.1,1.12,0.66,0.03,1.02,0.97,0.08,0,0.0
A037270,YG PLUS,12,2014,Annual,-33.8,34.52,-15.91,-7.91,-14.78,86.27,-4.53,-16.95,-49.43,258.22,-89.77,적지,적지,1.18,1.81,50.44,4.36,4.56,85.47,0.13,1.16,0.15,0.50,-36.84,,-31.64,-4.82,2167.8,2129.3,5.29,11.23,0.67,-0.17,1.87,0.91,0.21,0.51,0.02,1.17,0.14,0.0,0,0.0
A037270,YG PLUS,12,2015,Annual,-15.47,28.3,-23.91,-24.06,-16.38,80.71,-4.55,-12.34,185.41,-0.93,172.48,적지,적지,3.04,11.23,52.21,10.67,11.94,15.02,0.26,3.40,0.28,1.01,-30.93,-531.51,-9.11,-2.55,749.27,714.44,10.0,10.26,1.45,0.08,0.74,1.22,4.8,2.85,0.08,1.04,2.45,-0.01,0,0.0
A037270,YG PLUS,12,2016,Annual,-7.74,33.2,-9.61,-22.88,-16.36,91.23,-4.57,-13.99,140.77,3.11,90.78,적지,적지,5.48,10.86,42.81,12.8,14.68,6.96,0.59,4.99,0.67,2.38,-15.73,-101.21,-3.15,-2.10,689.45,636.99,13.2,14.51,1.77,0.34,0.7,0.85,1.27,2.41,0.2,0.82,1.2,-0.02,0,0.0
A037270,YG PLUS,12,2017,Annual,-13.78,32.13,-9.78,-23.85,-29.80,91.09,-8.00,-27.45,2.98,6.36,-3.33,적지,적지,4.8,34.14,41.91,16.09,19.17,6.24,0.56,3.85,0.65,2.44,-29.94,-94.45,-7.77,-5.09,407.15,356.76,11.45,11.89,1.11,0.31,0.86,1.03,1.78,1.03,0.21,0.98,1.26,-0.01,0,0.0
A037270,YG PLUS,12,2018,Annual,-1.53,30.95,1.86,5.85,0.94,101.89,0.24,-0.47,29.14,1.23,-7.99,흑전,적지,4.09,31.31,29.09,21.29,27.05,8.97,0.66,3.52,0.82,3.15,7.18,19.85,2.04,1.66,264.61,232.38,12.6,13.67,1.09,-1.29,1.16,1.04,0.96,1.29,0.26,0.69,1.32,-0.05,0,0.0
A037270,YG PLUS,12,2019,Annual,-3.74,24.72,2.91,11.13,10.72,103.0,2.80,-11.02,21.44,-3.23,73.39,90.4,적지,6.64,27.43,21.81,28.66,40.17,7.63,0.75,2.98,1.00,3.83,5.71,16.84,1.91,1.91,204.02,182.06,11.59,15.4,1.3,-1.72,0.99,1.25,0.9,1.21,0.23,0.75,1.35,-0.03,0,0.0
A037270,YG PLUS,12,2020,Annual,-6.97,26.56,1.29,4.61,2.63,101.31,0.73,-20.95,-5.72,-6.82,-56.29,-58.15,적지,3.01,25.89,25.27,31.02,44.96,11.47,0.70,2.34,0.99,3.57,-2.53,-8.32,-1.08,-1.07,165.0,153.02,9.49,17.14,1.27,-0.91,1.17,0.93,1.03,0.94,0.19,1.16,1.08,0.06,1,0.0
A037270,YG PLUS,12,2021,Annual,18.8,19.21,0.25,0.95,86.57,100.25,21.73,69.93,12.29,39.91,119.84,-78.5,흑전,4.48,16.07,18.96,34.69,53.12,8.45,0.64,1.94,0.96,3.84,38.44,183.32,19.85,19.11,191.01,183.22,6.55,25.08,1.24,-0.34,1.87,1.38,0.9,1.12,0.31,0.75,1.12,-0.03,0,0.0
A037270,YG PLUS,12,2022,Annual,11.9,22.3,4.56,19.79,38.29,104.78,8.12,35.99,16.55,9.41,-27.7,"2,049.87",-26.19,3.0,1.14,17.74,33.95,51.4,3.36,0.60,1.76,0.92,4.34,18.09,142.26,10.28,9.45,226.42,220.25,5.31,31.23,1.48,-0.55,0.96,0.86,0.64,1.17,0.15,0.94,0.98,-0.04,1,0.0
A053210,스카이라이프,12,2011,Annual,5.65,100.0,7.81,36.09,33.41,108.48,17.65,26.43,8.56,210.42,37.15,-18.44,-21.45,37.73,10.2,92.19,45.62,83.88,7.79,0.88,1.38,2.44,4.62,23.38,40.44,16.98,41.43,104.41,103.46,,,,-0.8,,,,,,,,-0.1,0,0.0
A053210,스카이라이프,12,2012,Annual,9.81,100.0,11.62,55.15,60.44,113.14,22.49,46.93,20.19,19.4,22.65,78.66,108.55,39.01,8.61,88.38,45.25,82.66,18.47,0.96,2.12,1.77,4.75,44.88,123.30,21.14,37.35,153.18,152.11,6.02,268.14,1.77,-2.24,0.95,1.0,0.79,1.2,0.21,0.96,0.99,-0.16,0,0.0
A053210,스카이라이프,12,2013,Annual,11.73,100.0,16.38,85.45,83.31,119.59,26.29,61.35,10.05,17.12,17.09,55.2,31.6,42.68,8.16,83.62,40.1,66.95,2.57,0.94,2.22,1.65,5.22,52.16,169.24,23.51,38.69,157.89,155.34,6.09,186.14,1.69,-0.65,0.95,1.0,1.06,1.1,0.2,0.95,0.89,-0.06,0,0.0
A053210,스카이라이프,12,2014,Annual,8.45,100.0,12.13,66.23,57.72,113.8,16.33,46.04,4.71,6.86,6.98,-22.46,-24.58,45.6,8.52,87.87,36.06,56.41,16.15,0.96,2.51,1.54,5.46,54.03,165.15,21.51,33.23,114.77,113.36,6.59,166.93,1.6,-6.7,0.85,1.0,1.07,1.05,0.2,1.05,0.9,-0.09,0,0.0
A053210,스카이라이프,12,2015,Annual,11.04,100.0,15.07,83.31,81.22,117.74,20.88,60.82,1.25,13,-0.14,25.8,32.31,43.73,9.04,84.93,30.63,44.15,19.64,0.95,2.85,1.42,5.53,72.67,227.41,25.52,36.27,194.74,192.96,6.9,229.53,1.55,-1.71,1.04,1.0,1.04,1.01,0.22,0.97,0.85,-0.08,0,0.0
A053210,스카이라이프,12,2016,Annual,10.35,100.0,12.12,67.45,67.99,113.8,15.63,57.43,0.62,10.75,-4.07,-19.04,-5.65,38.35,8.32,87.88,29.75,42.35,8.74,0.89,2.96,1.28,5.56,74.58,260.71,25.19,32.22,233.25,232.28,6.07,329.15,1.55,-0.74,1.22,1.0,0.96,1.01,0.24,1.03,0.97,-0.1,0,0.0
A053210,스카이라이프,12,2017,Annual,8.36,100.0,10.99,63.04,62.67,112.35,13.28,48.00,3.12,6.56,-3.61,-6.53,-16.77,36.27,8.78,89.01,26.55,36.16,8.29,0.87,3.10,1.22,5.74,70.86,244.63,22.83,27.74,174.54,172.34,5.2,246.35,1.54,-1.21,1.15,1.0,1.4,1.03,0.25,1.01,0.89,-0.03,0,0.0
A053210,스카이라이프,12,2018,Annual,7.53,100.0,9.66,55.82,56.92,110.69,10.90,43.17,0.73,14.39,-6.66,-11.46,-9.25,32.9,7.5,90.34,18.36,22.49,3.89,0.86,3.83,1.11,5.78,83.20,444.71,21.7,24.02,268.43,261.76,5.55,119.26,1.41,-1.31,0.73,1.0,1.32,1.01,0.26,1.01,0.69,-0.14,0,0.0
A053210,스카이라이프,12,2019,Annual,8.06,100.0,9.98,58.01,64.24,111.09,11.20,45.64,0.55,5.9,-11.58,3.93,7.69,27.98,7.19,90.02,16.84,20.25,7.53,0.83,4.75,1.01,5.81,102.20,"2,484.93",21.53,21.81,371.71,369.58,7.12,137.31,1.54,-1.5,0.84,1.0,0.59,1.01,0.27,1.0,0.92,-0.1,0,0.0
A053210,스카이라이프,12,2020,Annual,8.33,100.0,10.57,61.77,65.95,111.82,10.88,47.86,0.59,5.53,-10.13,6.47,3.9,23.2,6.99,89.43,19.04,23.51,10.86,0.79,4.40,0.96,5.84,89.44,"1,582.74",20.34,19.61,313.54,312.11,8.43,290.7,1.69,-1.53,0.85,1.0,1.37,1.01,0.29,0.99,1.13,-0.09,0,0.0
A053210,스카이라이프,12,2021,Annual,8.16,100.0,9.57,61.08,68.50,110.58,10.57,50.35,9.23,8.26,33.34,-1.12,7.08,22.3,35.56,90.43,36.82,58.28,6.32,0.70,2.37,0.98,6.38,46.98,113.68,19.84,19.53,163.61,162.49,8.37,307.75,1.17,-0.29,1.27,1.0,1.86,1.09,0.28,1.01,1.93,-0.02,0,0.0
A053210,스카이라이프,12,2022,Annual,2.28,100.0,6.23,52.86,27.96,106.65,4.02,18.71,32.82,6.4,-9.18,-13.45,-62.95,18.98,35.98,93.77,37.01,58.75,7.25,0.77,2.08,1.22,8.48,30.81,62.01,14.79,18.03,147.95,147.5,8.87,505.1,1.11,-2.24,0.87,1.0,1.12,1.33,0.24,1.04,1.01,-0.08,0,0.0
A037560,LG헬로비전,12,2011,Annual,13.32,48.12,22.3,97.30,77.16,128.7,25.72,58.17,46.69,98.28,20.51,63.81,57.5,45.24,32.69,25.82,52.36,109.89,3.99,0.60,1.02,1.45,4.36,35.03,48.60,34.35,49.96,47.0,45.82,,,,-1.24,,,,,,,,-0.09,0,0.0
A037560,LG헬로비전,12,2012,Annual,11.71,43.7,16.76,86.24,71.83,120.14,18.47,60.24,30.95,16.53,6.3,-1.59,15.14,40.34,30.16,26.94,53.42,114.69,2.41,0.62,1.18,1.32,5.15,36.48,57.31,31.0,41.02,73.82,68.89,8.29,57.73,0.8,-0.46,1.57,1.1,1.04,1.31,0.02,1.04,1.02,-0.04,0,0.0
A037560,LG헬로비전,12,2013,Annual,6.63,38.26,9.98,63.14,53.14,111.09,12.11,42.00,30.22,22.05,23.92,-22.46,-26.26,37.39,36.2,28.28,57.48,135.21,2.87,0.64,1.14,1.44,6.33,29.88,41.28,26.11,37.64,95.31,89.74,5.77,48.59,0.81,-0.29,1.37,1.14,1.2,1.3,0.03,1.05,1.08,-0.03,0,0.0
A037560,LG헬로비전,12,2014,Annual,2.02,36.32,8.04,52.75,18.40,108.74,3.98,13.28,9.49,2.15,0.53,-11.81,-66.66,36.03,39.1,28.28,58.37,140.21,4.41,0.60,1.03,1.42,6.56,25.25,32.13,24.48,34.78,81.02,77.23,4.92,59.44,0.74,-0.97,0.92,1.05,1.04,1.09,0.04,1.0,1.02,-0.12,0,0.0
A037560,LG헬로비전,12,2015,Annual,5.05,35.72,8.88,54.22,39.23,109.74,8.19,30.82,-6.91,5.27,-5.75,2.79,132.61,36.85,39.8,26.85,52.45,110.29,5.78,0.57,1.02,1.28,6.11,28.56,36.17,27.97,35.67,70.8,67.35,5.02,63.05,0.7,-2.29,0.88,1.02,0.99,0.93,0.04,0.95,0.9,-0.13,0,0.0
A037560,LG헬로비전,12,2016,Annual,1.95,32.83,3.9,22.18,13.43,104.06,2.71,11.11,-6.93,1.62,-5.89,-59.1,-63.95,37.7,41.18,28.93,47.47,90.37,3.23,0.57,1.14,1.15,5.68,28.17,36.45,24.6,28.24,55.79,53.53,5.13,71.13,0.7,-1.72,1.1,1.09,1.02,0.93,0.05,1.08,0.91,-0.13,1,0.0
A037560,LG헬로비전,12,2017,Annual,2.58,92.17,6.51,37.63,21.28,106.96,4.22,14.92,1.75,2.12,-0.85,69.7,34.26,36.82,39.94,85.66,47.16,89.25,3.46,0.60,1.28,1.15,5.78,29.34,38.91,22.98,26.35,87.53,82.25,5.33,70.3,0.73,-1.03,0.92,0.36,1.02,1.02,0.05,2.96,0.99,-0.11,0,0.0
A037560,LG헬로비전,12,2018,Annual,3.32,90.08,5.71,34.73,26.46,106.05,5.02,20.20,5.19,6.64,1.37,-7.71,35.42,35.99,41.17,84.37,45.65,84,5.63,0.62,1.33,1.16,6.08,35.26,46.94,26.42,30.51,94.19,89.55,6.3,66.31,0.75,-1.27,0.8,1.02,1.01,1.05,0.25,0.98,0.97,-0.1,0,0.0
A037560,LG헬로비전,12,2019,Annual,-8.47,91.91,2.63,15.11,-46.98,102.7,-9.08,-48.67,-5.59,-9.63,-4.66,-56.5,적전,37.12,33.12,89.28,46.87,88.23,4.51,0.60,1.29,1.11,5.74,13.54,18.69,10.49,11.65,57.01,56.13,6.9,102.98,0.73,-2.18,0.94,0.98,0.95,0.94,0.28,1.06,1.03,-0.12,1,0.0
A037560,LG헬로비전,12,2020,Annual,-29.57,91.55,3.23,17.64,-160.09,103.34,-39.18,-161.55,-4.88,-33.66,-10.61,16.75,적지,40.35,16.76,88.32,57.15,133.36,10.22,0.65,1.26,1.34,5.46,-14.28,-20.97,-11.34,-15.16,89.01,87.31,7.15,171.03,0.83,-2.25,1.0,1.0,0.77,0.95,0.24,0.99,1.22,-0.13,0,0.0
A037560,LG헬로비전,12,2021,Annual,2.49,89.96,4.12,22.98,18.24,104.3,5.50,13.90,2.1,3.37,-9.37,30.28,흑전,36.19,15.57,85.84,56.16,128.1,8.7,0.73,1.29,1.68,5.58,23.43,34.24,18.19,30.62,162.28,158.5,7.33,124.41,1.01,-0.59,1.02,1.02,1.01,1.02,0.25,0.97,0.98,-0.02,0,0.0
