Symbol,Name,상장연도,결산월,회계년,주기,당기순이익률(%),매출총이익률(%),영업이익률(%),자본금영업이익률(%),자본금세전계속사업이익률(%),*영업수익/영업비용(%),ROE(세전계속사업이익)(%),자본금지배주주순이익률(%),매출액증가율(전년동기)(%),총자본증가율(전년동기)(%),유형자산증가율(전년동기)(%),영업이익증가율(전년동기)(%),당기순이익증가율(전년동기)(%),유형자산구성비율(%),무형자산구성비율(%),*판관비율(%),타인자본비율(%),부채비율(%),현금및현금성자산구성비율(%),총자산회전율(회),총부채회전율(회),총자본회전율(회),자본금회전율(회),현금흐름/총부채(%),현금흐름/영업수익(%),현금흐름/총자본(%),유동비율(%),당좌비율(%),매출채권회전율,재고자산회전율,고정자산회전율,영업현금흐름/투자현금흐름(%),DSRI,GMI,AQI,SGI,DEPI,SGAI,LVGI,TATA,벤포드,분식기업
A001340,백광산업,1976,12,2018,Annual,12.72,32.34,15.66,122.37,103.49,118.57,16.36,99.4,21.04,18.21,2.62,203.7,252.26,79.77,0.0,16.68,48.3,93.42,3.33,0.61,1.2,1.24,7.81,23.4,19.57,24.18,38.49,30.8,8.51,26.22,0.69,-1.7,0.81,0.71,1.02,1.21,0.0,1.01,0.9,-0.03,0,1.0
A001340,백광산업,1976,12,2019,Annual,9.52,28.75,12.59,94.42,74.31,114.41,10.39,71.37,-4.04,8.72,8.83,-22.84,-28.2,78.59,0.07,16.16,49.11,96.51,3.41,0.54,1.1,1.05,7.5,19.8,17.95,18.82,70.65,61.1,8.25,19.73,0.65,-0.79,1.04,1.12,0.18,0.96,0.0,0.97,1.02,-0.03,0,1.0
A001340,백광산업,1976,12,2020,Annual,5.92,24.96,7.31,55.75,44.71,107.88,5.83,45.17,1.74,5.91,4.53,-40.95,-36.7,83.71,0.18,17.65,45.09,82.1,4.56,0.53,1.12,0.99,7.63,16.78,15.04,14.95,57.49,46.26,8.24,18.6,0.64,-2.73,1.02,1.15,1.09,1.02,0.0,1.09,0.92,-0.03,0,0.0
A001340,백광산업,1976,12,2021,Annual,7.85,27.11,9.46,80.5,68.57,110.45,8.41,66.79,11.55,6.56,2.02,44.39,47.85,76.16,0.26,17.65,47.81,91.6,3.61,0.56,1.2,1.04,8.51,22.06,18.38,19.19,45.76,35.66,8.0,17.29,0.66,-0.78,1.12,0.92,6.07,1.12,0.01,1.0,1.06,-0.05,0,0.0
A001340,백광산업,1976,12,2022,Annual,9.76,29.49,12.15,125.89,110.21,113.83,12.42,101.08,21.77,11.02,12.91,56.39,51.34,76.98,0.23,17.34,48.13,92.81,2.19,0.61,1.27,1.17,10.36,23.34,18.44,21.53,45.11,32.57,8.16,15.67,0.72,-0.66,0.94,0.92,0.99,1.22,0.01,0.98,1.01,-0.04,0,0.0
A035150,백산,1999,12,2012,Annual,5.6,19.57,11.43,150.21,127.36,112.91,20.79,73.53,3.28,5.78,-1.27,42.29,83.3,39.96,0.62,8.14,43.6,77.31,4.24,1.19,2.66,2.14,13.14,20.36,7.64,16.39,137.89,98.08,6.68,8.0,2.63,-9.05,0.99,0.84,1.24,1.03,0.01,0.99,0.96,0.06,0,0.0
A035150,백산,1999,12,2013,Annual,4.37,16.12,7.45,94.31,69.89,108.05,10.66,55.25,-3.67,8.23,-5.29,-37.22,-24.84,38.78,1.35,8.67,37.44,59.85,2.61,1.15,2.83,1.93,12.66,18.4,6.51,12.56,198.76,147.23,6.43,7.55,2.57,-2.61,1.01,1.21,1.06,0.96,0.01,1.06,0.86,0.05,0,0.0
A035150,백산,1999,12,2014,Annual,-1.51,16.07,6.58,79.83,-20.51,107.05,-3.06,-18.35,-4.21,-3.58,-21.49,-15.35,-133.2,28.5,1.24,9.49,43.54,77.12,6.91,1.08,2.65,1.81,12.13,1.8,0.68,1.23,158.69,121.83,6.66,7.46,2.62,-1.87,0.91,1.0,1.79,0.96,0.01,1.09,1.16,-0.05,0,0.0
A035150,백산,1999,12,2015,Annual,8.97,20.21,10.35,127.25,160.39,111.55,22.96,110.25,1.36,12.58,-1.79,59.4,-700.96,26.74,2.33,9.86,39.28,64.68,7.37,1.03,2.49,1.76,12.29,27.42,10.99,19.34,169.88,129.95,5.77,7.34,2.59,-2.02,1.5,0.8,1.54,1.01,0.02,1.04,0.9,0.08,0,0.0
A035150,백산,1999,12,2016,Annual,10.76,22.57,13.76,197.41,209.12,115.96,25.83,156.15,16.69,18.78,8.06,55.13,40.01,26.4,2.47,8.81,34.11,51.78,7.26,1.12,3.07,1.77,14.34,39.38,12.82,22.71,227.49,176.48,5.22,8.11,2.84,-3.14,0.98,0.9,0.76,1.17,0.02,0.89,0.87,0.03,1,0.0
A035150,백산,1999,12,2017,Annual,4.12,21.06,11.2,169.14,104.55,112.62,11.8,64.19,5.27,1.61,-7.1,-14.32,-59.66,23.88,2.97,9.86,34.82,53.43,13.94,1.12,3.24,1.7,15.1,18.58,5.74,9.77,203.64,164.25,5.43,8.61,2.95,-4.12,0.86,1.07,1.25,1.05,0.02,1.12,1.02,0.01,0,0.0
A035150,백산,1999,12,2018,Annual,4.63,18.69,6.66,153.77,156.35,107.14,16.64,109.11,52.87,10.44,65.26,-9.09,71.45,25.68,5.71,12.03,53.15,113.43,5.47,1.33,2.89,2.46,23.08,17.15,5.93,14.56,134.9,98.13,5.82,9.06,3.4,0.22,1.31,1.13,1.0,1.53,0.02,1.22,1.53,0.1,0,0.0
A035150,백산,1999,12,2019,Annual,1.33,19.67,6.83,228.85,146.81,107.33,14.66,48.72,45.11,3.0,2.9,48.83,-58.2,23.56,1.47,12.83,56.98,132.43,5.54,1.5,2.72,3.35,33.49,8.56,3.15,10.53,126.12,89.12,5.56,8.84,3.73,-2.84,0.88,0.95,1.2,1.45,0.01,1.07,1.07,0.08,0,0.0
A035150,백산,1999,12,2020,Annual,-4.29,18.23,1.03,28.25,-78.78,101.04,-8.33,-112.37,-18.29,-13.92,12.41,-87.66,-363.03,30.08,1.31,17.19,57.94,137.76,13.11,1.23,2.15,2.9,27.37,-3.97,-1.85,-5.36,130.65,96.63,4.75,7.39,3.08,-5.07,0.86,1.08,0.55,0.82,0.03,1.34,1.02,-0.1,0,0.0
A035150,백산,1999,12,2021,Annual,5.16,18.3,6.26,166.04,208.92,106.68,21.71,136.91,-3.14,20.08,-21.76,487.81,-216.43,20.75,1.05,12.04,55.47,124.58,19.8,1.19,2.11,2.75,26.51,14.24,6.75,18.59,141.56,99.36,5.46,6.84,3.16,0.58,1.07,1.0,1.7,0.97,0.03,0.7,0.96,0.04,0,0.0
A035150,백산,1999,12,2022,Annual,9.43,19.96,10.57,357.95,390.18,111.82,33.51,322.3,28.25,22.54,15.8,116.37,134.62,23.41,0.91,9.39,46.84,88.1,13.78,1.42,2.78,2.91,33.87,30.23,10.86,31.59,141.62,105.71,6.65,8.3,3.76,-1.25,0.83,0.92,1.01,1.28,0.02,0.78,0.84,-0.0,1,0.0
A002410,범양건영,1988,12,2013,Annual,-99.4,-2.33,-18.02,-97.3,-483.23,84.73,-317.03,-536.59,-29.74,108.71,-99.39,-65.06,-40.62,0.61,0.41,15.7,44.18,79.16,24.7,0.46,0.53,3.54,5.4,-52.28,-98.74,-349.69,271.91,262.45,17.7,10.12,0.97,-0.02,0.32,2.33,0.84,0.7,0.0,0.51,0.47,-0.22,0,0.0
A002410,범양건영,1988,12,2014,Annual,-9.55,4.95,-5.03,-18.44,-35.04,95.21,-28.71,-35.04,-1.62,-28.5,1.85,-72.56,-90.54,0.75,3.19,9.98,52.09,108.72,9.91,1.57,3.28,3.01,3.67,-30.86,-9.4,-28.23,190.58,181.65,77.34,56.99,5.06,0.32,0.22,-0.47,1.29,0.98,0.38,0.64,1.18,-0.02,0,0.0
A002410,범양건영,1988,12,2015,Annual,13.3,7.17,0.09,0.32,47.02,100.09,30.63,47.02,35.25,223.41,15693.43,-102.44,-288.37,42.0,1.02,7.08,45.11,82.18,2.8,1.22,2.6,2.3,3.53,35.55,13.66,31.44,126.14,123.56,16.68,81.14,2.54,0.11,25.41,0.69,0.31,1.35,0.27,0.71,0.87,0.03,0,0.0
A002410,범양건영,1988,12,2016,Annual,-0.99,7.01,1.1,5.04,-3.59,101.11,-1.98,-4.55,66.27,-2.07,0.09,1919.86,-112.41,27.3,0.63,5.91,65.09,186.41,5.21,1.08,1.89,2.53,4.58,-0.72,-0.38,-0.96,109.61,108.38,12.53,142.43,2.28,0.22,0.77,1.02,1.55,1.66,0.01,0.84,1.44,0.05,0,0.0
A002410,범양건영,1988,12,2017,Annual,0.81,5.91,1.92,11.03,5.91,101.95,3.28,4.64,25.59,1.53,-0.46,118.83,-201.9,26.73,0.48,4.0,65.13,186.8,8.71,1.11,1.71,3.19,5.76,2.28,1.33,4.25,161.17,159.4,15.27,178.88,2.54,2.03,0.67,1.19,1.01,1.26,0.01,0.68,1.0,-0.01,0,0.0
A002410,범양건영,1988,12,2018,Annual,3.49,9.07,4.38,28.03,25.69,104.58,13.37,22.33,13.75,16.01,0.0,159.88,392.16,28.0,0.28,4.69,57.63,136.0,19.14,1.28,2.09,3.33,6.4,8.29,3.97,13.22,110.12,108.82,20.99,203.47,2.9,15.75,0.72,0.65,1.01,1.14,0.01,1.17,0.88,-0.14,0,0.0
A002410,범양건영,1988,12,2019,Annual,7.14,7.21,4.15,46.12,43.93,104.33,18.16,79.4,77.4,39.58,7.13,68.12,263.33,25.65,0.08,3.06,49.45,97.81,6.19,2.15,4.04,4.6,11.12,31.04,7.68,35.31,177.25,175.33,25.67,360.95,4.57,-0.47,1.26,1.26,1.36,1.77,0.01,0.65,0.86,0.02,1,0.0
A002410,범양건영,1988,12,2020,Annual,7.6,15.35,8.32,48.35,44.56,109.07,14.59,44.17,-47.72,16.64,27.26,4.85,-44.37,28.58,0.05,7.03,48.37,93.67,16.34,0.97,1.99,1.9,5.81,17.08,8.58,16.33,144.32,143.48,9.02,234.7,1.98,-1.42,2.21,0.47,0.9,0.52,0.02,2.3,0.98,0.01,1,0.0
A002410,범양건영,1988,12,2021,Annual,2.74,12.16,2.7,12.18,7.87,102.78,2.43,14.59,-22.48,-2.69,-0.65,-74.81,-72.02,23.41,0.04,9.46,58.57,141.38,15.09,0.64,1.19,1.39,4.51,5.47,4.61,6.41,167.37,165.31,6.61,113.28,1.52,-0.25,1.26,1.26,0.61,0.78,0.01,1.34,1.21,-0.02,0,0.0
A002410,범양건영,1988,12,2022,Annual,-7.03,-1.31,-10.29,-49.64,-22.46,90.67,-7.41,-32.41,7.01,-10.61,50.53,-507.6,-374.22,31.42,0.34,8.99,66.97,202.8,3.08,0.59,0.93,1.59,4.82,-4.91,-5.26,-8.37,87.61,55.01,9.16,7.71,1.17,-26.9,0.53,-9.3,2.47,1.07,0.01,0.95,1.14,0.21,0,0.0
A007210,벽산,1972,12,2012,Annual,0.78,19.15,3.25,37.0,13.76,103.36,2.47,14.42,15.89,35.7,53.89,-43.25,-81.09,36.57,1.5,15.9,43.05,75.58,12.65,1.08,2.27,2.04,11.39,8.13,3.58,7.3,172.63,150.57,3.76,15.48,2.34,-0.9,0.82,0.99,0.55,1.16,0.01,1.3,0.82,-0.02,0,0.0
A007210,벽산,1972,12,2013,Annual,2.59,19.76,5.12,59.62,44.2,105.39,6.77,32.57,2.33,3.26,-0.12,61.11,239.29,35.43,1.23,14.64,42.94,75.27,17.21,1.02,2.37,1.79,11.65,10.42,4.4,7.86,168.36,150.4,3.87,15.93,2.25,-16.44,1.01,0.97,0.86,1.02,0.01,0.92,1.0,-0.03,0,0.0
A007210,벽산,1972,12,2014,Annual,4.99,21.26,7.37,92.07,83.65,107.95,12.19,56.89,7.26,7.0,1.21,54.43,106.17,35.72,1.17,13.89,39.19,64.46,19.28,1.07,2.61,1.82,12.5,15.85,6.06,11.04,179.07,159.6,4.12,17.73,2.45,-5.93,0.92,0.93,0.91,1.07,0.01,0.95,0.91,0.02,0,0.0
A007210,벽산,1972,12,2015,Annual,6.84,22.79,9.01,116.42,116.32,109.91,15.62,81.47,3.37,9.93,-0.42,26.45,41.77,33.12,1.21,13.78,37.75,60.64,23.53,1.07,2.78,1.73,12.92,21.46,7.73,13.4,212.65,192.73,4.28,18.21,2.55,-3.55,0.97,0.93,0.9,1.03,0.01,0.99,0.96,-0.0,0,0.0
A007210,벽산,1972,12,2016,Annual,5.5,22.02,7.92,102.54,93.74,108.6,11.74,65.51,0.22,4.82,20.88,-11.92,-19.41,37.52,1.01,14.1,38.86,63.56,24.17,1.0,2.61,1.62,12.95,16.69,6.4,10.37,180.72,165.18,4.15,18.99,2.42,-1.75,1.06,1.03,0.71,1.0,0.01,1.02,1.03,-0.01,0,0.0
A007210,벽산,1972,12,2017,Annual,3.22,20.12,5.22,63.11,54.1,105.5,6.48,31.53,-6.55,4.13,8.54,-38.45,-45.27,41.33,1.11,14.9,35.38,54.76,22.31,0.91,2.45,1.45,12.1,9.99,4.07,5.9,186.98,164.29,4.0,15.91,2.05,-1.02,0.95,1.09,0.98,0.93,0.01,1.06,0.91,0.01,0,0.0
A007210,벽산,1972,12,2018,Annual,1.95,17.38,2.29,28.83,34.75,102.34,4.06,23.09,4.27,1.32,19.21,-54.32,-36.89,46.89,1.34,15.09,37.69,60.48,16.85,0.93,2.55,1.47,12.61,8.96,3.51,5.17,186.83,161.08,4.58,14.22,1.9,0.11,0.9,1.16,1.05,1.04,0.01,1.01,1.07,0.03,0,0.0
A007210,벽산,1972,12,2019,Annual,-0.4,14.48,-0.88,-11.12,-7.0,99.13,-0.82,-8.08,0.26,-1.41,6.04,-138.57,-120.4,51.0,1.17,15.36,36.99,58.71,14.15,0.93,2.48,1.48,12.65,5.96,2.41,3.55,150.31,128.66,4.9,14.37,1.71,-0.56,0.93,1.2,1.06,1.0,0.01,1.02,0.98,-0.04,0,0.0
A007210,벽산,1972,12,2020,Annual,0.29,16.53,2.18,28.01,7.5,102.23,0.88,-4.51,1.38,0.07,-1.04,-351.96,-173.96,50.28,1.29,14.34,37.18,59.19,14.38,0.95,2.56,1.51,12.82,7.09,2.77,4.18,140.32,122.12,5.16,15.77,1.69,-1.04,0.98,0.88,0.98,1.01,0.01,0.93,1.01,-0.03,0,0.0
A007210,벽산,1972,12,2021,Annual,-0.32,16.28,1.81,24.93,8.42,101.85,0.99,-13.24,7.26,-0.5,-0.13,-11.02,-217.54,46.14,1.32,14.47,42.56,74.1,4.11,0.97,2.43,1.62,13.75,4.63,1.9,3.09,131.55,110.01,5.39,15.53,1.69,-0.09,0.99,1.02,2.39,1.07,0.01,1.01,1.14,0.0,0,0.0
A007210,벽산,1972,12,2022,Annual,2.25,18.03,3.62,54.92,45.33,103.76,5.24,28.98,10.28,4.13,20.42,120.34,-882.54,46.66,1.03,14.41,49.77,99.09,14.85,0.94,2.02,1.75,15.17,10.12,5.01,8.79,121.16,102.41,5.52,14.31,1.6,-2.3,0.99,0.9,0.92,1.1,0.01,1.0,1.17,-0.02,0,0.0
A002760,보락,1989,12,2012,Annual,6.12,19.59,6.48,16.99,7.96,106.93,2.53,16.04,24.24,4.5,7.62,341.25,1438.33,49.09,0.39,13.11,22.06,28.3,5.18,0.66,3.06,0.83,2.62,33.14,10.81,9.01,311.59,153.08,5.45,3.66,1.0,-1.2,0.8,0.88,0.92,1.24,0.0,0.85,1.07,-0.04,0,0.0
A002760,보락,1989,12,2013,Annual,2.34,15.52,2.44,6.27,4.87,102.5,1.5,6.01,-2.08,1.89,-0.29,-63.11,-62.53,48.69,0.37,13.08,21.0,26.59,7.43,0.62,2.88,0.79,2.57,21.07,7.31,5.78,404.82,205.14,5.72,3.56,0.95,-1.33,0.89,1.26,1.0,0.98,0.0,1.0,0.95,-0.02,0,0.0
A002760,보락,1989,12,2014,Annual,6.68,15.21,2.59,6.74,17.17,102.66,5.12,17.36,1.31,4.8,4.16,7.49,188.85,48.93,0.36,12.62,20.12,25.19,5.93,0.62,3.0,0.78,2.6,36.14,12.07,9.35,339.38,177.46,5.5,3.62,0.95,-1.31,1.24,1.02,0.98,1.01,0.0,0.97,0.96,-0.05,1,0.0
A002760,보락,1989,12,2015,Annual,-0.56,16.36,4.12,10.68,-0.75,104.3,-0.22,-1.44,-0.27,-2.73,2.49,58.55,-108.29,52.14,0.35,12.24,19.22,23.79,2.47,0.62,3.13,0.77,2.59,15.13,4.84,3.71,355.44,166.2,5.02,3.6,0.93,-0.77,0.97,0.93,0.94,1.0,0.0,0.97,0.96,-0.04,0,0.0
A002760,보락,1989,12,2016,Annual,8.49,16.43,5.69,16.96,28.43,106.03,8.23,25.31,14.94,6.85,19.72,58.75,-1858.38,58.18,0.24,10.74,19.55,24.3,9.95,0.7,3.59,0.86,2.98,45.99,12.82,11.06,349.03,195.56,6.22,4.17,1.06,-17.47,0.77,1.0,0.37,1.15,0.0,0.88,1.02,-0.06,0,0.0
A002760,보락,1989,12,2017,Annual,3.7,16.31,3.82,10.68,11.45,103.98,3.19,10.34,-6.31,1.1,-1.82,-37.03,-59.15,58.57,0.24,12.49,16.61,19.92,6.1,0.64,3.52,0.78,2.79,29.02,8.24,6.41,386.64,189.39,6.1,3.79,0.99,-0.42,1.1,1.01,1.2,0.94,0.0,1.16,0.85,0.01,0,0.0
A002760,보락,1989,12,2018,Annual,3.27,16.23,3.92,11.03,7.71,104.07,2.12,9.22,0.92,1.26,5.17,3.35,-10.79,59.88,0.22,12.32,17.92,21.83,6.64,0.64,3.72,0.78,2.82,28.97,7.79,6.05,419.31,217.57,6.24,3.81,0.97,-0.9,0.94,1.01,1.03,1.01,0.0,0.99,1.08,-0.04,0,0.0
A002760,보락,1989,12,2019,Annual,1.8,13.57,1.75,5.27,6.68,101.78,1.82,5.41,6.99,0.42,2.24,-52.22,-41.31,58.68,0.2,11.82,20.98,26.55,4.79,0.66,3.4,0.82,3.02,24.49,7.19,5.93,349.15,161.2,6.68,3.88,1.0,-0.52,0.99,1.2,1.1,1.07,0.0,0.96,1.17,-0.01,0,0.0
A002760,보락,1989,12,2020,Annual,1.03,12.38,0.38,1.2,2.24,100.38,0.61,3.29,6.0,0.13,-1.79,-77.15,-39.17,59.24,0.7,12.0,18.68,22.97,4.11,0.7,3.52,0.87,3.2,22.36,6.36,5.54,419.3,176.44,7.63,3.79,1.04,-1.08,0.76,1.1,1.11,1.06,0.01,1.02,0.89,-0.03,0,0.0
A002760,보락,1989,12,2021,Annual,4.26,16.36,4.26,14.12,15.37,104.44,4.11,14.15,3.84,3.5,-4.55,1072.26,329.65,54.32,0.56,12.1,19.13,23.66,3.4,0.72,3.81,0.89,3.32,35.78,9.39,8.34,427.34,195.27,7.51,3.72,1.1,-1.05,1.32,0.76,1.05,1.04,0.01,1.01,1.02,0.01,0,0.0
A002760,보락,1989,12,2022,Annual,6.34,17.16,6.78,27.4,28.29,107.27,7.22,25.62,21.81,6.24,-4.09,94.01,81.07,48.17,0.42,10.38,20.57,25.89,5.19,0.83,4.16,1.03,4.04,43.35,10.43,10.76,267.74,122.89,6.95,3.81,1.38,-2.78,1.05,0.95,0.98,1.22,0.01,0.86,1.08,0.01,0,0.0
A003850,보령,1988,12,2012,Annual,3.01,40.48,1.08,19.79,31.43,101.09,3.77,55.19,1.32,5.67,-0.03,-48.25,52.17,24.84,6.09,39.4,46.6,87.26,3.84,1.17,2.48,2.2,18.32,15.81,6.37,14.02,143.46,103.0,3.18,7.07,2.74,-2.79,0.99,1.01,1.01,1.01,0.03,1.01,0.98,-0.05,0,0.0
A003850,보령,1988,12,2013,Annual,4.32,43.06,5.85,107.14,113.73,106.21,13.29,79.09,4.87,9.73,-5.06,467.58,50.27,24.06,6.52,37.21,40.21,67.25,3.87,1.21,2.79,2.14,18.32,21.02,7.54,16.14,172.61,122.8,3.46,7.33,2.88,-4.05,0.88,0.94,1.04,1.05,0.03,0.94,0.86,-0.04,0,0.0
A003850,보령,1988,12,2014,Annual,6.01,44.55,6.8,130.49,152.81,107.29,16.97,115.3,9.84,10.86,5.81,27.69,52.84,24.12,5.9,37.76,37.2,59.23,2.2,1.31,3.38,2.13,19.2,30.77,9.1,19.4,190.35,133.04,3.69,7.56,3.16,-0.56,1.04,0.97,0.93,1.1,0.03,1.01,0.93,0.05,0,0.0
A003850,보령,1988,12,2015,Annual,5.06,42.1,6.86,140.32,141.67,107.37,14.9,103.39,11.64,10.48,17.47,12.76,-5.97,24.18,5.6,35.24,40.79,68.89,6.68,1.31,3.34,2.15,20.44,27.56,8.24,17.72,169.21,128.62,3.51,8.13,3.29,-0.83,1.08,1.06,0.88,1.12,0.03,0.93,1.1,0.03,0,0.0
A003850,보령,1988,12,2016,Annual,1.37,43.17,5.38,106.93,104.25,105.69,10.97,27.27,1.94,-0.3,11.61,-20.1,-72.35,22.44,4.47,37.78,50.91,103.69,6.62,1.12,2.42,2.09,19.87,12.4,5.12,10.7,133.95,96.42,3.2,6.71,3.09,0.29,1.03,0.98,0.79,1.02,0.03,1.07,1.25,0.03,0,0.0
A003850,보령,1988,12,2017,Annual,13.36,39.7,0.24,4.73,353.82,100.24,34.33,262.65,3.32,27.8,61.86,-95.37,906.01,35.91,4.35,39.46,37.98,61.23,4.07,1.06,2.38,1.9,19.58,41.05,17.26,32.79,196.68,144.43,3.13,6.3,2.73,1.0,1.03,1.09,0.62,1.03,0.04,1.04,0.75,0.06,0,0.0
A003850,보령,1988,12,2018,Annual,4.41,40.97,5.42,112.92,120.22,105.73,10.51,91.89,8.91,2.58,35.83,2346.43,-64.04,43.63,3.87,35.55,43.09,75.72,1.69,1.08,2.66,1.82,20.83,21.02,7.92,14.41,173.08,114.63,3.46,6.74,2.31,-0.69,0.83,0.97,0.89,1.09,0.05,0.9,1.13,-0.03,1,0.0
A003850,보령,1988,12,2019,Annual,6.15,42.53,7.45,176.76,192.17,108.05,15.76,145.8,13.87,10.48,26.71,56.53,58.67,49.01,3.09,35.08,44.26,79.4,0.89,1.09,2.5,1.95,23.72,23.72,9.47,18.42,166.54,105.44,4.11,6.52,2.09,-0.79,0.89,0.96,0.82,1.14,0.03,0.99,1.03,-0.02,0,0.0
A003850,보령,1988,12,2020,Annual,4.78,41.19,7.12,174.19,157.02,107.66,11.57,116.99,7.17,20.26,-2.64,2.36,-16.64,37.38,8.59,34.07,47.49,90.43,3.94,0.97,2.11,1.8,24.48,20.44,9.69,17.46,256.9,179.19,4.8,6.22,1.85,-0.31,0.76,1.03,2.62,1.07,0.03,0.97,1.07,-0.01,0,0.0
A003850,보령,1988,12,2021,Annual,6.87,42.24,6.61,142.54,243.21,107.08,17.36,148.03,11.64,39.39,-4.14,3.66,60.53,28.02,11.2,35.63,42.76,74.7,18.19,0.85,1.9,1.54,21.57,22.69,11.98,18.44,280.41,209.24,5.92,6.08,1.73,-1.26,0.91,0.98,1.38,1.12,0.03,1.05,0.9,-0.02,0,0.0
A003850,보령,1988,12,2022,Annual,5.51,40.39,7.44,164.81,171.41,108.04,11.88,121.98,21.23,8.88,-6.8,36.56,-2.74,24.25,20.58,32.95,42.13,72.8,1.8,0.88,2.08,1.54,22.14,21.78,10.46,16.06,121.95,62.62,6.23,5.52,1.61,-0.19,1.06,1.05,1.97,1.21,0.04,0.92,0.99,0.03,0,0.0
A000890,보해양조,1988,12,2013,Annual,2.01,38.36,7.28,37.98,17.28,107.86,8.17,10.48,-1.02,13.14,-0.66,0.42,-150.45,46.7,0.78,31.08,75.8,313.19,0.54,0.53,0.68,2.47,5.21,7.05,10.36,25.54,62.37,20.27,7.66,2.19,0.95,0.33,0.89,1.0,1.16,0.99,0.02,0.99,0.94,0.02,0,0.0
A000890,보해양조,1988,12,2014,Annual,4.04,39.65,7.62,28.57,17.72,108.25,8.8,15.33,2.29,55.4,3.76,7.07,105.86,49.16,0.65,32.03,61.84,162.04,1.66,0.58,0.84,1.86,3.75,10.38,12.35,22.97,102.1,33.3,8.35,2.19,0.95,-2.02,0.98,0.97,1.03,1.02,0.02,1.03,0.82,-0.04,0,0.0
A000890,보해양조,1988,12,2015,Annual,7.13,40.82,6.59,18.49,26.47,107.06,12.73,19.92,1.1,29.16,6.61,-12.56,78.57,50.36,0.61,34.23,52.64,111.15,1.1,0.58,1.01,1.35,2.8,15.88,15.7,21.18,98.75,41.16,7.67,2.32,0.96,-1.64,1.18,0.97,0.6,1.01,0.02,1.07,0.85,-0.1,0,0.0
A000890,보해양조,1988,12,2016,Annual,-6.28,37.96,-5.22,-12.72,-18.98,95.04,-9.42,-15.24,-6.68,-15.25,12.19,-173.89,-182.1,60.54,0.67,43.18,56.99,132.52,0.45,0.55,1.0,1.21,2.44,3.78,3.79,4.58,66.95,25.3,6.86,2.53,0.86,0.66,0.98,1.08,1.22,0.93,0.01,1.26,1.08,0.02,0,0.0
A000890,보해양조,1988,12,2017,Annual,10.78,36.03,2.08,4.31,1.79,102.13,0.92,22.36,-13.81,13.59,0.5,-134.41,-248.02,56.94,0.43,33.95,54.28,118.7,0.27,0.47,0.85,1.06,2.07,20.04,23.59,25.08,78.63,41.05,4.3,2.86,0.68,-0.06,2.18,1.05,1.33,0.86,0.01,0.79,0.95,0.01,0,0.0
A000890,보해양조,1988,12,2018,Annual,-33.99,27.85,-13.39,-22.74,-47.82,88.19,-27.34,-57.71,-17.64,-30.33,-20.26,-629.2,-359.72,49.34,0.45,41.24,65.39,188.89,4.57,0.39,0.66,0.97,1.7,-12.51,-19.01,-18.45,100.37,58.13,2.99,2.59,0.59,0.34,0.99,1.29,1.03,0.82,0.01,1.21,1.2,-0.04,0,0.0
A000890,보해양조,1988,12,2019,Annual,-26.57,10.16,-20.2,-27.59,-33.88,83.19,-25.87,-36.28,-7.31,10.09,-14.59,39.82,-27.55,51.81,0.47,30.36,53.15,113.46,8.67,0.42,0.7,1.04,1.37,-8.18,-11.72,-12.22,104.82,70.64,3.48,3.0,0.66,0.38,0.83,2.74,0.96,0.93,0.01,0.74,0.81,-0.12,0,0.0
A000890,보해양조,1988,12,2020,Annual,2.19,33.4,2.22,2.76,1.81,102.27,1.48,2.71,3.36,2.95,-5.3,-111.38,-108.5,53.65,0.49,31.17,47.26,89.6,4.95,0.5,1.0,1.01,1.24,14.78,14.79,14.98,93.78,58.42,4.12,4.16,0.77,-23.52,0.97,0.3,1.02,1.03,0.02,1.03,0.89,-0.04,0,0.0
A000890,보해양조,1988,12,2021,Annual,-1.09,34.9,1.26,1.59,0.44,101.27,0.36,-1.37,6.6,7.12,-11.4,-39.7,-152.93,46.29,0.48,33.65,44.98,81.74,15.86,0.55,1.2,1.03,1.26,10.8,8.99,9.24,134.9,100.4,4.67,4.91,0.87,-3.2,0.83,0.96,1.15,1.07,0.02,1.08,0.95,-0.07,0,0.0
A000890,보해양조,1988,12,2022,Annual,-3.11,30.16,0.07,0.09,-2.12,100.07,-1.77,-4.08,8.49,-2.13,-5.07,-94.13,211.29,45.65,0.5,30.09,44.06,78.75,11.29,0.6,1.36,1.09,1.31,7.83,5.77,6.29,117.26,81.92,5.03,5.55,0.99,-0.67,1.06,1.16,1.03,1.08,0.02,0.89,0.98,-0.02,0,0.0
A003000,부광약품,1988,12,2012,Annual,11.19,53.95,14.53,154.83,167.8,117.0,12.0,119.24,45.75,2.72,-6.74,148.36,157.75,27.49,4.44,39.42,20.85,26.34,11.65,0.58,2.49,0.76,10.65,40.25,16.19,12.34,404.06,338.27,2.28,5.3,1.65,-0.94,0.52,1.03,1.08,1.46,0.01,0.84,0.8,-0.11,0,0.0
A003000,부광약품,1988,12,2013,Annual,14.93,54.1,17.58,158.48,176.34,121.33,12.88,134.63,-11.34,2.47,-5.34,7.24,18.29,28.27,3.78,36.52,11.89,13.5,25.26,0.55,3.32,0.66,9.02,68.92,20.77,13.67,913.68,730.14,2.8,4.74,1.53,1.42,0.75,1.0,1.05,0.89,0.01,0.93,0.57,-0.06,0,0.0
