Symbol,Name,상장연도,결산월,회계년,주기,ROE(세전계속사업이익)(%),총자본증가율(전년동기)(%),영업이익증가율(전년동기)(%),당기순이익증가율(전년동기)(%),부채비율(%),총자본회전율(회),현금흐름/총자본(%)
A023350,한국종합기술,2011,12,2018,Annual,-8.86,-11.15,적지,적지,124.24,1.77,-4.37
A023350,한국종합기술,2011,12,2019,Annual,-1.74,13.43,적지,적지,160.06,2.02,0.78
A023350,한국종합기술,2011,12,2020,Annual,6.91,19.29,흑전,흑전,141.52,2.28,6.81
A023350,한국종합기술,2011,12,2021,Annual,10.44,3.48,55.91,70.57,138.52,1.92,9.58
A023350,한국종합기술,2011,12,2022,Annual,4.61,4.56,-24.18,-65.58,123.59,1.95,4.35
A025890,한국주강,1997,12,2012,Annual,8.18,-3.38,-86.4,195.11,6.68,0.65,8.39
A025890,한국주강,1997,12,2013,Annual,2.34,2.11,적전,-71.59,7.38,0.49,3.65
A025890,한국주강,1997,12,2014,Annual,-3.85,-8.7,흑전,적전,13.92,0.54,-1.39
A025890,한국주강,1997,12,2015,Annual,2.36,-0.53,"1,011.68",흑전,6.53,0.51,3.29
A025890,한국주강,1997,12,2016,Annual,-7.22,-5.18,적전,적전,3.42,0.41,-4.83
A025890,한국주강,1997,12,2017,Annual,-6.39,-10.13,적지,적지,50.73,0.50,-6.91
A025890,한국주강,1997,12,2018,Annual,-17.84,-19.85,적지,적지,33.62,0.77,-11.80
A025890,한국주강,1997,12,2019,Annual,-36.69,-28.68,적지,적지,50.59,0.94,-24.82
A025890,한국주강,1997,12,2020,Annual,-3.44,-6.83,적지,적지,54.8,1.09,1.49
A025890,한국주강,1997,12,2021,Annual,-6.26,-6.5,적지,적지,78.87,1.56,-0.20
A025890,한국주강,1997,12,2022,Annual,5.95,6.09,적지,흑전,61.38,1.88,11.90
A000970,한국주철관,1969,12,2020,Annual,4.51,2.25,-27.14,-26.97,25.72,1.17,6.83
A000970,한국주철관,1969,12,2021,Annual,26.37,21.98,328.2,543.74,21.96,1.62,23.60
A000970,한국주철관,1969,12,2022,Annual,4.53,1.08,-71.2,-81.69,21.09,1.39,5.52
A104700,한국철강,2008,12,2012,Annual,3.54,1.01,507.89,흑전,37.6,1.46,6.62
A104700,한국철강,2008,12,2013,Annual,1.80,0.87,-90.74,-49.16,32.1,1.20,5.15
A104700,한국철강,2008,12,2014,Annual,3.27,0.6,828.31,91.43,30.56,1.08,6.21
A104700,한국철강,2008,12,2015,Annual,9.69,5.5,422.55,198.05,23.02,0.96,11.08
A104700,한국철강,2008,12,2016,Annual,8.52,5.51,-18.56,-13.19,22.47,0.89,9.58
A104700,한국철강,2008,12,2017,Annual,-7.81,-6.59,-13.08,적전,23.33,0.99,-2.35
A104700,한국철강,2008,12,2018,Annual,2.95,-0.14,-44.87,흑전,26.74,1.08,3.99
A104700,한국철강,2008,12,2019,Annual,3.46,1.07,-51.94,56.78,20.45,1.00,4.86
A104700,한국철강,2008,12,2020,Annual,0.60,-3.88,187.51,적전,24.68,0.89,0.48
A104700,한국철강,2008,12,2021,Annual,17.86,3.64,194.15,흑전,25.83,1.25,15.41
A104700,한국철강,2008,12,2022,Annual,16.16,10.57,17.63,-10.13,18.79,1.40,13.11
A017960,한국카본,1995,12,2012,Annual,4.21,19.25,120.48,-0.03,31.3,0.80,6.56
A017960,한국카본,1995,12,2013,Annual,9.86,5.75,122.26,146.52,26.87,1.06,9.24
A017960,한국카본,1995,12,2014,Annual,9.98,20.62,-11.5,33.11,21.63,0.90,10.19
A017960,한국카본,1995,12,2015,Annual,10.76,-0.12,9.78,15,23.25,0.86,10.44
A017960,한국카본,1995,12,2016,Annual,8.19,12.12,5.33,-27.41,23.24,0.86,7.64
A017960,한국카본,1995,12,2017,Annual,3.36,-1.81,-78.33,-95.48,18.08,0.76,2.30
A017960,한국카본,1995,12,2018,Annual,1.91,-2.13,5.95,적전,18.57,0.74,1.01
A017960,한국카본,1995,12,2019,Annual,7.73,2.97,309.59,흑전,27.14,0.89,7.83
A017960,한국카본,1995,12,2020,Annual,21.34,21.68,199.48,224.15,25.7,1.19,19.00
A017960,한국카본,1995,12,2021,Annual,7.40,2.23,-56.78,-74.99,28.11,0.96,6.33
A017960,한국카본,1995,12,2022,Annual,7.29,3.9,-24.24,41.2,44.82,0.93,8.52
A161890,한국콜마,2012,12,2013,Annual,15.55,16.45,40.13,17.61,158.97,2.67,17.56
A161890,한국콜마,2012,12,2014,Annual,29.26,57.86,138.05,133.33,87.09,3.14,27.11
A161890,한국콜마,2012,12,2015,Annual,29.36,22.74,29.62,38.63,56.01,2.68,27.53
A161890,한국콜마,2012,12,2016,Annual,28.04,30.36,20.93,16.94,71.34,2.63,25.54
A161890,한국콜마,2012,12,2017,Annual,19.99,15.62,-8.79,-8.62,100.98,2.65,21.42
A161890,한국콜마,2012,12,2018,Annual,9.70,143.46,34.33,-24.27,169.99,2.38,14.76
A161890,한국콜마,2012,12,2019,Annual,5.46,4.7,10.96,-8.61,183.1,1.66,10.82
A161890,한국콜마,2012,12,2020,Annual,24.00,17.85,21.88,377.34,149.15,1.43,24.04
A161890,한국콜마,2012,12,2021,Annual,5.64,36.06,-30.75,-72.89,91.68,1.35,7.99
A161890,한국콜마,2012,12,2022,Annual,1.20,8.08,-13.04,적전,99.62,1.32,3.78
A024720,한국콜마홀딩스,2002,12,2013,Annual,8.93,7.28,36.96,-44.37,42.01,0.69,6.37
A024720,한국콜마홀딩스,2002,12,2014,Annual,15.97,16.13,55.5,115.83,64.79,1.04,11.05
A024720,한국콜마홀딩스,2002,12,2015,Annual,4.38,16.7,62.73,-96.2,86.51,1.20,1.54
A024720,한국콜마홀딩스,2002,12,2016,Annual,21.16,19.14,8.05,"4,786.69",77.88,1.13,14.23
A024720,한국콜마홀딩스,2002,12,2017,Annual,19.02,22.92,26.81,1.3,90.42,1.15,9.83
A024720,한국콜마홀딩스,2002,12,2018,Annual,25.09,26.31,35.1,74.65,77.97,1.27,15.88
A024720,한국콜마홀딩스,2002,12,2019,Annual,12.88,21.24,-10.69,-21.2,81.8,0.91,9.98
A024720,한국콜마홀딩스,2002,12,2020,Annual,32.89,31.13,41.79,118.13,54.71,0.97,18.87
A024720,한국콜마홀딩스,2002,12,2021,Annual,10.65,8.51,-22.04,-62.19,41.55,0.82,4.88
A024720,한국콜마홀딩스,2002,12,2022,Annual,4.27,-0.5,-49.65,-77.79,49.25,0.76,1.70
A161390,한국타이어앤테크놀로지,2012,12,2012,Annual,,,,,122.95,,
A161390,한국타이어앤테크놀로지,2012,12,2013,Annual,27.70,21.81,234.1,218.18,98.18,1.98,32.21
A161390,한국타이어앤테크놀로지,2012,12,2014,Annual,22.17,15.09,0.06,-4.86,84.22,1.58,26.76
A161390,한국타이어앤테크놀로지,2012,12,2015,Annual,17.38,13.82,-14.21,-6.12,84.72,1.33,23.08
A161390,한국타이어앤테크놀로지,2012,12,2016,Annual,19.68,15.96,24.66,33.9,61.4,1.19,24.78
A161390,한국타이어앤테크놀로지,2012,12,2017,Annual,12.05,6.91,-28.08,-31.01,49.35,1.10,18.62
A161390,한국타이어앤테크놀로지,2012,12,2018,Annual,10.60,6.54,-11.44,-12.54,44.27,1.03,16.73
A161390,한국타이어앤테크놀로지,2012,12,2019,Annual,8.44,5.85,-22.58,-19,41.43,0.98,15.04
A161390,한국타이어앤테크놀로지,2012,12,2020,Annual,7.92,3.13,15.5,-10.34,43.8,0.88,13.70
A161390,한국타이어앤테크놀로지,2012,12,2021,Annual,9.13,10.57,2.22,54.39,42.69,0.92,15.13
A161390,한국타이어앤테크놀로지,2012,12,2022,Annual,10.06,8.3,9.91,18.67,41.75,0.98,14.36
A007280,한국특강,1989,12,2012,Annual,4.72,2.48,-52,-2.84,361.18,5.46,19.33
A007280,한국특강,1989,12,2013,Annual,-9.28,-10.79,-99.28,적전,397.47,4.96,7.51
A007280,한국특강,1989,12,2014,Annual,-10.96,-17.39,"2,549.91",적지,465.83,4.43,-1.54
A007280,한국특강,1989,12,2015,Annual,-94.48,-55.86,적전,적지,873.61,4.40,-58.24
A007280,한국특강,1989,12,2016,Annual,15.84,50.68,적지,흑전,504.27,5.05,36.00
A007280,한국특강,1989,12,2017,Annual,18.60,5.02,흑전,185.52,456.78,5.74,41.62
A007280,한국특강,1989,12,2018,Annual,-4.78,53.18,-46.65,적전,260.95,4.66,10.38
A007280,한국특강,1989,12,2019,Annual,-22.28,-24.57,적전,적지,344.59,4.71,-8.94
A007280,한국특강,1989,12,2020,Annual,4.76,41.99,흑전,흑전,247.5,4.81,17.62
A007280,한국특강,1989,12,2021,Annual,27.68,38.11,452.25,922.84,226.19,5.73,38.23
A007280,한국특강,1989,12,2022,Annual,19.00,42.62,-23.8,9.86,174.31,4.69,28.98
A047810,한국항공우주,2011,12,2012,Annual,10.56,4.94,20.31,1.09,113.28,1.77,14.76
A047810,한국항공우주,2011,12,2013,Annual,2.37,1.9,-43.77,-50.63,115.82,2.21,12.79
A047810,한국항공우주,2011,12,2014,Annual,17.72,10.67,167.7,262.24,110.75,2.44,22.67
A047810,한국항공우주,2011,12,2015,Annual,30.98,21.36,100.54,95.8,131.23,2.74,31.50
A047810,한국항공우주,2011,12,2016,Annual,23.84,19.03,-15.7,2.16,106.2,2.22,27.75
A047810,한국항공우주,2011,12,2017,Annual,-24.77,-21.11,적전,적전,180.02,1.60,-11.72
A047810,한국항공우주,2011,12,2018,Annual,7.26,-7.67,흑전,흑전,256.71,2.54,13.65
A047810,한국항공우주,2011,12,2019,Annual,11.58,12.37,88.25,203.01,269.11,2.78,25.66
A047810,한국항공우주,2011,12,2020,Annual,6.82,4.32,-49.37,-57.03,317.98,2.34,17.29
A047810,한국항공우주,2011,12,2021,Annual,4.30,5.12,-58.24,-26.33,351.29,2.02,16.80
A047810,한국항공우주,2011,12,2022,Annual,8.88,12.01,143.08,117.6,434.84,2.03,18.44
A123690,한국화장품,2010,12,2012,Annual,-39.94,-32.87,적지,적지,183.22,1.46,-33.90
A123690,한국화장품,2010,12,2013,Annual,-50.56,-40.41,적지,적지,355.77,2.15,-40.82
A123690,한국화장품,2010,12,2014,Annual,103.01,111.1,적지,흑전,80.86,2.05,78.79
A123690,한국화장품,2010,12,2015,Annual,-14.62,-17.77,적지,적전,75.74,2.14,-12.41
A123690,한국화장품,2010,12,2016,Annual,32.75,34.26,흑전,흑전,78.3,3.31,37.97
A123690,한국화장품,2010,12,2017,Annual,12.04,6.5,-51.68,-72.44,67.58,2.63,15.21
A123690,한국화장품,2010,12,2018,Annual,-13.82,-11.02,적전,적전,80.04,2.75,-4.61
A123690,한국화장품,2010,12,2019,Annual,-43.32,-33.32,적지,적지,131.03,2.98,-21.64
A123690,한국화장품,2010,12,2020,Annual,-21.97,-16.12,적지,적지,155.36,2.24,-3.19
A123690,한국화장품,2010,12,2021,Annual,-15.99,-25.57,적지,적지,120.77,2.60,-7.64
A123690,한국화장품,2010,12,2022,Annual,-8.50,2.01,적지,흑전,95.93,2.98,18.15
A003350,한국화장품제조,1978,12,2012,Annual,-20.38,-18.52,적지,적지,36.43,1.01,-18.54
A003350,한국화장품제조,1978,12,2013,Annual,-8.83,-8.02,적지,적지,58.76,1.17,-6.63
A003350,한국화장품제조,1978,12,2014,Annual,24.68,30.22,흑전,흑전,41.5,1.21,28.76
A003350,한국화장품제조,1978,12,2015,Annual,8.60,4.84,142.07,-74.57,44.52,1.34,8.04
A003350,한국화장품제조,1978,12,2016,Annual,23.40,26.7,29.93,384.4,51.39,1.65,26.97
A003350,한국화장품제조,1978,12,2017,Annual,9.33,7.92,-53.8,-53.93,47.07,1.47,12.54
A003350,한국화장품제조,1978,12,2018,Annual,7.18,5.87,64.29,-25.1,42.73,1.80,9.89
A003350,한국화장품제조,1978,12,2019,Annual,-4.21,-4.49,-72.6,적전,75.28,1.56,2.37
A003350,한국화장품제조,1978,12,2020,Annual,-8.47,-7.82,적전,적지,75.42,1.34,-2.65
A003350,한국화장품제조,1978,12,2021,Annual,-7.32,-2.9,적지,적지,78.06,1.55,3.50
A003350,한국화장품제조,1978,12,2022,Annual,8.92,9.9,흑전,흑전,74.98,2.30,14.64
A011500,한농화성,2003,12,2012,Annual,15.09,9.66,-17.9,-3.15,74.22,2.99,19.88
A011500,한농화성,2003,12,2013,Annual,13.29,9.19,-16.82,-10.71,62.06,2.90,16.17
A011500,한농화성,2003,12,2014,Annual,12.05,7.59,0.13,-0.19,71.4,2.60,16.32
A011500,한농화성,2003,12,2015,Annual,11.67,8.19,-0.21,8.96,49.4,2.22,16.86
A011500,한농화성,2003,12,2016,Annual,10.97,7.96,0.77,3.39,54.72,2.10,15.85
A011500,한농화성,2003,12,2017,Annual,10.31,6.82,-3.07,-0.67,52.41,2.25,14.58
A011500,한농화성,2003,12,2018,Annual,6.44,3.67,-28.67,-32.57,44.54,2.02,11.05
A011500,한농화성,2003,12,2019,Annual,11.57,6.98,110.89,69.94,35.82,1.76,14.49
A011500,한농화성,2003,12,2020,Annual,12.64,8.79,15.06,30.14,30.97,1.66,16.40
A011500,한농화성,2003,12,2021,Annual,16.34,12.89,30.99,51.67,46.89,1.76,20.15
A011500,한농화성,2003,12,2022,Annual,5.46,3.3,-74.77,-56.48,47.73,1.59,12.19
A002390,한독,1976,12,2012,Annual,3.51,3.2,-61.61,-65.2,51.92,1.11,6.09
A002390,한독,1976,12,2013,Annual,5.34,2.45,-13.21,113.4,60.91,1.13,8.04
A002390,한독,1976,12,2014,Annual,1.21,4.59,38.23,-88.03,67.49,1.16,4.83
A002390,한독,1976,12,2015,Annual,-0.23,-1.32,-39.69,적전,74.7,1.17,4.08
A002390,한독,1976,12,2016,Annual,-3.30,-4.76,-41.49,적지,115.33,1.34,2.81
A002390,한독,1976,12,2017,Annual,2.31,0.51,적전,흑전,119.92,1.44,7.77
A002390,한독,1976,12,2018,Annual,3.09,7.8,흑전,104.53,108.25,1.48,9.18
A002390,한독,1976,12,2019,Annual,14.75,9.77,24.39,380.35,117.64,1.44,17.19
A002390,한독,1976,12,2020,Annual,11.61,11,3.31,-20.48,114.46,1.39,13.34
A002390,한독,1976,12,2021,Annual,1.25,0.56,-1.3,-87.81,119.16,1.35,6.44
A002390,한독,1976,12,2022,Annual,1.91,-0.56,1.75,222.18,128.12,1.42,8.47
A053690,한미글로벌,2009,12,2012,Annual,10.23,-0.36,-23.72,20.75,186.8,4.21,11.02
A053690,한미글로벌,2009,12,2013,Annual,16.37,9.31,67.17,45.48,163.4,3.55,13.54
A053690,한미글로벌,2009,12,2014,Annual,16.82,12.04,24.48,20.69,155.57,2.91,14.75
A053690,한미글로벌,2009,12,2015,Annual,15.78,36.97,19.39,-8.72,51.38,2.34,11.21
A053690,한미글로벌,2009,12,2016,Annual,13.79,19.62,-23.54,34.22,51.52,1.87,11.61
A053690,한미글로벌,2009,12,2017,Annual,11.52,5.87,14.69,8.18,61.18,1.98,11.28
A053690,한미글로벌,2009,12,2018,Annual,11.53,-0.92,1.61,-26.38,102.94,2.00,9.34
A053690,한미글로벌,2009,12,2019,Annual,23.59,20.12,121.97,227.57,64.02,2.59,25.19
A053690,한미글로벌,2009,12,2020,Annual,11.64,3.77,-32.39,-55.72,69.79,1.84,13.05
A053690,한미글로벌,2009,12,2021,Annual,15.27,11.9,19.01,54.47,97.92,1.98,15.52
A053690,한미글로벌,2009,12,2022,Annual,19.30,35.06,56.08,68.16,91.66,2.21,18.34
A042700,한미반도체,2005,12,2012,Annual,17.88,7.8,24.44,47.94,26.2,0.98,16.80
A042700,한미반도체,2005,12,2013,Annual,7.49,-0.17,-36.43,-54.35,31.75,1.05,8.88
A042700,한미반도체,2005,12,2014,Annual,22.60,12.17,264.65,167.42,21.13,0.99,18.26
A042700,한미반도체,2005,12,2015,Annual,14.07,-5.36,-53.67,-26.9,16.29,0.59,13.22
A042700,한미반도체,2005,12,2016,Annual,20.36,7.93,69.53,44.25,36.13,0.82,17.93
A042700,한미반도체,2005,12,2017,Annual,6.97,-1.51,33.98,-69.79,38.26,0.95,6.96
A042700,한미반도체,2005,12,2018,Annual,29.41,4.55,9.94,418.65,14.14,1.03,25.75
A042700,한미반도체,2005,12,2019,Annual,11.29,1.92,-75.83,-60.91,17.19,0.55,11.81
A042700,한미반도체,2005,12,2020,Annual,27.54,17.02,385.59,160.25,27.18,1.08,23.60
A042700,한미반도체,2005,12,2021,Annual,45.12,34.9,83.68,108.33,23.78,1.24,36.73
A042700,한미반도체,2005,12,2022,Annual,34.70,12.48,-8.63,-11.66,16.75,0.89,27.42
A008930,한미사이언스,1988,12,2012,Annual,3.36,5.81,34.99,흑전,23.23,0.05,3.49
A008930,한미사이언스,1988,12,2013,Annual,2.60,3.85,64.5,-23.1,41.74,0.55,2.65
A008930,한미사이언스,1988,12,2014,Annual,4.52,2.11,36.21,127.78,77.82,1.29,5.49
A008930,한미사이언스,1988,12,2015,Annual,46.65,39.87,"1,482.53",711.67,59.53,1.55,36.04
A008930,한미사이언스,1988,12,2016,Annual,3.07,10.84,-89.75,-95.53,49.68,1.08,1.81
A008930,한미사이언스,1988,12,2017,Annual,5.09,2.72,-7.27,288.12,41.14,0.99,5.29
A008930,한미사이언스,1988,12,2018,Annual,2.86,-1.81,-21.29,-41.52,40.34,1.07,3.43
A008930,한미사이언스,1988,12,2019,Annual,5.46,-1.13,46.82,70.59,41.06,1.26,5.72
A008930,한미사이언스,1988,12,2020,Annual,4.59,2.02,55.79,-26.5,40.15,1.31,4.42
A008930,한미사이언스,1988,12,2021,Annual,7.28,4.79,14.32,90.03,37.61,1.41,7.15
A008930,한미사이언스,1988,12,2022,Annual,10.34,4.99,-2.23,60.77,53.11,1.48,10.56
A128940,한미약품,2010,12,2012,Annual,8.18,8.23,127.17,429.94,104.13,1.71,14.26
A128940,한미약품,2010,12,2013,Annual,12.57,13.09,28.56,75.74,90.29,1.67,16.28
A128940,한미약품,2010,12,2014,Annual,6.93,27.29,-44.34,-14.33,75.37,1.45,11.58
A128940,한미약품,2010,12,2015,Annual,31.42,26.4,514.77,274.32,131.28,1.98,30.67
A128940,한미약품,2010,12,2016,Annual,1.08,-1.38,-87.36,-81.3,117.42,1.19,8.41
A128940,한미약품,2010,12,2017,Annual,7.71,7.88,206.9,127.64,109.6,1.20,12.69
A128940,한미약품,2010,12,2018,Annual,6.37,-0.4,1.72,-50.48,114.28,1.28,9.11
A128940,한미약품,2010,12,2019,Annual,10.33,4.18,24.3,86.99,132.74,1.38,13.34
A128940,한미약품,2010,12,2020,Annual,2.68,1.17,-52.85,-72.93,126.24,1.30,8.86
A128940,한미약품,2010,12,2021,Annual,11.78,11.58,156.07,371.25,108.64,1.37,17.74
A128940,한미약품,2010,12,2022,Annual,12.49,8.72,26.05,24.64,90.7,1.37,18.54
A009240,한샘,2002,12,2012,Annual,24.83,6.14,-3.06,0.41,75.35,3.75,22.40
A009240,한샘,2002,12,2013,Annual,33.90,23,68.93,55.47,91.54,4.20,28.96
A009240,한샘,2002,12,2014,Annual,38.99,27.91,38.32,41.27,60.93,4.40,31.73
A009240,한샘,2002,12,2015,Annual,40.18,28.74,32.91,32.33,76.67,4.42,32.36
A009240,한샘,2002,12,2016,Annual,34.83,24.43,8.76,11.17,66.09,3.96,29.05
A009240,한샘,2002,12,2017,Annual,26.35,-6.26,-11.94,-24.77,92.21,3.93,21.70
A009240,한샘,2002,12,2018,Annual,23.05,13.17,-60.13,-6.23,63.66,3.56,20.89
A009240,한샘,2002,12,2019,Annual,12.54,6.76,-0.47,-52.52,96.09,2.86,17.31
A009240,한샘,2002,12,2020,Annual,15.37,2.54,66.94,56.48,95.5,3.33,20.84
A009240,한샘,2002,12,2021,Annual,13.33,-1.15,-25.61,-14.4,100.48,3.57,20.29
A009240,한샘,2002,12,2022,Annual,-15.64,-28.35,적전,적전,146.88,3.75,0.47
A020000,한섬,1996,12,2012,Annual,11.31,7.85,-27.8,-26.59,15.06,0.68,9.80
A020000,한섬,1996,12,2013,Annual,7.10,4.73,-29.12,-36.35,26.04,0.61,7.43
A020000,한섬,1996,12,2014,Annual,7.42,3.69,1.29,-10.9,27.11,0.63,7.09
A020000,한섬,1996,12,2015,Annual,8.41,0.81,29.61,100.39,15.17,0.74,11.23
A020000,한섬,1996,12,2016,Annual,9.04,5.89,8.97,-22.52,17.91,0.83,8.55
A020000,한섬,1996,12,2017,Annual,7.43,5.13,-23.65,-4.64,35.31,1.36,9.38
A020000,한섬,1996,12,2018,Annual,9.94,7.05,65.81,34.46,28.46,1.36,11.87
A020000,한섬,1996,12,2019,Annual,11.15,5.53,16.84,17.74,26.6,1.24,13.75
A020000,한섬,1996,12,2020,Annual,10.33,7.7,-4.22,-0.44,27.75,1.10,12.72
A020000,한섬,1996,12,2021,Annual,13.07,10.16,49.13,31.38,25.53,1.17,14.14
A020000,한섬,1996,12,2022,Annual,12.56,7.75,10.59,8.23,26.05,1.20,14.06
A003680,한성기업,1989,12,2012,Annual,7.13,2.46,-31.76,-49.24,171.87,4.20,12.78
A003680,한성기업,1989,12,2013,Annual,4.39,3.73,-46.5,-40.06,206.89,4.23,9.39
A003680,한성기업,1989,12,2014,Annual,-24.11,-20.09,-59.37,적전,291.34,4.67,-12.83
A003680,한성기업,1989,12,2015,Annual,7.27,-2.13,239.16,흑전,301.71,5.40,10.18
A003680,한성기업,1989,12,2016,Annual,-0.37,-0.7,66.31,적전,335.18,6.02,5.52
A003680,한성기업,1989,12,2017,Annual,4.05,5.82,-14.65,흑전,283.55,5.91,10.32
A003680,한성기업,1989,12,2018,Annual,-6.03,-3.8,-88.57,적전,311.51,5.21,0.67
A003680,한성기업,1989,12,2019,Annual,-41.57,-7.66,적전,적지,368.38,5.20,-27.27
A003680,한성기업,1989,12,2020,Annual,5.70,1.24,흑전,흑전,287.74,5.30,9.89
A003680,한성기업,1989,12,2021,Annual,-20.72,-11.75,적전,적전,348.72,5.29,-10.34
A003680,한성기업,1989,12,2022,Annual,5.05,17.35,흑전,흑전,349.32,6.03,8.14
A105630,한세실업,2009,12,2012,Annual,33.36,24.22,-13.62,5.97,149.92,5.34,29.69
A105630,한세실업,2009,12,2013,Annual,23.48,16.1,-4.6,-19.32,150.79,4.89,21.53
A105630,한세실업,2009,12,2014,Annual,27.91,21.61,54.78,45.18,136.71,4.36,25.52
A105630,한세실업,2009,12,2015,Annual,36.29,28.62,52.84,68.07,133.12,4.19,31.85
A105630,한세실업,2009,12,2016,Annual,12.77,32.43,-42.67,-55.59,125.45,3.13,12.82
A105630,한세실업,2009,12,2017,Annual,12.65,1.77,-30.72,0.25,108.53,3.01,11.97
A105630,한세실업,2009,12,2018,Annual,-8.97,-14.11,-31.68,적전,137.64,3.21,-4.67
A105630,한세실업,2009,12,2019,Annual,12.39,-7.64,119.75,적지,159.22,3.41,8.72
A105630,한세실업,2009,12,2020,Annual,16.07,-7.4,-23.59,흑전,142.33,3.88,16.59
A105630,한세실업,2009,12,2021,Annual,22.21,10.22,64.49,160.74,161.89,3.78,21.89
A105630,한세실업,2009,12,2022,Annual,26.05,15.65,68.32,27.17,130.73,4.40,23.66
A069640,한세엠케이,2011,12,2012,Annual,9.62,5.35,-34.52,-28.5,26.37,1.94,7.99
A069640,한세엠케이,2011,12,2013,Annual,8.13,4.82,-10.01,-4.43,33.09,1.85,7.49
A069640,한세엠케이,2011,12,2014,Annual,3.51,2.99,-42.89,-79.81,28.52,1.79,2.46
A069640,한세엠케이,2011,12,2015,Annual,2.56,2.63,-10.15,101.19,37.64,1.93,4.38
A069640,한세엠케이,2011,12,2016,Annual,3.91,2.57,87.91,37.38,47.56,2.07,5.82
A069640,한세엠케이,2011,12,2017,Annual,7.11,1.85,-7.09,49.15,34.24,2.09,8.19
A069640,한세엠케이,2011,12,2018,Annual,0.70,-6.35,-74.77,-46.42,38.46,2.10,6.08
A069640,한세엠케이,2011,12,2019,Annual,-36.37,-32.26,적전,적전,83.64,2.47,-27.09
A069640,한세엠케이,2011,12,2020,Annual,-27.70,-22.63,적지,적지,92.3,2.47,-19.91
A069640,한세엠케이,2011,12,2021,Annual,-38.06,-39.71,적지,적지,174.99,3.33,-42.00
A069640,한세엠케이,2011,12,2022,Annual,-88.01,-17.69,적지,적지,481.97,6.35,-76.08
A016450,한세예스24홀딩스,2000,12,2012,Annual,25.88,17.12,-9.74,8.09,134.41,4.79,11.67
A016450,한세예스24홀딩스,2000,12,2013,Annual,18.02,12.14,-9.18,-20.84,134.85,4.47,9.57
A016450,한세예스24홀딩스,2000,12,2014,Annual,25.54,19.99,80.78,70.13,151.27,4.23,13.95
A016450,한세예스24홀딩스,2000,12,2015,Annual,29.89,23.08,43.1,44.19,161.48,4.19,17.55
A016450,한세예스24홀딩스,2000,12,2016,Annual,10.27,23.81,-47.11,-62.44,155.97,3.64,8.65
A016450,한세예스24홀딩스,2000,12,2017,Annual,12.75,3.12,-8.88,43.42,141.53,3.57,10.89
A016450,한세예스24홀딩스,2000,12,2018,Annual,-5.55,-11.91,-28,적전,171.69,3.82,4.53
A016450,한세예스24홀딩스,2000,12,2019,Annual,3.43,-3.53,73.51,흑전,190.55,4.51,15.14
A016450,한세예스24홀딩스,2000,12,2020,Annual,10.19,25.15,-16.68,"2,138.74",146.72,4.17,18.09
A016450,한세예스24홀딩스,2000,12,2021,Annual,15.39,27.3,64.95,7.64,136.08,3.30,11.97
A016450,한세예스24홀딩스,2000,12,2022,Annual,11.26,-12.41,43.2,-34.78,144.97,3.73,9.51
A010420,한솔PNS,1989,12,2012,Annual,-5.70,5.05,적전,흑전,172.9,4.80,6.86
A010420,한솔PNS,1989,12,2013,Annual,12.77,9.11,흑전,274.12,229.07,5.95,8.14
A010420,한솔PNS,1989,12,2014,Annual,9.66,4.24,-7.39,54.89,177.62,6.56,9.86
A010420,한솔PNS,1989,12,2015,Annual,6.28,4.85,-60.52,-23.65,161.41,5.73,7.92
A010420,한솔PNS,1989,12,2016,Annual,3.61,-22.88,-21.98,-38.7,207.44,6.10,6.49
A010420,한솔PNS,1989,12,2017,Annual,10.64,7.55,172.32,100.32,182.93,6.45,9.98
A010420,한솔PNS,1989,12,2018,Annual,15.10,7.07,45.83,45.23,137.27,6.67,11.97
A010420,한솔PNS,1989,12,2019,Annual,11.12,6.68,-20.51,-11.83,151.87,5.88,13.20
A010420,한솔PNS,1989,12,2020,Annual,10.68,6.33,-2.31,-6.48,145.39,5.78,13.05
A010420,한솔PNS,1989,12,2021,Annual,11.59,14.63,16.96,22.07,119.23,5.61,14.08
A010420,한솔PNS,1989,12,2022,Annual,5.68,2.11,-40.97,-50.84,164.07,6.21,11.70
A009180,한솔로지스틱스,1989,12,2012,Annual,8.52,8.05,33.24,-12.58,93.65,4.27,11.59
A009180,한솔로지스틱스,1989,12,2013,Annual,-0.50,1.07,-27.23,적전,73.97,4.35,2.64
A009180,한솔로지스틱스,1989,12,2014,Annual,0.67,0.43,-70.37,흑전,66.52,3.64,3.59
A009180,한솔로지스틱스,1989,12,2015,Annual,1.53,-62.33,-75.33,"5,372.42",123.11,5.07,80.10
A009180,한솔로지스틱스,1989,12,2016,Annual,11.50,8.9,690.4,-93.54,122.33,9.11,16.08
A009180,한솔로지스틱스,1989,12,2017,Annual,8.51,7.2,-54.49,-21,94.66,7.79,13.50
A009180,한솔로지스틱스,1989,12,2018,Annual,4.46,19.26,69.58,-49.35,125.24,8.39,10.41
A009180,한솔로지스틱스,1989,12,2019,Annual,16.43,-16.4,143.89,306.31,254.38,8.92,48.40
A009180,한솔로지스틱스,1989,12,2020,Annual,23.39,16.14,37.37,47.05,258.59,10.02,53.47
A009180,한솔로지스틱스,1989,12,2021,Annual,50.30,43.8,131.75,170.38,239.27,11.21,65.58
