Symbol,Name,결산월,회계년,주기,부채비율(%),유동비율,유동자산(천원),유동부채(천원),당좌비율,당좌자산(천원),현금비율,현금및현금성자산(천원),유동부채(천원),매출액(천원),유동부채(천원),유형자산구성비율(%),무형자산구성비율(%),판매비와관리비증가율(전년동기)(%),타인자본비율(%),단기금융상품(천원)
A134060,이퓨쳐,12,2012,Annual,16.09,,"12,527,638","1,166,939",,"9,486,575",,"2,664,473","1,166,939","7,392,451","1,166,939",16.95,9.77,-15.80,13.86,0
A134060,이퓨쳐,12,2013,Annual,21.69,,"13,195,431","2,198,275",,"10,711,949",,"2,566,547","2,198,275","8,385,255","2,198,275",15.35,10.48,-16.31,17.83,"3,642,014"
A134060,이퓨쳐,12,2014,Annual,14.50,,"11,675,110","775,521",,"9,332,681",,"3,766,177","775,521","7,990,892","775,521",15.25,13.10,15.77,12.67,"1,284,190"
A134060,이퓨쳐,12,2015,Annual,17.46,,"11,272,177","1,021,733",,"9,171,816",,"2,158,507","1,021,733","7,485,121","1,021,733",14.76,14.54,2.25,14.86,"2,489,606"
A134060,이퓨쳐,12,2016,Annual,25.81,,"11,909,894","2,244,472",,"9,156,351",,"2,004,070","2,244,472","8,525,055","2,244,472",13.45,18.14,10.13,20.52,"1,993,071"
A134060,이퓨쳐,12,2017,Annual,19.27,,"10,613,933","1,162,377",,"8,478,564",,"3,806,211","1,162,377","8,584,772","1,162,377",14.26,16.73,7.73,16.16,0
A134060,이퓨쳐,12,2018,Annual,21.72,,"12,283,809","1,413,280",,"10,571,471",,"4,913,497","1,413,280","9,828,718","1,413,280",13.31,12.68,2.84,17.84,0
A134060,이퓨쳐,12,2019,Annual,25.71,,"14,097,839","2,042,116",,"12,519,186",,"6,311,775","2,042,116","10,686,877","2,042,116",11.66,10.45,1.91,20.45,0
A134060,이퓨쳐,12,2020,Annual,19.13,,"14,577,243","1,265,563",,"13,408,296",,"7,838,292","1,265,563","10,738,283","1,265,563",12.31,9.18,4.11,16.06,0
A134060,이퓨쳐,12,2021,Annual,16.79,,"16,548,313","1,419,283",,"15,182,378",,"10,853,372","1,419,283","10,845,633","1,419,283",11.53,5.99,-0.56,14.37,0
A134060,이퓨쳐,12,2022,Annual,12.70,,"16,972,492","1,067,593",,"15,524,946",,"8,504,470","1,067,593","11,104,511","1,067,593",15.32,3.64,-3.76,11.27,0
A123330,제닉,12,2011,Annual,26.68,,"33,690,759","11,585,604",,"29,149,807",,"5,253,127","11,585,604","105,276,447","11,585,604",36.26,0.89,25.12,21.06,"14,000,000"
A123330,제닉,12,2012,Annual,11.96,,"31,875,391","5,720,883",,"26,902,466",,"6,772,385","5,720,883","85,872,556","5,720,883",35.37,0.57,-18.21,10.68,"14,000,000"
A123330,제닉,12,2013,Annual,21.23,,"29,180,241","7,970,144",,"21,734,012",,"925,068","7,970,144","63,332,173","7,970,144",42.12,0.52,-47.22,17.51,"14,407,845"
A123330,제닉,12,2014,Annual,34.81,,"30,848,746","9,046,812",,"22,910,333",,"4,973,047","9,046,812","61,607,251","9,046,812",46.60,0.43,-14.02,25.82,"10,400,000"
A123330,제닉,12,2015,Annual,32.85,,"28,189,747","8,424,039",,"20,271,848",,"6,673,519","8,424,039","62,934,577","8,424,039",43.40,0.53,-14.10,24.73,"6,000,000"
A123330,제닉,12,2016,Annual,24.21,,"27,657,118","7,173,435",,"20,407,391",,"12,889,856","7,173,435","61,419,387","7,173,435",24.83,0.94,3.15,19.49,0
A123330,제닉,12,2017,Annual,35.64,,"25,175,404","14,198,178",,"14,927,786",,"6,153,006","14,198,178","49,599,697","14,198,178",26.92,0.87,-2.91,26.28,0
A123330,제닉,12,2018,Annual,33.28,,"26,999,716","12,897,550",,"17,070,333",,"6,711,616","12,897,550","50,523,823","12,897,550",35.04,0.97,-8.59,24.97,0
A123330,제닉,12,2019,Annual,405.64,,"18,545,895","29,812,045",,"12,972,936",,"3,618,527","29,812,045","43,256,345","29,812,045",46.51,0.91,-47.50,80.22,0
A123330,제닉,12,2020,Annual,123.90,,"20,906,853","17,470,542",,"13,695,777",,"5,347,874","17,470,542","42,142,139","17,470,542",32.25,0.32,1.62,55.34,0
A123330,제닉,12,2021,Annual,135.28,,"28,763,389","15,691,046",,"22,493,783",,"16,647,755","15,691,046","38,408,414","15,691,046",32.94,0.14,33.83,57.50,0
A123330,제닉,12,2022,Annual,90.33,,"14,791,214","14,242,319",,"10,339,252",,"2,923,506","14,242,319","31,448,829","14,242,319",46.80,0.08,-46.81,47.46,"2,534,600"
A065770,CS,12,2011,Annual,106.65,,"27,324,462","27,349,174",,"22,847,018",,"512,908","27,349,174","45,395,378","27,349,174",29.97,5.07,35.51,51.61,"520,000"
A065770,CS,12,2012,Annual,172.88,,"32,599,731","30,441,110",,"24,843,717",,"976,349","30,441,110","59,316,526","30,441,110",28.11,3.43,-5.83,63.35,"1,284,000"
A065770,CS,12,2013,Annual,297.10,,"28,654,270","49,564,593",,"22,159,435",,"109,185","49,564,593","51,942,529","49,564,593",27.94,2.27,-21.90,74.82,"610,000"
A065770,CS,12,2014,Annual,303.21,,"29,772,661","57,151,412",,"19,562,622",,"35,102","57,151,412","85,267,847","57,151,412",40.86,0.80,-44.31,75.20,"285,000"
A065770,CS,12,2015,Annual,378.34,,"18,200,253","42,426,980",,"9,977,664",,"50,698","42,426,980","50,947,720","42,426,980",55.26,2.40,18.04,79.09,"723,000"
A065770,CS,12,2016,Annual,178.02,,"16,309,465","32,405,140",,"9,819,880",,"6,483,686","32,405,140","48,436,321","32,405,140",64.51,2.08,-17.18,64.03,"630,000"
A065770,CS,12,2017,Annual,164.81,,"45,832,608","30,360,314",,"42,651,390",,"5,682,726","30,360,314","43,326,430","30,360,314",0.84,2.75,-27.85,62.24,"100,000"
A065770,CS,12,2018,Annual,44.06,,"26,723,245","9,169,362",,"18,823,059",,"162,116","9,169,362","58,726,389","9,169,362",9.25,4.99,3.30,30.58,"13,296,099"
A065770,CS,12,2019,Annual,24.29,,"21,473,423","4,700,444",,"17,739,229",,"661,176","4,700,444","32,156,921","4,700,444",9.50,6.85,-7.50,19.54,"13,143,682"
A065770,CS,12,2020,Annual,27.77,,"21,802,459","5,560,113",,"19,295,665",,"3,272,795","5,560,113","42,958,085","5,560,113",8.41,7.56,5.94,21.73,"10,478,733"
A065770,CS,12,2021,Annual,60.72,,"29,177,276","12,565,237",,"26,107,363",,"3,499,835","12,565,237","41,091,897","12,565,237",7.40,5.58,-16.91,37.78,"19,822,721"
A065770,CS,12,2022,Annual,86.48,,"28,603,700","15,719,788",,"24,286,803",,"1,319,320","15,719,788","35,182,635","15,719,788",7.04,4.43,28.56,46.37,"15,550,000"
A258830,세종메디칼,12,2011,Annual,,,,,,,,,,,,,,,,
A258830,세종메디칼,12,2012,Annual,118.47,,"3,763,135","3,293,800",,"2,812,691",,"1,184,742","3,293,800","10,336,304","3,293,800",69.12,3.18,,54.23,"560,708"
A258830,세종메디칼,12,2013,Annual,58.75,,"4,960,161","2,668,786",,"3,647,888",,"1,435,664","2,668,786","11,168,651","2,668,786",55.67,2.56,-11.16,37.01,"1,000,000"
A258830,세종메디칼,12,2014,Annual,34.04,,"7,480,094","4,412,947",,"6,223,619",,"2,077,127","4,412,947","11,648,553","4,412,947",48.44,2.27,28.02,25.40,"2,470,000"
A258830,세종메디칼,12,2015,Annual,28.59,,"8,116,905","3,724,466",,"6,851,156",,"2,019,841","3,724,466","11,508,616","3,724,466",49.83,1.93,N/A(IFRS),22.24,"3,613,909"
A258830,세종메디칼,12,2016,Annual,25.58,,"10,530,986","4,498,273",,"9,099,693",,"3,559,662","4,498,273","12,772,991","4,498,273",39.13,2.64,-4.81,20.37,"3,860,000"
A258830,세종메디칼,12,2017,Annual,12.12,,"10,592,974","2,530,074",,"8,821,954",,"3,609,203","2,530,074","14,498,616","2,530,074",35.22,1.61,-13.37,10.81,"4,110,000"
A258830,세종메디칼,12,2018,Annual,6.04,,"24,438,158","2,301,202",,"22,943,155",,"4,752,612","2,301,202","14,829,957","2,301,202",22.30,0.89,30.41,5.70,0
A258830,세종메디칼,12,2019,Annual,6.67,,"23,122,410","2,404,300",,"21,057,652",,"2,607,116","2,404,300","16,229,948","2,404,300",34.65,1.05,27.60,6.26,0
A258830,세종메디칼,12,2020,Annual,4.97,,"19,161,967","1,905,254",,"16,471,435",,"2,305,403","1,905,254","13,993,481","1,905,254",34.23,3.06,22.27,4.73,0
A258830,세종메디칼,12,2021,Annual,64.13,,"43,392,482","6,183,139",,"40,412,082",,"21,805,290","6,183,139","17,240,838","6,183,139",22.75,0.88,36.65,39.07,0
A258830,세종메디칼,12,2022,Annual,418.21,,"41,870,713","111,167,408",,"38,327,438",,"2,653,184","111,167,408","16,082,925","111,167,408",9.98,0.41,-4.70,80.70,0
A225430,케이엠제약,3,2011,Annual,,,,,,,,,,,,,,,,
A225430,케이엠제약,3,2012,Annual,295.56,,"4,133,000","2,875,000",,"2,871,000",,"169,000","2,875,000","6,703,000","2,875,000",55.12,0.00,,74.72,"620,000"
A225430,케이엠제약,3,2013,Annual,,,,,,,,,,,,,,,,
A225430,케이엠제약,3,2014,Annual,155.05,,"4,189,146","3,053,071",,"2,753,651",,"394,626","3,053,071","8,347,043","3,053,071",54.13,0.06,,60.79,0
A225430,케이엠제약,3,2015,Annual,120.68,,"5,429,181","5,301,091",,"2,781,002",,"743,164","5,301,091","16,070,640","5,301,091",56.27,0.03,90.32,54.69,"117,800"
A225430,케이엠제약,3,2016,Annual,65.06,,"11,833,838","6,488,683",,"9,169,181",,"5,707,495","6,488,683","17,601,284","6,488,683",37.55,0.01,5.07,39.42,"241,000"
A225430,케이엠제약,3,2017,Annual,60.90,,"6,879,676","5,878,576",,"4,709,299",,"292,100","5,878,576","17,746,265","5,878,576",45.24,0.01,-9.50,37.85,"148,000"
A225430,케이엠제약,12,2018,Annual,37.35,,"13,669,088","3,589,674",,"10,409,254",,"2,683,270","3,589,674","17,302,126","3,589,674",27.60,0.01,30.21,27.19,"4,112,000"
A225430,케이엠제약,12,2019,Annual,78.32,,"7,429,866","3,342,260",,"4,224,693",,"700,007","3,342,260","20,338,373","3,342,260",57.37,0.42,73.20,43.92,"240,000"
A225430,케이엠제약,12,2020,Annual,23.22,,"12,107,061","3,107,987",,"8,984,359",,"5,727,020","3,107,987","22,928,127","3,107,987",53.67,0.29,-28.50,18.84,"90,000"
A225430,케이엠제약,12,2021,Annual,32.00,,"9,845,996","7,472,860",,"7,087,093",,"2,131,448","7,472,860","22,705,128","7,472,860",47.48,0.20,-8.24,24.24,"235,000"
A225430,케이엠제약,12,2022,Annual,41.16,,"6,345,459","12,498,458",,"3,892,376",,"447,749","12,498,458","15,631,452","12,498,458",43.53,0.13,-6.80,29.16,"150,000"
A250930,예선테크,12,2011,Annual,152.62,,"7,448,008","5,233,005",,"5,739,112",,"7,120","5,233,005","31,155,482","5,233,005",39.87,0.13,25.75,60.42,"1,460,000"
A250930,예선테크,12,2012,Annual,133.46,,"10,387,264","11,095,915",,"8,698,607",,"1,583","11,095,915","39,757,988","11,095,915",25.77,0.27,53.09,57.17,"320,000"
A250930,예선테크,12,2013,Annual,120.67,,"7,177,256","10,716,342",,"5,135,999",,"3,718","10,716,342","20,808,756","10,716,342",25.25,0.60,15.48,54.68,"240,000"
A250930,예선테크,12,2014,Annual,124.97,,"9,878,916","14,056,347",,"8,040,161",,615,"14,056,347","21,957,338","14,056,347",22.11,0.38,N/A(IFRS),55.55,0
A250930,예선테크,12,2015,Annual,80.24,,"6,666,576","7,933,598",,"4,478,867",,"27,015","7,933,598","19,793,958","7,933,598",24.84,0.37,6.10,44.52,0
A250930,예선테크,12,2016,Annual,121.10,,"8,410,366","10,138,375",,"6,235,101",,"1,726","10,138,375","17,894,454","10,138,375",23.24,0.41,-1.76,54.77,0
A250930,예선테크,12,2017,Annual,191.72,,"10,305,819","15,856,340",,"8,092,525",,"3,450","15,856,340","29,361,030","15,856,340",22.35,0.24,73.01,65.72,0
A250930,예선테크,12,2018,Annual,162.06,,"13,973,948","17,320,886",,"12,043,492",,"4,136","17,320,886","29,335,970","17,320,886",19.73,0.13,-40.22,61.84,"100,000"
A250930,예선테크,12,2019,Annual,34.69,,"17,701,157","5,638,977",,"16,474,455",,"6,248,482","5,638,977","25,475,578","5,638,977",22.53,0.29,-14.86,25.76,"200,000"
A250930,예선테크,12,2020,Annual,101.22,,"22,166,046","13,305,388",,"20,828,281",,"544,952","13,305,388","19,117,338","13,305,388",37.30,0.16,52.58,50.30,0
A250930,예선테크,12,2021,Annual,86.82,,"20,323,810","12,033,829",,"18,500,458",,"1,783","12,033,829","23,149,321","12,033,829",40.24,0.10,16.60,46.47,0
A250930,예선테크,12,2022,Annual,85.63,,"17,756,800","12,040,789",,"15,892,997",,"2,849,771","12,040,789","24,041,611","12,040,789",40.74,0.07,15.62,46.13,0
A215380,우정바이오,12,2011,Annual,,,,,,,,,,,,,,,,
A215380,우정바이오,12,2012,Annual,,,,,,,,,,,,,,,,
A215380,우정바이오,12,2013,Annual,,,,,,,,,,,,,,,,
A215380,우정바이오,12,2014,Annual,122.27,,"8,800,791","3,669,551",,"8,046,152",,"2,222,470","3,669,551","14,859,577","3,669,551",25.60,1.82,,55.01,"2,001,381"
A215380,우정바이오,12,2015,Annual,89.69,,"7,282,789","5,649,445",,"4,871,310",,"2,275,667","5,649,445","18,694,893","5,649,445",31.53,1.91,-7.91,47.28,"375,000"
A215380,우정바이오,12,2016,Annual,96.35,,"10,548,634","3,468,094",,"8,394,046",,"2,524,591","3,468,094","21,479,371","3,468,094",28.22,1.28,38.85,49.07,"450,781"
A215380,우정바이오,12,2017,Annual,71.35,,"19,916,296","10,983,162",,"16,472,214",,"2,258,467","10,983,162","28,932,073","10,983,162",23.21,1.76,34.04,41.64,"8,666,795"
A215380,우정바이오,12,2018,Annual,117.88,,"29,076,421","8,947,816",,"22,124,699",,"11,128,037","8,947,816","23,758,076","8,947,816",27.11,0.56,23.27,54.10,"6,283,874"
A215380,우정바이오,12,2019,Annual,116.17,,"33,457,012","27,992,226",,"28,619,743",,"4,705,030","27,992,226","32,290,408","27,992,226",33.48,0.49,-9.98,53.74,"10,597,413"
A215380,우정바이오,12,2020,Annual,149.06,,"28,249,609","22,581,173",,"24,488,331",,"4,108,616","22,581,173","37,343,960","22,581,173",51.06,1.57,15.91,59.85,"11,864,189"
A215380,우정바이오,12,2021,Annual,218.29,,"25,168,867","38,009,880",,"20,778,538",,"455,294","38,009,880","31,237,784","38,009,880",57.20,0.99,-11.30,68.58,"6,470,410"
A215380,우정바이오,12,2022,Annual,219.65,,"13,887,254","45,243,833",,"10,301,555",,"3,576,850","45,243,833","46,917,853","45,243,833",67.07,1.07,-1.65,68.72,"1,423,261"
A060260,뉴보텍,12,2011,Annual,103.64,,"16,918,859","13,520,372",,"14,292,173",,"2,569,680","13,520,372","36,470,951","13,520,372",36.29,0.37,4.69,50.89,"1,630,011"
A060260,뉴보텍,12,2012,Annual,70.46,,"13,783,846","9,534,988",,"10,935,506",,"1,737,713","9,534,988","34,688,451","9,534,988",37.23,0.40,-7.48,41.34,"1,240,421"
A060260,뉴보텍,12,2013,Annual,74.98,,"15,950,825","10,363,093",,"13,155,777",,"4,547,604","10,363,093","34,890,438","10,363,093",32.50,1.62,4.99,42.85,"1,825,759"
A060260,뉴보텍,12,2014,Annual,70.97,,"16,924,774","9,597,594",,"12,603,769",,"2,641,899","9,597,594","30,747,557","9,597,594",31.07,2.10,1.91,41.51,"3,358,068"
A060260,뉴보텍,12,2015,Annual,72.36,,"18,496,734","10,432,043",,"15,358,780",,"5,330,399","10,432,043","35,061,346","10,432,043",28.94,3.16,1.12,41.98,"3,821,613"
A060260,뉴보텍,12,2016,Annual,83.83,,"21,674,541","12,600,109",,"18,828,425",,"6,036,067","12,600,109","35,898,522","12,600,109",25.38,2.49,19.40,45.60,"4,172,818"
A060260,뉴보텍,12,2017,Annual,87.38,,"20,823,614","12,957,584",,"18,367,953",,"1,216,607","12,957,584","41,019,670","12,957,584",26.10,2.65,8.55,46.63,"4,785,460"
A060260,뉴보텍,12,2018,Annual,61.96,,"20,887,381","10,888,158",,"17,652,945",,"1,157,979","10,888,158","39,973,362","10,888,158",27.79,2.54,-8.06,38.26,"7,080,385"
A060260,뉴보텍,12,2019,Annual,67.34,,"22,441,846","14,722,102",,"18,538,699",,"3,521,188","14,722,102","41,769,160","14,722,102",32.32,15.36,1.25,40.24,"4,060,000"
A060260,뉴보텍,12,2020,Annual,141.26,,"29,052,824","17,703,009",,"25,604,751",,"9,363,611","17,703,009","42,438,537","17,703,009",29.35,8.89,1.63,58.55,"1,365,542"
A060260,뉴보텍,12,2021,Annual,288.28,,"28,087,275","30,793,945",,"23,573,887",,"9,270,329","30,793,945","46,975,832","30,793,945",32.86,1.59,-3.29,74.25,0
A060260,뉴보텍,12,2022,Annual,180.60,,"21,910,760","30,858,760",,"16,602,254",,"3,573,713","30,858,760","45,983,827","30,858,760",45.22,1.53,-7.35,64.36,0
A214310,에스엘에너지,12,2011,Annual,,,,,,,,,,,,,,,,
A214310,에스엘에너지,12,2012,Annual,74.95,,"5,907,344","4,692,933",,"5,041,076",,"1,520,563","4,692,933","12,302,498","4,692,933",42.50,4.95,,42.84,0
A214310,에스엘에너지,12,2013,Annual,200.39,,"9,293,018","11,733,691",,"6,268,905",,"2,440,842","11,733,691","21,914,585","11,733,691",40.22,6.37,N/A(IFRS),66.71,0
A214310,에스엘에너지,12,2014,Annual,104.92,,"15,855,299","18,076,226",,"12,069,082",,"2,408,883","18,076,226","48,136,922","18,076,226",51.07,3.50,224.66,51.20,"4,024,000"
A214310,에스엘에너지,12,2015,Annual,44.68,,"23,236,948","9,804,279",,"20,355,001",,"2,222,159","9,804,279","57,249,639","9,804,279",42.10,3.08,65.50,30.88,"7,000,000"
A214310,에스엘에너지,12,2016,Annual,128.72,,"29,577,194","33,889,017",,"25,956,812",,"6,966,870","33,889,017","59,174,840","33,889,017",26.40,1.54,332.87,56.28,0
A214310,에스엘에너지,12,2017,Annual,217.24,,"25,240,288","35,515,380",,"22,264,694",,"5,078,036","35,515,380","47,652,516","35,515,380",29.36,2.92,-57.53,68.48,"50,000"
A214310,에스엘에너지,12,2018,Annual,102.57,,"38,419,185","31,633,673",,"36,484,232",,"12,240,689","31,633,673","31,686,653","31,633,673",28.09,0.09,-2.07,50.63,"5,050,000"
A214310,에스엘에너지,12,2019,Annual,58.23,,"9,450,751","14,935,321",,"7,914,282",,"2,227,599","14,935,321","24,150,312","14,935,321",12.32,0.16,-16.58,36.80,"40,000"
A214310,에스엘에너지,12,2020,Annual,39.24,,"17,711,706","16,756,734",,"14,247,251",,"2,538,873","16,756,734","28,633,745","16,756,734",11.06,0.23,2.01,28.18,"40,000"
A214310,에스엘에너지,12,2021,Annual,55.87,,"9,209,330","24,739,250",,"6,521,511",,"1,871,721","24,739,250","21,927,545","24,739,250",16.93,0.07,27.35,35.84,"1,618,000"
A214310,에스엘에너지,12,2022,Annual,57.24,,"30,695,692","38,413,652",,"28,641,831",,"8,515,601","38,413,652","9,852,458","38,413,652",40.55,13.56,-85.51,36.40,"40,000"
A067770,세진티에스,12,2011,Annual,8.71,,"29,862,073","4,750,771",,"29,237,970",,"478,291","4,750,771","46,347,064","4,750,771",38.03,1.16,-22.99,8.02,"15,000,000"
A067770,세진티에스,12,2012,Annual,4.92,,"26,173,088","2,060,197",,"25,567,385",,"2,433,129","2,060,197","31,846,548","2,060,197",38.19,1.30,-12.98,4.69,"19,000,000"
A067770,세진티에스,12,2013,Annual,4.58,,"24,867,247","1,575,499",,"24,738,106",,"2,587,952","1,575,499","21,140,615","1,575,499",35.37,0.92,-11.02,4.38,"19,500,000"
A067770,세진티에스,12,2014,Annual,4.22,,"26,292,425","1,248,752",,"26,100,082",,"2,180,067","1,248,752","19,010,656","1,248,752",33.26,0.91,-7.07,4.05,"21,500,000"
A067770,세진티에스,12,2015,Annual,3.32,,"25,344,501","1,406,229",,"24,916,930",,"1,357,004","1,406,229","15,301,676","1,406,229",26.27,1.03,-5.07,3.21,"21,500,000"
A067770,세진티에스,12,2016,Annual,4.29,,"25,927,819","1,838,895",,"25,293,724",,"1,669,164","1,838,895","22,803,459","1,838,895",26.04,0.99,-1.34,4.11,"20,600,000"
A067770,세진티에스,12,2017,Annual,3.45,,"25,257,584","1,438,208",,"25,034,850",,"1,254,263","1,438,208","13,607,354","1,438,208",27.62,1.14,-1.38,3.34,"20,700,000"
A067770,세진티에스,12,2018,Annual,3.90,,"21,447,175","1,527,751",,"21,309,515",,"657,404","1,527,751","10,947,548","1,527,751",22.91,1.21,-10.47,3.76,"18,980,000"
A067770,세진티에스,12,2019,Annual,3.84,,"22,652,623","1,382,614",,"22,509,816",,"2,235,477","1,382,614","10,848,483","1,382,614",17.06,1.30,38.75,3.70,"18,200,000"
A067770,세진티에스,12,2020,Annual,4.45,,"24,596,552","1,662,579",,"24,416,346",,"4,364,898","1,662,579","18,670,876","1,662,579",16.58,1.23,-6.07,4.26,"18,550,000"
A067770,세진티에스,12,2021,Annual,3.31,,"27,897,205","1,277,439",,"27,778,303",,"6,682,778","1,277,439","16,826,427","1,277,439",15.05,1.13,29.52,3.21,"19,700,000"
A067770,세진티에스,12,2022,Annual,2.27,,"29,896,099","907,704",,"29,754,948",,"805,436","907,704","9,585,337","907,704",13.58,1.12,-30.80,2.22,"27,956,310"
A179530,애드바이오텍,12,2011,Annual,,,,,,,,,,,,,,,,
A179530,애드바이오텍,12,2012,Annual,,,,,,,,,,,,,,,,
A179530,애드바이오텍,12,2013,Annual,264.50,,"2,434,974","3,859,939",,"1,575,738",,"752,440","3,859,939","5,136,195","3,859,939",28.96,19.87,,72.57,"60,000"
A179530,애드바이오텍,12,2014,Annual,216.09,,"1,970,895","3,148,793",,"1,174,482",,"286,598","3,148,793","4,918,984","3,148,793",27.39,23.03,15.19,68.36,"55,000"
A179530,애드바이오텍,12,2015,Annual,,,,,,,,,,,,,,,,
A179530,애드바이오텍,12,2016,Annual,,,,,,,,,,,,,,,,
A179530,애드바이오텍,12,2017,Annual,127.14,,"3,086,728","4,817,161",,"1,636,535",,"563,165","4,817,161","6,887,541","4,817,161",24.55,16.81,,55.97,"72,000"
A179530,애드바이오텍,12,2018,Annual,114.40,,"4,337,305","4,387,676",,"2,678,322",,"1,342,565","4,387,676","7,435,236","4,387,676",25.57,0.29,14.62,53.36,"96,000"
A179530,애드바이오텍,12,2019,Annual,완전잠식,,"5,856,573","12,748,080",,"3,768,789",,"1,310,050","12,748,080","9,343,575","12,748,080",21.45,0.16,N/A(IFRS),107.58,"800,000"
A179530,애드바이오텍,12,2020,Annual,100.92,,"7,139,444","5,471,936",,"5,391,858",,"2,348,669","5,471,936","9,855,191","5,471,936",39.29,0.06,12.39,50.23,"96,000"
A179530,애드바이오텍,12,2021,Annual,302.97,,"8,678,834","12,654,295",,"6,585,770",,"1,149,946","12,654,295","11,711,552","12,654,295",48.70,0.02,19.92,75.18,"120,000"
A179530,애드바이오텍,12,2022,Annual,89.86,,"13,859,178","11,629,218",,"10,951,114",,"1,131,914","11,629,218","10,649,756","11,629,218",33.29,0.01,22.85,47.33,"4,546,962"
A468510,삼성스팩9호,12,2011,Annual,,,,,,,,,,,,,,,,
A468510,삼성스팩9호,12,2012,Annual,,,,,,,,,,,,,,,,
A468510,삼성스팩9호,12,2013,Annual,,,,,,,,,,,,,,,,
A468510,삼성스팩9호,12,2014,Annual,,,,,,,,,,,,,,,,
A468510,삼성스팩9호,12,2015,Annual,,,,,,,,,,,,,,,,
A468510,삼성스팩9호,12,2016,Annual,,,,,,,,,,,,,,,,
A468510,삼성스팩9호,12,2017,Annual,,,,,,,,,,,,,,,,
A468510,삼성스팩9호,12,2018,Annual,,,,,,,,,,,,,,,,
A468510,삼성스팩9호,12,2019,Annual,,,,,,,,,,,,,,,,
A468510,삼성스팩9호,12,2020,Annual,,,,,,,,,,,,,,,,
A468510,삼성스팩9호,12,2021,Annual,,,,,,,,,,,,,,,,
A468510,삼성스팩9호,12,2022,Annual,,,,,,,,,,,,,,,,
A070300,엑스큐어,12,2011,Annual,19.57,,"21,851,719","3,187,995",,"19,709,164",,"3,992,434","3,187,995","26,018,306","3,187,995",2.60,7.50,26.50,16.37,"13,240,000"
A070300,엑스큐어,12,2012,Annual,11.64,,"18,723,586","1,897,414",,"15,674,485",,"3,979,191","1,897,414","13,024,261","1,897,414",3.82,9.00,-2.45,10.43,"10,000,000"
A070300,엑스큐어,12,2013,Annual,9.41,,"8,497,674","1,707,484",,"6,737,873",,"2,764,861","1,707,484","18,868,190","1,707,484",4.45,7.14,17.13,8.60,0
A070300,엑스큐어,12,2014,Annual,15.19,,"6,194,907","2,248,755",,"4,444,033",,"2,682,522","2,248,755","10,563,888","2,248,755",4.34,6.59,-6.02,13.19,0
A070300,엑스큐어,12,2015,Annual,19.59,,"11,118,549","4,066,621",,"6,931,608",,"3,994,759","4,066,621","16,393,500","4,066,621",3.18,4.90,-10.26,16.38,0
A070300,엑스큐어,12,2016,Annual,26.51,,"8,299,485","3,406,819",,"5,919,339",,"1,341,087","3,406,819","16,337,872","3,406,819",3.64,5.51,9.97,20.96,0
A070300,엑스큐어,12,2017,Annual,10.27,,"26,402,946","2,708,135",,"25,790,444",,"2,504,889","2,708,135","15,108,650","2,708,135",2.03,2.75,-5.50,9.32,"20,000,000"
A070300,엑스큐어,12,2018,Annual,10.82,,"20,992,544","2,374,808",,"20,746,569",,"1,587,050","2,374,808","13,424,149","2,374,808",2.04,3.04,-4.77,9.76,"16,003,296"
A070300,엑스큐어,12,2019,Annual,8.45,,"21,537,047","1,855,865",,"21,035,812",,"1,839,924","1,855,865","13,258,734","1,855,865",2.49,2.64,-21.58,7.79,"16,003,296"
A070300,엑스큐어,12,2020,Annual,10.06,,"17,505,561","1,958,686",,"16,316,267",,"11,684,886","1,958,686","10,118,280","1,958,686",2.33,2.79,-12.55,9.14,0
A070300,엑스큐어,12,2021,Annual,8.98,,"19,428,120","1,887,978",,"18,592,974",,"6,014,055","1,887,978","11,006,594","1,887,978",3.11,1.52,-9.71,8.24,"10,000,000"
A070300,엑스큐어,12,2022,Annual,6.06,,"20,039,916","1,020,230",,"18,522,756",,"1,416,264","1,020,230","10,275,642","1,020,230",3.71,1.87,-7.00,5.72,"15,000,000"
A419270,신영스팩7호,12,2011,Annual,,,,,,,,,,,,,,,,
A419270,신영스팩7호,12,2012,Annual,,,,,,,,,,,,,,,,
A419270,신영스팩7호,12,2013,Annual,,,,,,,,,,,,,,,,
A419270,신영스팩7호,12,2014,Annual,,,,,,,,,,,,,,,,
A419270,신영스팩7호,12,2015,Annual,,,,,,,,,,,,,,,,
A419270,신영스팩7호,12,2016,Annual,,,,,,,,,,,,,,,,
A419270,신영스팩7호,12,2017,Annual,,,,,,,,,,,,,,,,
A419270,신영스팩7호,12,2018,Annual,,,,,,,,,,,,,,,,
A419270,신영스팩7호,12,2019,Annual,,,,,,,,,,,,,,,,
A419270,신영스팩7호,12,2020,Annual,,,,,,,,,,,,,,,,
A419270,신영스팩7호,12,2021,Annual,,,,,,,,,,,,,,,,
A419270,신영스팩7호,12,2022,Annual,16.00,,,,,,,"1,423,236",,0,,0.00,0.00,,13.80,
A115570,스타플렉스,12,2011,Annual,81.40,,"85,970,521","55,171,541",,"72,403,613",,"3,753,972","55,171,541","87,205,882","55,171,541",27.25,0.06,-2.83,44.87,0
A115570,스타플렉스,12,2012,Annual,89.83,,"59,815,329","62,625,774",,"43,782,181",,"7,396,140","62,625,774","104,112,587","62,625,774",29.39,0.07,8.86,47.32,"14,000,000"
