Symbol,Name,결산월,회계년,주기,총부채(천원)
A095570,AJ네트웍스,12,2020,Annual,"1,300,162,540"
A095570,AJ네트웍스,12,2021,Annual,"992,534,362"
A095570,AJ네트웍스,12,2022,Annual,"1,119,677,499"
A000050,경방,12,2011,Annual,"722,619,941"
A000050,경방,12,2012,Annual,"714,335,725"
A000050,경방,12,2013,Annual,"660,550,587"
A000050,경방,12,2014,Annual,"654,172,565"
A000050,경방,12,2015,Annual,"655,690,395"
A000050,경방,12,2016,Annual,"622,067,560"
A000050,경방,12,2017,Annual,"574,908,164"
A000050,경방,12,2018,Annual,"593,023,494"
A000050,경방,12,2019,Annual,"629,189,292"
A000050,경방,12,2020,Annual,"522,972,244"
A000050,경방,12,2021,Annual,"518,658,698"
A000050,경방,12,2022,Annual,"493,309,854"
A109070,주성코퍼레이션,12,2011,Annual,"120,830,676"
A109070,주성코퍼레이션,12,2012,Annual,"91,234,366"
A109070,주성코퍼레이션,12,2013,Annual,"68,930,351"
A109070,주성코퍼레이션,12,2014,Annual,"62,034,744"
A109070,주성코퍼레이션,12,2015,Annual,"56,149,297"
A109070,주성코퍼레이션,12,2016,Annual,"55,972,707"
A109070,주성코퍼레이션,12,2017,Annual,"53,971,826"
A109070,주성코퍼레이션,12,2018,Annual,"64,002,670"
A109070,주성코퍼레이션,12,2019,Annual,"30,562,180"
A109070,주성코퍼레이션,12,2020,Annual,"24,623,437"
A109070,주성코퍼레이션,12,2021,Annual,"23,434,919"
A109070,주성코퍼레이션,12,2022,Annual,"18,158,117"
A000520,삼일제약,12,2011,Annual,"54,598,937"
A000520,삼일제약,12,2012,Annual,"48,122,139"
A000520,삼일제약,12,2013,Annual,"45,681,965"
A000520,삼일제약,12,2014,Annual,"52,875,901"
A000520,삼일제약,12,2015,Annual,"44,901,633"
A000520,삼일제약,12,2016,Annual,"48,124,700"
A000520,삼일제약,12,2017,Annual,"84,309,810"
A000520,삼일제약,12,2018,Annual,"91,865,621"
A000520,삼일제약,12,2019,Annual,"121,602,282"
A000520,삼일제약,12,2020,Annual,"128,109,718"
A000520,삼일제약,12,2021,Annual,"160,658,491"
A000520,삼일제약,12,2022,Annual,"230,880,901"
A025000,KPX케미칼,12,2011,Annual,"137,657,049"
A025000,KPX케미칼,12,2012,Annual,"113,174,427"
A025000,KPX케미칼,12,2013,Annual,"122,417,908"
A025000,KPX케미칼,12,2014,Annual,"129,551,771"
A025000,KPX케미칼,12,2015,Annual,"100,999,621"
A025000,KPX케미칼,12,2016,Annual,"101,955,026"
A025000,KPX케미칼,12,2017,Annual,"105,300,084"
A025000,KPX케미칼,12,2018,Annual,"91,621,793"
A025000,KPX케미칼,12,2019,Annual,"55,559,442"
A025000,KPX케미칼,12,2020,Annual,"103,372,859"
A025000,KPX케미칼,12,2021,Annual,"199,075,058"
A025000,KPX케미칼,12,2022,Annual,"181,591,489"
A008060,대덕,12,2011,Annual,"131,901,873"
A008060,대덕,12,2012,Annual,"117,798,118"
A008060,대덕,12,2013,Annual,"101,778,431"
A008060,대덕,12,2014,Annual,"109,337,811"
A008060,대덕,12,2015,Annual,"69,216,822"
A008060,대덕,12,2016,Annual,"90,858,755"
A008060,대덕,12,2017,Annual,"87,033,443"
A008060,대덕,12,2018,Annual,"152,995,020"
A008060,대덕,12,2019,Annual,"162,147,975"
A008060,대덕,12,2020,Annual,"292,481,242"
A008060,대덕,12,2021,Annual,"351,055,476"
A008060,대덕,12,2022,Annual,"419,083,389"
A210980,SK디앤디,12,2011,Annual,"81,290,885"
A210980,SK디앤디,12,2012,Annual,"195,039,366"
A210980,SK디앤디,12,2013,Annual,"170,671,156"
A210980,SK디앤디,12,2014,Annual,"266,635,552"
A210980,SK디앤디,12,2015,Annual,"500,968,109"
A210980,SK디앤디,12,2016,Annual,"735,868,646"
A210980,SK디앤디,12,2017,Annual,"682,725,752"
A210980,SK디앤디,12,2018,Annual,"1,142,271,507"
A210980,SK디앤디,12,2019,Annual,"1,035,507,874"
A210980,SK디앤디,12,2020,Annual,"1,180,955,926"
A210980,SK디앤디,12,2021,Annual,"1,344,174,720"
A210980,SK디앤디,12,2022,Annual,"1,494,509,955"
A005680,삼영전자,12,2011,Annual,"41,984,561"
A005680,삼영전자,12,2012,Annual,"29,947,577"
A005680,삼영전자,12,2013,Annual,"29,826,151"
A005680,삼영전자,12,2014,Annual,"28,600,387"
A005680,삼영전자,12,2015,Annual,"23,488,555"
A005680,삼영전자,12,2016,Annual,"23,944,053"
A005680,삼영전자,12,2017,Annual,"26,767,562"
A005680,삼영전자,12,2018,Annual,"27,549,993"
A005680,삼영전자,12,2019,Annual,"18,289,511"
A005680,삼영전자,12,2020,Annual,"22,979,317"
A005680,삼영전자,12,2021,Annual,"31,882,386"
A005680,삼영전자,12,2022,Annual,"20,693,875"
A000140,하이트진로홀딩스,12,2011,Annual,"3,352,475,144"
A000140,하이트진로홀딩스,12,2012,Annual,"3,093,585,314"
A000140,하이트진로홀딩스,12,2013,Annual,"3,023,864,401"
A000140,하이트진로홀딩스,12,2014,Annual,"2,923,750,012"
A000140,하이트진로홀딩스,12,2015,Annual,"2,957,326,315"
A000140,하이트진로홀딩스,12,2016,Annual,"2,763,614,525"
A000140,하이트진로홀딩스,12,2017,Annual,"2,924,378,121"
A000140,하이트진로홀딩스,12,2018,Annual,"2,893,499,586"
A000140,하이트진로홀딩스,12,2019,Annual,"2,854,140,490"
A000140,하이트진로홀딩스,12,2020,Annual,"2,844,595,889"
A000140,하이트진로홀딩스,12,2021,Annual,"3,148,923,131"
A000140,하이트진로홀딩스,12,2022,Annual,"2,779,584,713"
A006060,화승인더,12,2011,Annual,"337,707,915"
A006060,화승인더,12,2012,Annual,"320,132,739"
A006060,화승인더,12,2013,Annual,"365,041,238"
A006060,화승인더,12,2014,Annual,"417,949,851"
A006060,화승인더,12,2015,Annual,"431,503,166"
A006060,화승인더,12,2016,Annual,"516,224,994"
A006060,화승인더,12,2017,Annual,"563,406,793"
A006060,화승인더,12,2018,Annual,"637,142,128"
A006060,화승인더,12,2019,Annual,"817,269,739"
A006060,화승인더,12,2020,Annual,"806,233,973"
A006060,화승인더,12,2021,Annual,"1,002,373,143"
A006060,화승인더,12,2022,Annual,"1,119,839,946"
A000390,삼화페인트,12,2011,Annual,"192,495,788"
A000390,삼화페인트,12,2012,Annual,"203,002,993"
A000390,삼화페인트,12,2013,Annual,"224,709,732"
A000390,삼화페인트,12,2014,Annual,"225,407,673"
A000390,삼화페인트,12,2015,Annual,"224,113,683"
A000390,삼화페인트,12,2016,Annual,"230,586,496"
A000390,삼화페인트,12,2017,Annual,"249,893,719"
A000390,삼화페인트,12,2018,Annual,"276,200,374"
A000390,삼화페인트,12,2019,Annual,"278,473,245"
A000390,삼화페인트,12,2020,Annual,"301,977,867"
A000390,삼화페인트,12,2021,Annual,"316,175,727"
A000390,삼화페인트,12,2022,Annual,"287,461,316"
A004980,성신양회,12,2011,Annual,"815,683,532"
A004980,성신양회,12,2012,Annual,"793,732,508"
A004980,성신양회,12,2013,Annual,"796,053,887"
A004980,성신양회,12,2014,Annual,"769,014,634"
A004980,성신양회,12,2015,Annual,"767,485,430"
A004980,성신양회,12,2016,Annual,"698,514,578"
A004980,성신양회,12,2017,Annual,"649,599,498"
A004980,성신양회,12,2018,Annual,"674,513,344"
A004980,성신양회,12,2019,Annual,"629,142,449"
A004980,성신양회,12,2020,Annual,"682,849,243"
A004980,성신양회,12,2021,Annual,"707,589,359"
A004980,성신양회,12,2022,Annual,"791,369,380"
A450140,코오롱모빌리티그룹,12,2011,Annual,
A450140,코오롱모빌리티그룹,12,2012,Annual,
A450140,코오롱모빌리티그룹,12,2013,Annual,
A450140,코오롱모빌리티그룹,12,2014,Annual,
A450140,코오롱모빌리티그룹,12,2015,Annual,
A450140,코오롱모빌리티그룹,12,2016,Annual,
A450140,코오롱모빌리티그룹,12,2017,Annual,
A450140,코오롱모빌리티그룹,12,2018,Annual,
A450140,코오롱모빌리티그룹,12,2019,Annual,
A450140,코오롱모빌리티그룹,12,2020,Annual,
A450140,코오롱모빌리티그룹,12,2021,Annual,
A450140,코오롱모빌리티그룹,12,2022,Annual,
A074610,이엔플러스,12,2011,Annual,"8,391,267"
A074610,이엔플러스,12,2012,Annual,"4,485,808"
A074610,이엔플러스,12,2013,Annual,"3,668,703"
A074610,이엔플러스,12,2014,Annual,"4,545,644"
A074610,이엔플러스,12,2015,Annual,"5,740,803"
A074610,이엔플러스,12,2016,Annual,"7,994,395"
A074610,이엔플러스,12,2017,Annual,"38,494,606"
A074610,이엔플러스,12,2018,Annual,"52,801,276"
A074610,이엔플러스,12,2019,Annual,"71,424,499"
A074610,이엔플러스,12,2020,Annual,"35,058,084"
A074610,이엔플러스,12,2021,Annual,"30,435,536"
A074610,이엔플러스,12,2022,Annual,"55,540,873"
A015860,일진홀딩스,12,2011,Annual,"589,983,188"
A015860,일진홀딩스,12,2012,Annual,"691,330,746"
A015860,일진홀딩스,12,2013,Annual,"712,306,447"
A015860,일진홀딩스,12,2014,Annual,"678,757,780"
A015860,일진홀딩스,12,2015,Annual,"590,410,703"
A015860,일진홀딩스,12,2016,Annual,"613,586,961"
A015860,일진홀딩스,12,2017,Annual,"629,154,728"
A015860,일진홀딩스,12,2018,Annual,"669,075,318"
A015860,일진홀딩스,12,2019,Annual,"672,094,218"
A015860,일진홀딩스,12,2020,Annual,"638,963,895"
A015860,일진홀딩스,12,2021,Annual,"726,755,399"
A015860,일진홀딩스,12,2022,Annual,"678,227,620"
A004090,한국석유,12,2011,Annual,"135,722,024"
A004090,한국석유,12,2012,Annual,"112,016,698"
A004090,한국석유,12,2013,Annual,"118,920,851"
A004090,한국석유,12,2014,Annual,"113,797,494"
A004090,한국석유,12,2015,Annual,"110,996,723"
A004090,한국석유,12,2016,Annual,"123,247,935"
A004090,한국석유,12,2017,Annual,"138,080,725"
A004090,한국석유,12,2018,Annual,"159,581,994"
A004090,한국석유,12,2019,Annual,"154,120,764"
A004090,한국석유,12,2020,Annual,"172,471,833"
A004090,한국석유,12,2021,Annual,"188,198,136"
A004090,한국석유,12,2022,Annual,"183,328,539"
A001250,GS글로벌,12,2011,Annual,"807,889,403"
A001250,GS글로벌,12,2012,Annual,"871,082,337"
A001250,GS글로벌,12,2013,Annual,"443,643,022"
A001250,GS글로벌,12,2014,Annual,"604,901,681"
A001250,GS글로벌,12,2015,Annual,"597,989,808"
A001250,GS글로벌,12,2016,Annual,"972,158,080"
A001250,GS글로벌,12,2017,Annual,"1,010,185,598"
A001250,GS글로벌,12,2018,Annual,"932,911,606"
A001250,GS글로벌,12,2019,Annual,"825,321,064"
A001250,GS글로벌,12,2020,Annual,"657,805,876"
A001250,GS글로벌,12,2021,Annual,"1,100,168,067"
A001250,GS글로벌,12,2022,Annual,"1,012,698,525"
A002020,코오롱,12,2011,Annual,"2,813,981,326"
A002020,코오롱,12,2012,Annual,"3,006,287,774"
A002020,코오롱,12,2013,Annual,"2,948,117,794"
A002020,코오롱,12,2014,Annual,"2,657,647,172"
A002020,코오롱,12,2015,Annual,"2,486,323,367"
A002020,코오롱,12,2016,Annual,"2,502,328,965"
A002020,코오롱,12,2017,Annual,"2,785,427,604"
A002020,코오롱,12,2018,Annual,"2,644,701,222"
A002020,코오롱,12,2019,Annual,"2,932,490,239"
A002020,코오롱,12,2020,Annual,"2,899,011,452"
A002020,코오롱,12,2021,Annual,"2,978,410,677"
A002020,코오롱,12,2022,Annual,"3,358,709,490"
A003200,일신방직,12,2011,Annual,"150,121,758"
A003200,일신방직,12,2012,Annual,"125,377,860"
A003200,일신방직,12,2013,Annual,"128,623,325"
A003200,일신방직,12,2014,Annual,"152,200,090"
A003200,일신방직,12,2015,Annual,"210,632,038"
A003200,일신방직,12,2016,Annual,"210,611,369"
A003200,일신방직,12,2017,Annual,"191,006,714"
A003200,일신방직,12,2018,Annual,"214,104,531"
A003200,일신방직,12,2019,Annual,"230,408,498"
A003200,일신방직,12,2020,Annual,"234,632,046"
A003200,일신방직,12,2021,Annual,"249,710,018"
A003200,일신방직,12,2022,Annual,"272,298,157"
A092200,디아이씨,12,2011,Annual,"362,648,265"
A092200,디아이씨,12,2012,Annual,"383,695,373"
A092200,디아이씨,12,2013,Annual,"383,954,502"
A092200,디아이씨,12,2014,Annual,"394,893,299"
A092200,디아이씨,12,2015,Annual,"410,249,321"
A092200,디아이씨,12,2016,Annual,"533,189,637"
A092200,디아이씨,12,2017,Annual,"631,400,302"
A092200,디아이씨,12,2018,Annual,"623,756,348"
A092200,디아이씨,12,2019,Annual,"593,660,803"
A092200,디아이씨,12,2020,Annual,"533,974,825"
A092200,디아이씨,12,2021,Annual,"496,346,185"
A092200,디아이씨,12,2022,Annual,"504,681,102"
A011280,태림포장,12,2011,Annual,"206,916,339"
A011280,태림포장,12,2012,Annual,"192,899,292"
A011280,태림포장,12,2013,Annual,"204,224,927"
A011280,태림포장,12,2014,Annual,"183,490,362"
A011280,태림포장,12,2015,Annual,"248,004,847"
A011280,태림포장,12,2016,Annual,"415,696,193"
A011280,태림포장,12,2017,Annual,"320,778,376"
A011280,태림포장,12,2018,Annual,"269,167,660"
A011280,태림포장,12,2019,Annual,"245,397,508"
A011280,태림포장,12,2020,Annual,"242,365,395"
A011280,태림포장,12,2021,Annual,"257,262,396"
A011280,태림포장,12,2022,Annual,"284,710,006"
A027970,한국제지,12,2011,Annual,"156,295,362"
A027970,한국제지,12,2012,Annual,"156,091,126"
A027970,한국제지,12,2013,Annual,"186,132,999"
A027970,한국제지,12,2014,Annual,"167,205,494"
A027970,한국제지,12,2015,Annual,"166,797,085"
A027970,한국제지,12,2016,Annual,"159,588,904"
A027970,한국제지,12,2017,Annual,"155,077,020"
A027970,한국제지,12,2018,Annual,"151,911,971"
A027970,한국제지,12,2019,Annual,"149,923,675"
A027970,한국제지,12,2020,Annual,"101,773,515"
A027970,한국제지,12,2021,Annual,"97,387,327"
A027970,한국제지,12,2022,Annual,"259,472,597"
A005430,한국공항,12,2011,Annual,"119,283,825"
A005430,한국공항,12,2012,Annual,"136,339,306"
A005430,한국공항,12,2013,Annual,"128,149,939"
A005430,한국공항,12,2014,Annual,"122,258,602"
A005430,한국공항,12,2015,Annual,"112,798,736"
A005430,한국공항,12,2016,Annual,"91,623,810"
A005430,한국공항,12,2017,Annual,"100,598,714"
A005430,한국공항,12,2018,Annual,"105,296,552"
A005430,한국공항,12,2019,Annual,"141,690,619"
A005430,한국공항,12,2020,Annual,"152,819,448"
A005430,한국공항,12,2021,Annual,"93,813,701"
A005430,한국공항,12,2022,Annual,"81,818,614"
A339770,교촌에프앤비,12,2011,Annual,"49,256,623"
A339770,교촌에프앤비,12,2012,Annual,"52,262,403"
A339770,교촌에프앤비,12,2013,Annual,"60,369,121"
A339770,교촌에프앤비,12,2014,Annual,"48,010,874"
A339770,교촌에프앤비,12,2015,Annual,"41,909,270"
A339770,교촌에프앤비,12,2016,Annual,"33,997,510"
A339770,교촌에프앤비,12,2017,Annual,"42,247,466"
A339770,교촌에프앤비,12,2018,Annual,"57,307,816"
A339770,교촌에프앤비,12,2019,Annual,"77,835,014"
A339770,교촌에프앤비,12,2020,Annual,"76,008,565"
A339770,교촌에프앤비,12,2021,Annual,"74,918,333"
A339770,교촌에프앤비,12,2022,Annual,"125,754,598"
A462520,조선내화,12,2011,Annual,
A462520,조선내화,12,2012,Annual,
A462520,조선내화,12,2013,Annual,
A462520,조선내화,12,2014,Annual,
A462520,조선내화,12,2015,Annual,
A462520,조선내화,12,2016,Annual,
A462520,조선내화,12,2017,Annual,
A462520,조선내화,12,2018,Annual,
A462520,조선내화,12,2019,Annual,
A462520,조선내화,12,2020,Annual,
A462520,조선내화,12,2021,Annual,
A462520,조선내화,12,2022,Annual,
A002100,경농,12,2011,Annual,"30,787,882"
A002100,경농,12,2012,Annual,"117,673,838"
A002100,경농,12,2013,Annual,"92,827,213"
A002100,경농,12,2014,Annual,"115,707,163"
A002100,경농,12,2015,Annual,"141,674,205"
A002100,경농,12,2016,Annual,"136,946,019"
A002100,경농,12,2017,Annual,"143,720,912"
A002100,경농,12,2018,Annual,"155,806,650"
A002100,경농,12,2019,Annual,"168,988,819"
A002100,경농,12,2020,Annual,"160,153,423"
A002100,경농,12,2021,Annual,"151,976,386"
A002100,경농,12,2022,Annual,"188,148,525"
A006840,AK홀딩스,12,2011,Annual,"446,398,508"
A006840,AK홀딩스,12,2012,Annual,"551,197,541"
A006840,AK홀딩스,12,2013,Annual,"1,739,973,013"
A006840,AK홀딩스,12,2014,Annual,"1,946,141,284"
A006840,AK홀딩스,12,2015,Annual,"1,593,921,534"
A006840,AK홀딩스,12,2016,Annual,"1,730,525,758"
A006840,AK홀딩스,12,2017,Annual,"1,792,720,288"
A006840,AK홀딩스,12,2018,Annual,"1,924,033,598"
A006840,AK홀딩스,12,2019,Annual,"2,898,025,667"
A006840,AK홀딩스,12,2020,Annual,"2,889,429,546"
A006840,AK홀딩스,12,2021,Annual,"3,346,377,386"
A006840,AK홀딩스,12,2022,Annual,"3,721,996,782"
A009580,무림P&P,12,2011,Annual,"670,520,547"
A009580,무림P&P,12,2012,Annual,"678,191,544"
A009580,무림P&P,12,2013,Annual,"656,372,864"
A009580,무림P&P,12,2014,Annual,"602,773,860"
A009580,무림P&P,12,2015,Annual,"621,743,991"
A009580,무림P&P,12,2016,Annual,"561,198,967"
A009580,무림P&P,12,2017,Annual,"539,196,324"
A009580,무림P&P,12,2018,Annual,"721,595,900"
A009580,무림P&P,12,2019,Annual,"729,754,371"
A009580,무림P&P,12,2020,Annual,"829,022,676"
A009580,무림P&P,12,2021,Annual,"864,649,855"
A009580,무림P&P,12,2022,Annual,"941,368,622"
A234080,JW생명과학,12,2011,Annual,"106,504,436"
A234080,JW생명과학,12,2012,Annual,"87,700,643"
A234080,JW생명과학,12,2013,Annual,"84,691,991"
A234080,JW생명과학,12,2014,Annual,"86,901,294"
A234080,JW생명과학,12,2015,Annual,"97,048,812"
A234080,JW생명과학,12,2016,Annual,"101,942,487"
A234080,JW생명과학,12,2017,Annual,"96,431,095"
A234080,JW생명과학,12,2018,Annual,"91,602,342"
A234080,JW생명과학,12,2019,Annual,"78,788,450"
A234080,JW생명과학,12,2020,Annual,"81,908,139"
A234080,JW생명과학,12,2021,Annual,"87,974,591"
A234080,JW생명과학,12,2022,Annual,"112,609,683"
A092790,넥스틸,12,2011,Annual,"194,929,953"
A092790,넥스틸,12,2012,Annual,"179,505,099"
A092790,넥스틸,12,2013,Annual,"210,002,924"
A092790,넥스틸,12,2014,Annual,"273,538,799"
A092790,넥스틸,12,2015,Annual,"190,482,198"
A092790,넥스틸,12,2016,Annual,"205,872,285"
A092790,넥스틸,12,2017,Annual,"180,214,959"
A092790,넥스틸,12,2018,Annual,"172,247,358"
A092790,넥스틸,12,2019,Annual,"192,028,998"
A092790,넥스틸,12,2020,Annual,"220,500,367"
A092790,넥스틸,12,2021,Annual,"315,069,585"
A092790,넥스틸,12,2022,Annual,"302,747,492"
A090350,노루페인트,12,2011,Annual,"266,806,019"
A090350,노루페인트,12,2012,Annual,"304,840,457"
A090350,노루페인트,12,2013,Annual,"298,242,861"
A090350,노루페인트,12,2014,Annual,"302,961,719"
A090350,노루페인트,12,2015,Annual,"301,690,604"
A090350,노루페인트,12,2016,Annual,"294,128,326"
A090350,노루페인트,12,2017,Annual,"292,787,685"
A090350,노루페인트,12,2018,Annual,"299,639,080"
A090350,노루페인트,12,2019,Annual,"304,973,894"
A090350,노루페인트,12,2020,Annual,"332,796,975"
A090350,노루페인트,12,2021,Annual,"325,655,495"
A090350,노루페인트,12,2022,Annual,"315,503,886"
A068290,삼성출판사,12,2011,Annual,"15,159,656"
A068290,삼성출판사,12,2012,Annual,"35,862,787"
A068290,삼성출판사,12,2013,Annual,"37,837,704"
A068290,삼성출판사,12,2014,Annual,"57,707,472"
A068290,삼성출판사,12,2015,Annual,"53,738,919"
A068290,삼성출판사,12,2016,Annual,"66,673,711"
A068290,삼성출판사,12,2017,Annual,"67,985,415"
A068290,삼성출판사,12,2018,Annual,"74,820,341"
A068290,삼성출판사,12,2019,Annual,"120,156,759"
A068290,삼성출판사,12,2020,Annual,"118,739,112"
A068290,삼성출판사,12,2021,Annual,"115,319,935"
A068290,삼성출판사,12,2022,Annual,"35,896,218"
A030210,다올투자증권,3,2011,Annual,"1,303,411,876"
A030210,다올투자증권,3,2012,Annual,"1,480,852,090"
A030210,다올투자증권,12,2013,Annual,"463,773,076"
A030210,다올투자증권,12,2014,Annual,"666,092,114"
A030210,다올투자증권,12,2015,Annual,"599,228,183"
A030210,다올투자증권,12,2016,Annual,"901,713,934"
A030210,다올투자증권,12,2017,Annual,"1,398,572,988"
A030210,다올투자증권,12,2018,Annual,"1,223,857,129"
A030210,다올투자증권,12,2019,Annual,"2,279,169,400"
A030210,다올투자증권,12,2020,Annual,"3,766,921,211"
A030210,다올투자증권,12,2021,Annual,"8,261,480,968"
A030210,다올투자증권,12,2022,Annual,"8,517,287,853"
A025820,이구산업,12,2011,Annual,"190,106,859"
A025820,이구산업,12,2012,Annual,"185,426,930"
A025820,이구산업,12,2013,Annual,"168,905,318"
A025820,이구산업,12,2014,Annual,"166,035,007"
A025820,이구산업,12,2015,Annual,"152,772,135"
A025820,이구산업,12,2016,Annual,"160,871,148"
A025820,이구산업,12,2017,Annual,"159,383,215"
A025820,이구산업,12,2018,Annual,"155,945,724"
A025820,이구산업,12,2019,Annual,"162,112,438"
A025820,이구산업,12,2020,Annual,"169,397,042"
A025820,이구산업,12,2021,Annual,"201,231,109"
A025820,이구산업,12,2022,Annual,"209,999,598"
A035510,신세계 I&C,12,2011,Annual,"54,369,386"
A035510,신세계 I&C,12,2012,Annual,"48,270,584"
A035510,신세계 I&C,12,2013,Annual,"41,778,305"
A035510,신세계 I&C,12,2014,Annual,"47,433,399"
A035510,신세계 I&C,12,2015,Annual,"51,107,549"
A035510,신세계 I&C,12,2016,Annual,"55,284,266"
A035510,신세계 I&C,12,2017,Annual,"60,662,107"
A035510,신세계 I&C,12,2018,Annual,"113,491,327"
A035510,신세계 I&C,12,2019,Annual,"90,518,811"
A035510,신세계 I&C,12,2020,Annual,"72,335,931"
A035510,신세계 I&C,12,2021,Annual,"77,831,503"
A035510,신세계 I&C,12,2022,Annual,"118,998,740"
A004250,NPC,12,2011,Annual,"119,194,756"
A004250,NPC,12,2012,Annual,"120,022,732"
A004250,NPC,12,2013,Annual,"144,698,855"
A004250,NPC,12,2014,Annual,"120,705,928"
A004250,NPC,12,2015,Annual,"135,173,092"
A004250,NPC,12,2016,Annual,"152,988,145"
A004250,NPC,12,2017,Annual,"129,812,631"
A004250,NPC,12,2018,Annual,"131,830,405"
A004250,NPC,12,2019,Annual,"119,562,522"
A004250,NPC,12,2020,Annual,"115,195,206"
A004250,NPC,12,2021,Annual,"176,774,337"
A004250,NPC,12,2022,Annual,"182,861,270"
A002390,한독,12,2011,Annual,"129,876,434"
A002390,한독,12,2012,Annual,"149,141,042"
A002390,한독,12,2013,Annual,"179,252,807"
A002390,한독,12,2014,Annual,"207,712,898"
A002390,한독,12,2015,Annual,"226,881,695"
A002390,한독,12,2016,Annual,"333,598,608"
A002390,한독,12,2017,Annual,"348,634,727"
A002390,한독,12,2018,Annual,"339,240,243"
A002390,한독,12,2019,Annual,"404,672,385"
A002390,한독,12,2020,Annual,"437,077,758"
A002390,한독,12,2021,Annual,"457,565,421"
A002390,한독,12,2022,Annual,"489,250,128"
A044450,KSS해운,12,2011,Annual,"156,547,816"
A044450,KSS해운,12,2012,Annual,"171,791,446"
A044450,KSS해운,12,2013,Annual,"178,301,241"
A044450,KSS해운,12,2014,Annual,"310,586,610"
A044450,KSS해운,12,2015,Annual,"333,550,200"
A044450,KSS해운,12,2016,Annual,"411,978,477"
A044450,KSS해운,12,2017,Annual,"677,378,952"
A044450,KSS해운,12,2018,Annual,"653,237,720"
A044450,KSS해운,12,2019,Annual,"676,238,454"
A044450,KSS해운,12,2020,Annual,"800,671,677"
A044450,KSS해운,12,2021,Annual,"1,103,404,278"
A044450,KSS해운,12,2022,Annual,"1,252,892,415"
A460850,동국씨엠,12,2011,Annual,
A460850,동국씨엠,12,2012,Annual,
A460850,동국씨엠,12,2013,Annual,
A460850,동국씨엠,12,2014,Annual,
A460850,동국씨엠,12,2015,Annual,
A460850,동국씨엠,12,2016,Annual,
A460850,동국씨엠,12,2017,Annual,
A460850,동국씨엠,12,2018,Annual,
A460850,동국씨엠,12,2019,Annual,
A460850,동국씨엠,12,2020,Annual,
A460850,동국씨엠,12,2021,Annual,
A460850,동국씨엠,12,2022,Annual,
A081000,일진다이아,12,2011,Annual,"55,963,591"
A081000,일진다이아,12,2012,Annual,"66,169,306"
A081000,일진다이아,12,2013,Annual,"64,186,314"
A081000,일진다이아,12,2014,Annual,"68,732,692"
A081000,일진다이아,12,2015,Annual,"60,362,249"
A081000,일진다이아,12,2016,Annual,"61,669,816"
A081000,일진다이아,12,2017,Annual,"58,873,749"
A081000,일진다이아,12,2018,Annual,"56,641,641"
A081000,일진다이아,12,2019,Annual,"64,780,549"
A081000,일진다이아,12,2020,Annual,"59,150,952"
A081000,일진다이아,12,2021,Annual,"106,685,387"
A081000,일진다이아,12,2022,Annual,"71,340,431"
A007160,사조산업,12,2011,Annual,"798,478,434"
A007160,사조산업,12,2012,Annual,"1,016,563,138"
A007160,사조산업,12,2013,Annual,"1,022,746,057"
A007160,사조산업,12,2014,Annual,"782,043,565"
A007160,사조산업,12,2015,Annual,"525,321,097"
A007160,사조산업,12,2016,Annual,"603,009,376"
A007160,사조산업,12,2017,Annual,"591,660,620"
A007160,사조산업,12,2018,Annual,"666,183,111"
A007160,사조산업,12,2019,Annual,"652,389,981"
A007160,사조산업,12,2020,Annual,"584,214,919"
A007160,사조산업,12,2021,Annual,"548,108,054"
A007160,사조산업,12,2022,Annual,"523,375,979"
A016450,한세예스24홀딩스,12,2011,Annual,"409,973,966"
A016450,한세예스24홀딩스,12,2012,Annual,"445,761,214"
A016450,한세예스24홀딩스,12,2013,Annual,"501,540,084"
A016450,한세예스24홀딩스,12,2014,Annual,"675,055,076"
A016450,한세예스24홀딩스,12,2015,Annual,"886,895,297"
A016450,한세예스24홀딩스,12,2016,Annual,"1,060,589,595"
A016450,한세예스24홀딩스,12,2017,Annual,"992,421,144"
A016450,한세예스24홀딩스,12,2018,Annual,"1,060,579,093"
A016450,한세예스24홀딩스,12,2019,Annual,"1,135,524,402"
A016450,한세예스24홀딩스,12,2020,Annual,"1,094,228,156"
A016450,한세예스24홀딩스,12,2021,Annual,"1,291,920,827"
A016450,한세예스24홀딩스,12,2022,Annual,"1,205,446,232"
A004710,한솔테크닉스,12,2011,Annual,"299,653,956"
A004710,한솔테크닉스,12,2012,Annual,"274,150,416"
A004710,한솔테크닉스,12,2013,Annual,"251,968,373"
A004710,한솔테크닉스,12,2014,Annual,"206,841,734"
A004710,한솔테크닉스,12,2015,Annual,"282,773,777"
A004710,한솔테크닉스,12,2016,Annual,"296,270,442"
A004710,한솔테크닉스,12,2017,Annual,"290,162,000"
A004710,한솔테크닉스,12,2018,Annual,"311,160,540"
A004710,한솔테크닉스,12,2019,Annual,"233,482,052"
A004710,한솔테크닉스,12,2020,Annual,"312,289,415"
A004710,한솔테크닉스,12,2021,Annual,"510,394,100"
A004710,한솔테크닉스,12,2022,Annual,"631,895,651"
A011000,진원생명과학,12,2011,Annual,"6,668,210"
A011000,진원생명과학,12,2012,Annual,"13,220,473"
A011000,진원생명과학,12,2013,Annual,"8,109,600"
A011000,진원생명과학,12,2014,Annual,"6,034,972"
A011000,진원생명과학,12,2015,Annual,"8,252,365"
A011000,진원생명과학,12,2016,Annual,"29,809,403"
