Symbol,Name,결산월,회계년,주기,유형자산구성비율(%),무형자산구성비율(%),*판관비율(%),타인자본비율(%),부채비율(%),현금및현금성자산구성비율(%),영업이익(천원),이자비용(천원),유동자산(천원),유동부채(천원),당좌자산(천원)
A005020,장기신용은행,12,2018,Annual,,,,,,,,,,,
A005020,장기신용은행,12,2019,Annual,,,,,,,,,,,
A005020,장기신용은행,12,2020,Annual,,,,,,,,,,,
A005020,장기신용은행,12,2021,Annual,,,,,,,,,,,
A005020,장기신용은행,12,2022,Annual,,,,,,,,,,,
A005040,두산기계,12,2011,Annual,,,,,,,,,,,
A005040,두산기계,12,2012,Annual,,,,,,,,,,,
A005040,두산기계,12,2013,Annual,,,,,,,,,,,
A005040,두산기계,12,2014,Annual,,,,,,,,,,,
A005040,두산기계,12,2015,Annual,,,,,,,,,,,
A005040,두산기계,12,2016,Annual,,,,,,,,,,,
A005040,두산기계,12,2017,Annual,,,,,,,,,,,
A005040,두산기계,12,2018,Annual,,,,,,,,,,,
A005040,두산기계,12,2019,Annual,,,,,,,,,,,
A005040,두산기계,12,2020,Annual,,,,,,,,,,,
A005040,두산기계,12,2021,Annual,,,,,,,,,,,
A005040,두산기계,12,2022,Annual,,,,,,,,,,,
A005060,대우통신,12,2011,Annual,,,,,,,,,,,
A005060,대우통신,12,2012,Annual,,,,,,,,,,,
A005060,대우통신,12,2013,Annual,,,,,,,,,,,
A005060,대우통신,12,2014,Annual,,,,,,,,,,,
A005060,대우통신,12,2015,Annual,,,,,,,,,,,
A005060,대우통신,12,2016,Annual,,,,,,,,,,,
A005060,대우통신,12,2017,Annual,,,,,,,,,,,
A005060,대우통신,12,2018,Annual,,,,,,,,,,,
A005060,대우통신,12,2019,Annual,,,,,,,,,,,
A005060,대우통신,12,2020,Annual,,,,,,,,,,,
A005060,대우통신,12,2021,Annual,,,,,,,,,,,
A005060,대우통신,12,2022,Annual,,,,,,,,,,,
A005190,동성화학,12,2011,Annual,46.85,6.14,9.5,45.45,83.33,5.36,"5,448,554","900,558","44,217,704","35,972,532","35,120,182"
A005190,동성화학,12,2012,Annual,43.86,4.85,11.39,46.21,85.92,2.31,"6,592,918","613,008","49,908,847","27,927,323","42,213,118"
A005190,동성화학,12,2013,Annual,46.15,4.47,11.37,44,78.56,9.42,"4,093,656","1,142,158","65,130,965","50,501,753","50,125,415"
A005190,동성화학,12,2014,Annual,47.52,4.2,12.22,45.33,82.91,5.98,"6,760,014","1,194,784","66,531,944","36,479,525","48,991,239"
A005190,동성화학,12,2015,Annual,44.16,3.36,11.74,42.38,73.55,11.2,"21,256,314","854,285","79,245,997","57,066,082","59,340,307"
A005190,동성화학,12,2016,Annual,37.66,2.27,12.59,43.65,77.47,8.62,"20,474,036","1,004,491","114,855,609","77,445,998","89,900,331"
A005190,동성화학,12,2017,Annual,37.35,1.98,11.69,41.96,72.29,8.97,"8,210,813","1,113,760","111,213,109","70,057,748","87,397,041"
A005190,동성화학,12,2018,Annual,37.22,1.61,11.93,38.67,63.05,10.15,"6,780,410",0,"110,879,551","61,270,057","89,522,440"
A005190,동성화학,12,2019,Annual,34.75,1.01,13.45,34.38,52.39,21.81,"25,308,122",0,"116,625,409","53,889,013","96,838,131"
A005190,동성화학,12,2020,Annual,30.59,0.75,13.67,25.08,33.48,21.26,"27,336,389",0,"122,118,570","35,206,320","100,207,581"
A005190,동성화학,12,2021,Annual,,,,,,,,,,,
A005190,동성화학,12,2022,Annual,,,,,,,,,,,
A005270,대구은행,12,2011,Annual,0.94,0.26,15.94,92.88,"1,305.38",1.29,"418,672,227","726,199,825",,,
A005270,대구은행,12,2012,Annual,0.9,0.21,19.69,92.8,"1,288.65",1.16,"380,169,580","780,605,585",,,
A005270,대구은행,12,2013,Annual,0.84,0.2,20.79,92.09,"1,164.38",0.99,"336,567,618","722,391,466",,,
A005270,대구은행,12,2014,Annual,0.82,0.19,24.23,92.22,"1,185.47",1,"323,706,734","659,910,308",,,
A005270,대구은행,12,2015,Annual,0.8,0.2,23.75,92.19,"1,181.03",0.94,"292,773,104","577,848,142",,,
A005270,대구은행,12,2016,Annual,0.88,0.2,22.36,92.12,"1,169.17",0.94,"339,700,326","487,744,380",,,
A005270,대구은행,12,2017,Annual,0.93,0.23,23.58,92.18,"1,178.77",0.96,"386,336,496","468,552,064",,,
A005270,대구은행,12,2018,Annual,1.21,0.26,25.73,91.64,"1,096.77",0.85,"321,570,991","553,643,831",,,
A005270,대구은행,12,2019,Annual,1.15,0.22,23.46,92,"1,149.97",0.79,"368,160,717","611,850,618",,,
A005270,대구은행,12,2020,Annual,1.02,0.24,22.78,92.37,"1,210.54",0.68,"303,131,406","489,467,769",,,
A005270,대구은행,12,2021,Annual,0.94,0.26,28.68,92.73,"1,275.74",0.66,"426,948,649","393,582,405",,,
A005270,대구은행,12,2022,Annual,0.85,0.25,18.51,92.84,"1,296.88",0.62,"495,374,587","770,395,011",,,
A005280,부산은행,12,2011,Annual,1.07,0.05,15.22,92.78,"1,285.74",3.14,"531,833,619","808,770,288",,,
A005280,부산은행,12,2012,Annual,1.01,0.16,17.62,92.51,"1,234.34",2.26,"475,848,671","927,126,568",,,
A005280,부산은행,12,2013,Annual,1.16,0.18,17.72,91.89,"1,132.53",1.46,"411,136,776","840,946,554",,,
A005280,부산은행,12,2014,Annual,1.19,0.18,16.43,92.61,"1,253.18",0.85,"456,847,535","778,441,075",,,
A005280,부산은행,12,2015,Annual,1.06,0.13,19.45,92.44,"1,221.97",0.96,"418,815,463","653,507,984",,,
A005280,부산은행,12,2016,Annual,1.05,0.09,20.84,91.84,"1,125.81",0.91,"426,608,424","547,315,955",,,
A005280,부산은행,12,2017,Annual,1.16,0.13,21.09,91.3,"1,049.97",0.92,"277,948,481","514,266,744",,,
A005280,부산은행,12,2018,Annual,1.17,0.13,23.63,90.87,995.88,1.06,"467,774,301","611,601,888",,,
A005280,부산은행,12,2019,Annual,1.23,0.15,22.08,90.73,978.84,0.92,"501,342,402","695,771,797",,,
A005280,부산은행,12,2020,Annual,1.13,0.15,27.12,91.22,"1,039.25",0.8,"417,759,670","507,156,586",,,
A005280,부산은행,12,2021,Annual,0.97,0.19,30.44,91.82,"1,122.44",4.17,"533,205,079","422,724,029",,,
A005280,부산은행,12,2022,Annual,0.88,0.18,20.02,92.26,"1,191.59",4.45,"601,227,457","901,166,816",,,
A005330,카스코,12,2011,Annual,,,,,,,,,,,
A005330,카스코,12,2012,Annual,,,,,,,,,,,
A005330,카스코,12,2013,Annual,,,,,,,,,,,
A005330,카스코,12,2014,Annual,,,,,,,,,,,
A005330,카스코,12,2015,Annual,,,,,,,,,,,
A005330,카스코,12,2016,Annual,,,,,,,,,,,
A005330,카스코,12,2017,Annual,,,,,,,,,,,
A005330,카스코,12,2018,Annual,,,,,,,,,,,
A005330,카스코,12,2019,Annual,,,,,,,,,,,
A005330,카스코,12,2020,Annual,,,,,,,,,,,
A005330,카스코,12,2021,Annual,,,,,,,,,,,
A005330,카스코,12,2022,Annual,,,,,,,,,,,
A005350,봉신,12,2011,Annual,70.03,0,10.74,148.96,완전잠식,4.87,"-4,765,803","399,188","47,372,139","245,358,288","35,939,169"
A005350,봉신,12,2012,Annual,76.29,0,9.81,76.73,329.8,1.07,"5,864,149",0,"30,301,169","28,449,416","18,283,585"
A005350,봉신,12,2013,Annual,43.16,0,9.31,58.3,139.8,3.19,"335,118","4,391,413","26,704,033","94,754,038","18,457,237"
A005350,봉신,12,2014,Annual,77.63,0,14.76,31.75,46.52,6.65,"-4,191,807",0,"21,972,282","20,757,208","15,406,574"
A005350,봉신,12,2015,Annual,78.96,0,12.09,29.14,41.12,8.32,"244,940",0,"20,328,839","18,139,787","16,324,131"
A005350,봉신,12,2016,Annual,77.35,0,11.19,29.52,41.88,11.38,"604,846",0,"23,263,417","18,973,927","19,117,752"
A005350,봉신,12,2017,Annual,21.28,0,11.71,20.11,25.17,6.11,"-631,286",0,"11,848,741","17,226,787","9,764,089"
A005350,봉신,12,2018,Annual,20.65,0,10.37,20.96,26.52,2.89,"406,099",0,"13,828,559","18,612,598","10,801,766"
A005350,봉신,12,2019,Annual,28.69,0.02,17.71,28.08,39.04,5.54,"-1,786,555",0,"29,484,111","35,895,539","14,322,950"
A005350,봉신,12,2020,Annual,26.11,0.09,3.52,29.08,41,3.25,"851,814",0,"45,343,699","42,657,958","14,943,727"
A005350,봉신,12,2021,Annual,23.56,0.06,9.07,25.1,33.51,8.11,"23,899,353",0,"74,426,927","41,251,595","37,889,268"
A005350,봉신,12,2022,Annual,18.1,0.04,3.58,29.53,41.9,15.14,"28,420,156",0,"141,848,357","72,986,843","75,343,688"
A005410,신광산업,12,2011,Annual,,,,,,,,,,,
A005410,신광산업,12,2012,Annual,,,,,,,,,,,
A005410,신광산업,12,2013,Annual,,,,,,,,,,,
A005410,신광산업,12,2014,Annual,,,,,,,,,,,
A005410,신광산업,12,2015,Annual,,,,,,,,,,,
A005410,신광산업,12,2016,Annual,,,,,,,,,,,
A005410,신광산업,12,2017,Annual,,,,,,,,,,,
A005410,신광산업,12,2018,Annual,,,,,,,,,,,
A005410,신광산업,12,2019,Annual,,,,,,,,,,,
A005410,신광산업,12,2020,Annual,,,,,,,,,,,
A005410,신광산업,12,2021,Annual,,,,,,,,,,,
A005410,신광산업,12,2022,Annual,,,,,,,,,,,
A005450,신한,12,2011,Annual,16.83,6.63,20.12,51.54,106.35,0.92,"-3,807,062","4,287,987","128,477,576","103,152,423","111,927,048"
A005450,신한,12,2012,Annual,5.45,6.89,44.61,58.71,142.21,0.54,"-8,187,253","5,353,865","120,209,461","106,779,949","106,361,607"
A005450,신한,12,2013,Annual,6.14,7.67,45.81,58.09,138.59,0.4,"-4,941,482","4,930,307","84,152,019","82,862,229","71,194,733"
A005450,신한,12,2014,Annual,5.92,6.65,22.06,57.89,137.47,2.16,"6,896,835","3,294,352","97,269,753","87,705,363","87,384,355"
A005450,신한,12,2015,Annual,6.14,6.2,58.2,60.19,151.19,0.31,"-1,851,547","2,474,306","93,565,010","96,783,649","82,961,917"
A005450,신한,12,2016,Annual,3.11,5.49,156.46,70.24,236.08,4.09,"-9,138,962","2,947,598","116,331,868","71,517,654","93,138,957"
A005450,신한,12,2017,Annual,0.08,5.56,15.23,67.57,208.36,4.92,"9,709,250","1,800,896","38,059,587","68,739,656","18,608,555"
A005450,신한,12,2018,Annual,0.25,4.29,7.8,76.99,334.51,0.76,"20,172,229","2,361,469","69,499,777","125,398,570","44,130,253"
A005450,신한,12,2019,Annual,0.59,5.48,45.23,76.92,333.24,1.06,"1,706,746","1,641,008","31,403,823","75,977,626","6,779,338"
A005450,신한,12,2020,Annual,0.99,4.44,90.69,70.95,244.24,0.5,"-1,987,221","1,503,381","24,265,069","70,779,755","5,770,884"
A005450,신한,12,2021,Annual,0.52,4,444.45,89,808.87,0.92,"-9,818,733","681,135","25,748,307","76,814,667","5,998,304"
A005450,신한,12,2022,Annual,7.98,2.81,116.34,92.11,"1,167.46",0.77,"-3,584,892","211,059","20,597,930","79,032,462","5,916,348"
A005510,충청은행,12,2011,Annual,,,,,,,,,,,
A005510,충청은행,12,2012,Annual,,,,,,,,,,,
A005510,충청은행,12,2013,Annual,,,,,,,,,,,
A005510,충청은행,12,2014,Annual,,,,,,,,,,,
A005510,충청은행,12,2015,Annual,,,,,,,,,,,
A005510,충청은행,12,2016,Annual,,,,,,,,,,,
A005510,충청은행,12,2017,Annual,,,,,,,,,,,
A005510,충청은행,12,2018,Annual,,,,,,,,,,,
A005510,충청은행,12,2019,Annual,,,,,,,,,,,
A005510,충청은행,12,2020,Annual,,,,,,,,,,,
A005510,충청은행,12,2021,Annual,,,,,,,,,,,
A005510,충청은행,12,2022,Annual,,,,,,,,,,,
A005560,JS전선,12,2011,Annual,29.96,1.01,2.86,36.39,57.21,5.84,"-8,977,624","1,605,345","127,440,952","37,583,889","90,921,786"
A005560,JS전선,12,2012,Annual,28.22,0.93,2.28,32.76,48.72,7.72,"13,125,685","1,561,896","131,581,087","59,005,188","99,907,800"
A005560,JS전선,12,2013,Annual,27.36,0.33,6.15,42.86,75.02,13.64,"-21,345,321","1,575,110","125,674,141","78,572,580","95,258,084"
A005560,JS전선,12,2014,Annual,25.29,0.42,6.6,16.06,19.13,17.46,"1,768,107","188,737","83,599,048","18,130,369","83,415,493"
A005560,JS전선,12,2015,Annual,7.2,0.35,116.36,18.8,23.15,18.77,"-1,792,401",0,"82,282,041","17,724,003","82,277,887"
A005560,JS전선,12,2016,Annual,3.36,0.34,89.83,15.26,18.01,8.67,"-522,192",0,"73,587,272","11,569,356","73,587,272"
A005560,JS전선,12,2017,Annual,0.03,0.13,,7.24,7.8,7.58,"-1,529,053",0,"87,183,705","1,287,274","87,183,705"
A005560,JS전선,12,2018,Annual,,,,,,,,,,,
A005560,JS전선,12,2019,Annual,,,,,,,,,,,
A005560,JS전선,12,2020,Annual,,,,,,,,,,,
A005560,JS전선,12,2021,Annual,,,,,,,,,,,
A005560,JS전선,12,2022,Annual,,,,,,,,,,,
A005580,삼익주택,12,2011,Annual,,,,,,,,,,,
A005580,삼익주택,12,2012,Annual,,,,,,,,,,,
A005580,삼익주택,12,2013,Annual,,,,,,,,,,,
A005580,삼익주택,12,2014,Annual,,,,,,,,,,,
A005580,삼익주택,12,2015,Annual,,,,,,,,,,,
A005580,삼익주택,12,2016,Annual,,,,,,,,,,,
A005580,삼익주택,12,2017,Annual,,,,,,,,,,,
A005580,삼익주택,12,2018,Annual,,,,,,,,,,,
A005580,삼익주택,12,2019,Annual,,,,,,,,,,,
A005580,삼익주택,12,2020,Annual,,,,,,,,,,,
A005580,삼익주택,12,2021,Annual,,,,,,,,,,,
A005580,삼익주택,12,2022,Annual,,,,,,,,,,,
A005600,중앙제지,12,2011,Annual,,,,,,,,,,,
A005600,중앙제지,12,2012,Annual,,,,,,,,,,,
A005600,중앙제지,12,2013,Annual,,,,,,,,,,,
A005600,중앙제지,12,2014,Annual,,,,,,,,,,,
A005600,중앙제지,12,2015,Annual,,,,,,,,,,,
A005600,중앙제지,12,2016,Annual,,,,,,,,,,,
A005600,중앙제지,12,2017,Annual,,,,,,,,,,,
A005600,중앙제지,12,2018,Annual,,,,,,,,,,,
A005600,중앙제지,12,2019,Annual,,,,,,,,,,,
A005600,중앙제지,12,2020,Annual,,,,,,,,,,,
A005600,중앙제지,12,2021,Annual,,,,,,,,,,,
A005600,중앙제지,12,2022,Annual,,,,,,,,,,,
A005620,대성합동지주,12,2011,Annual,54.38,1.83,14.7,68.3,215.42,6.81,"15,482,353","89,393,171","875,736,287","1,267,443,265","560,119,748"
A005620,대성합동지주,12,2012,Annual,48.21,1.66,16.25,73.61,278.87,7.07,"32,140,681","104,074,425","1,383,016,653","1,484,332,270","1,076,883,227"
A005620,대성합동지주,12,2013,Annual,47.9,1.86,23.81,76.28,321.62,5.22,"-130,467,790","125,133,781","642,530,374","1,040,454,363","562,001,547"
A005620,대성합동지주,12,2014,Annual,25.06,2.4,13.23,84.38,540.25,3.01,"-12,564,002","110,223,248","993,421,961","1,489,899,824","949,677,739"
A005620,대성합동지주,12,2015,Annual,41.37,4.8,17.67,77.28,340.06,2.07,"-42,722,165","72,822,791","186,636,293","559,035,776","142,543,909"
A005620,대성합동지주,12,2016,Annual,43.09,2.11,15.54,82.34,466.32,2.57,"-19,805,980","63,623,961","169,456,837","780,101,518","131,823,165"
A005620,대성합동지주,12,2017,Annual,,,,,,,,,,,
A005620,대성합동지주,12,2018,Annual,,,,,,,,,,,
A005620,대성합동지주,12,2019,Annual,,,,,,,,,,,
A005620,대성합동지주,12,2020,Annual,,,,,,,,,,,
A005620,대성합동지주,12,2021,Annual,,,,,,,,,,,
A005620,대성합동지주,12,2022,Annual,,,,,,,,,,,
A005660,한진건설,12,2011,Annual,,,,,,,,,,,
A005660,한진건설,12,2012,Annual,,,,,,,,,,,
A005660,한진건설,12,2013,Annual,,,,,,,,,,,
A005660,한진건설,12,2014,Annual,,,,,,,,,,,
A005660,한진건설,12,2015,Annual,,,,,,,,,,,
A005660,한진건설,12,2016,Annual,,,,,,,,,,,
A005660,한진건설,12,2017,Annual,,,,,,,,,,,
A005660,한진건설,12,2018,Annual,,,,,,,,,,,
A005660,한진건설,12,2019,Annual,,,,,,,,,,,
A005660,한진건설,12,2020,Annual,,,,,,,,,,,
A005660,한진건설,12,2021,Annual,,,,,,,,,,,
A005660,한진건설,12,2022,Annual,,,,,,,,,,,
A005770,광주은행,12,2011,Annual,0.71,0.06,21.45,93.25,"1,381.70",2.1,"182,745,615",0,,,
A005770,광주은행,12,2012,Annual,0.72,0.05,20.22,92.93,"1,314.81",2.36,"184,799,991","487,105,415",,,
A005770,광주은행,12,2013,Annual,0.69,0.14,24.78,92.35,"1,206.75",1.29,"81,692,152","416,748,105",,,
A005770,광주은행,12,2014,Annual,,,,,,,,,,,
A005770,광주은행,12,2015,Annual,,,,,,,,,,,
A005770,광주은행,12,2016,Annual,,,,,,,,,,,
A005770,광주은행,12,2017,Annual,,,,,,,,,,,
A005770,광주은행,12,2018,Annual,,,,,,,,,,,
A005770,광주은행,12,2019,Annual,,,,,,,,,,,
A005770,광주은행,12,2020,Annual,,,,,,,,,,,
A005770,광주은행,12,2021,Annual,,,,,,,,,,,
A005770,광주은행,12,2022,Annual,,,,,,,,,,,
A005790,만도기계,12,2011,Annual,,,,,,,,,,,
A005790,만도기계,12,2012,Annual,,,,,,,,,,,
A005790,만도기계,12,2013,Annual,,,,,,,,,,,
A005790,만도기계,12,2014,Annual,,,,,,,,,,,
A005790,만도기계,12,2015,Annual,,,,,,,,,,,
A005790,만도기계,12,2016,Annual,,,,,,,,,,,
A005790,만도기계,12,2017,Annual,,,,,,,,,,,
A005790,만도기계,12,2018,Annual,,,,,,,,,,,
A005790,만도기계,12,2019,Annual,,,,,,,,,,,
A005790,만도기계,12,2020,Annual,,,,,,,,,,,
A005790,만도기계,12,2021,Annual,,,,,,,,,,,
A005790,만도기계,12,2022,Annual,,,,,,,,,,,
A005980,성지건설,12,2011,Annual,0.57,0.1,8.17,61.86,162.22,18.38,"-5,878,966","4,116,456","112,711,672","78,666,696","110,161,550"
A005980,성지건설,12,2012,Annual,0.24,0.1,8.86,49.42,97.71,9.98,"1,564,271","997,568","107,034,488","49,796,596","77,152,395"
A005980,성지건설,12,2013,Annual,0.21,0.05,6.44,51.03,104.22,6.22,"5,711,321","990,775","116,877,284","52,111,019","100,918,016"
A005980,성지건설,12,2014,Annual,0.34,0.02,4.85,49.13,96.57,1.93,"2,370,603","1,301,377","110,398,849","60,287,298","109,809,129"
A005980,성지건설,12,2015,Annual,0.43,0.04,4.43,45.31,82.84,6.24,"-10,566,454","428,548","67,972,196","38,809,355","48,649,207"
A005980,성지건설,12,2016,Annual,0.26,0.22,7.86,54.57,120.13,2.64,"-7,067,701","59,605","53,124,287","45,937,011","48,203,347"
A005980,성지건설,12,2017,Annual,0.09,0.08,7.09,48.24,93.2,9.43,"-4,771,475","639,873","56,644,209","50,197,797","56,644,209"
A005980,성지건설,12,2018,Annual,0.05,0.07,21.37,51.96,108.17,3.85,"-17,398,798","879,184","44,710,816","36,467,268","35,414,076"
A005980,성지건설,12,2019,Annual,0.79,0.14,18.54,48.71,94.98,12.37,"-3,181,279","359,641","42,471,200","28,788,037","39,335,628"
A005980,성지건설,12,2020,Annual,2.29,0.15,14.9,59.16,144.85,17.19,"-4,691,840","222,695","40,548,210","28,061,217","37,394,594"
A005980,성지건설,12,2021,Annual,1.42,0.08,13.16,64.47,181.43,9.84,"-6,587,952","92,008","40,380,957","29,382,354","37,227,340"
A005980,성지건설,12,2022,Annual,28.2,1.14,8.22,83.96,523.55,0.3,"-5,560,267","118,868","84,956,886","100,704,873","64,598,186"
A006070,기린,12,2011,Annual,,,,,,,,,,,
A006070,기린,12,2012,Annual,,,,,,,,,,,
A006070,기린,12,2013,Annual,,,,,,,,,,,
A006070,기린,12,2014,Annual,,,,,,,,,,,
A006070,기린,12,2015,Annual,,,,,,,,,,,
A006070,기린,12,2016,Annual,,,,,,,,,,,
A006070,기린,12,2017,Annual,,,,,,,,,,,
A006070,기린,12,2018,Annual,,,,,,,,,,,
A006070,기린,12,2019,Annual,,,,,,,,,,,
A006070,기린,12,2020,Annual,,,,,,,,,,,
A006070,기린,12,2021,Annual,,,,,,,,,,,
A006070,기린,12,2022,Annual,,,,,,,,,,,
A006150,한메NS,12,2011,Annual,,,,,,,,,,,
A006150,한메NS,12,2012,Annual,,,,,,,,,,,
A006150,한메NS,12,2013,Annual,,,,,,,,,,,
A006150,한메NS,12,2014,Annual,,,,,,,,,,,
A006150,한메NS,12,2015,Annual,,,,,,,,,,,
A006150,한메NS,12,2016,Annual,,,,,,,,,,,
A006150,한메NS,12,2017,Annual,,,,,,,,,,,
A006150,한메NS,12,2018,Annual,,,,,,,,,,,
A006150,한메NS,12,2019,Annual,,,,,,,,,,,
A006150,한메NS,12,2020,Annual,,,,,,,,,,,
A006150,한메NS,12,2021,Annual,,,,,,,,,,,
A006150,한메NS,12,2022,Annual,,,,,,,,,,,
A006160,신화건설,12,2011,Annual,,,,,,,,,,,
A006160,신화건설,12,2012,Annual,,,,,,,,,,,
A006160,신화건설,12,2013,Annual,,,,,,,,,,,
A006160,신화건설,12,2014,Annual,,,,,,,,,,,
A006160,신화건설,12,2015,Annual,,,,,,,,,,,
A006160,신화건설,12,2016,Annual,,,,,,,,,,,
A006160,신화건설,12,2017,Annual,,,,,,,,,,,
A006160,신화건설,12,2018,Annual,,,,,,,,,,,
A006160,신화건설,12,2019,Annual,,,,,,,,,,,
A006160,신화건설,12,2020,Annual,,,,,,,,,,,
A006160,신화건설,12,2021,Annual,,,,,,,,,,,
A006160,신화건설,12,2022,Annual,,,,,,,,,,,
A006240,진도물산,12,2011,Annual,,,,,,,,,,,
A006240,진도물산,12,2012,Annual,,,,,,,,,,,
A006240,진도물산,12,2013,Annual,,,,,,,,,,,
A006240,진도물산,12,2014,Annual,,,,,,,,,,,
A006240,진도물산,12,2015,Annual,,,,,,,,,,,
A006240,진도물산,12,2016,Annual,,,,,,,,,,,
A006240,진도물산,12,2017,Annual,,,,,,,,,,,
A006240,진도물산,12,2018,Annual,,,,,,,,,,,
A006240,진도물산,12,2019,Annual,,,,,,,,,,,
A006240,진도물산,12,2020,Annual,,,,,,,,,,,
A006240,진도물산,12,2021,Annual,,,,,,,,,,,
A006240,진도물산,12,2022,Annual,,,,,,,,,,,
A006250,극동전선,12,2011,Annual,23.84,0.55,7.11,48.64,94.69,10.37,"-4,299,975",0,"95,662,384","62,580,858","53,627,043"
A006250,극동전선,12,2012,Annual,19.82,0,6.4,44.81,81.2,16.61,"5,098,955",0,"117,315,364","66,325,794","73,215,451"
A006250,극동전선,12,2013,Annual,18.56,0,7.42,42.93,75.24,27.97,"13,491,751",0,"128,257,958","68,394,655","83,485,615"
A006250,극동전선,12,2014,Annual,18.5,0,5.33,43.27,76.27,30.37,"15,732,083",0,"128,724,259","69,738,183","86,258,528"
A006250,극동전선,12,2015,Annual,19.15,0,6.28,33.75,50.94,23.85,"11,348,445",0,"111,674,561","48,070,391","84,838,419"
A006250,극동전선,12,2016,Annual,19.84,0,9.37,35.44,54.89,13,"1,069,838",0,"111,124,304","49,803,344","88,901,436"
A006250,극동전선,12,2017,Annual,19.46,0,6.2,33.11,49.5,26.62,"-3,681,850",0,"108,236,884","45,356,471","88,394,884"
A006250,극동전선,12,2018,Annual,21.33,0,11.43,37.05,58.85,22.16,"-14,610,912",0,"92,236,798","44,239,837","72,321,397"
A006250,극동전선,12,2019,Annual,18.76,0,5.55,39.32,64.8,23.46,"-2,362,739",0,"89,063,788","44,614,963","71,752,491"
A006250,극동전선,12,2020,Annual,18.44,0,6.54,31.33,45.62,28.39,"66,216",0,"81,563,713","32,439,973","70,001,161"
A006250,극동전선,12,2021,Annual,16.53,0,6.18,36.79,58.21,30.97,"-2,116,050",0,"86,892,358","38,918,954","75,263,997"
A006250,극동전선,12,2022,Annual,13.84,0,5.81,38.11,61.59,46.43,"5,104,498",0,"96,840,202","44,135,954","77,817,515"
A006270,금성통신,12,2011,Annual,,,,,,,,,,,
A006270,금성통신,12,2012,Annual,,,,,,,,,,,
A006270,금성통신,12,2013,Annual,,,,,,,,,,,
A006270,금성통신,12,2014,Annual,,,,,,,,,,,
A006270,금성통신,12,2015,Annual,,,,,,,,,,,
A006270,금성통신,12,2016,Annual,,,,,,,,,,,
A006270,금성통신,12,2017,Annual,,,,,,,,,,,
A006270,금성통신,12,2018,Annual,,,,,,,,,,,
A006270,금성통신,12,2019,Annual,,,,,,,,,,,
A006270,금성통신,12,2020,Annual,,,,,,,,,,,
A006270,금성통신,12,2021,Annual,,,,,,,,,,,
A006270,금성통신,12,2022,Annual,,,,,,,,,,,
A006290,인천정유,12,2011,Annual,,,,,,,,,,,
A006290,인천정유,12,2012,Annual,,,,,,,,,,,
A006290,인천정유,12,2013,Annual,,,,,,,,,,,
A006290,인천정유,12,2014,Annual,,,,,,,,,,,
A006290,인천정유,12,2015,Annual,,,,,,,,,,,
A006290,인천정유,12,2016,Annual,,,,,,,,,,,
A006290,인천정유,12,2017,Annual,,,,,,,,,,,
A006290,인천정유,12,2018,Annual,,,,,,,,,,,
A006290,인천정유,12,2019,Annual,,,,,,,,,,,
A006290,인천정유,12,2020,Annual,,,,,,,,,,,
A006290,인천정유,12,2021,Annual,,,,,,,,,,,
A006290,인천정유,12,2022,Annual,,,,,,,,,,,
A006320,경기은행,12,2011,Annual,,,,,,,,,,,
A006320,경기은행,12,2012,Annual,,,,,,,,,,,
A006320,경기은행,12,2013,Annual,,,,,,,,,,,
A006320,경기은행,12,2014,Annual,,,,,,,,,,,
A006320,경기은행,12,2015,Annual,,,,,,,,,,,
A006320,경기은행,12,2016,Annual,,,,,,,,,,,
A006320,경기은행,12,2017,Annual,,,,,,,,,,,
A006320,경기은행,12,2018,Annual,,,,,,,,,,,
A006320,경기은행,12,2019,Annual,,,,,,,,,,,
A006320,경기은행,12,2020,Annual,,,,,,,,,,,
A006320,경기은행,12,2021,Annual,,,,,,,,,,,
A006320,경기은행,12,2022,Annual,,,,,,,,,,,
A006350,전북은행,12,2011,Annual,1.03,0.18,21.69,93.79,"1,509.72",1.54,"130,901,000","311,552,000",,,
A006350,전북은행,12,2012,Annual,1.17,0.33,22.63,93.54,"1,447.84",1,"93,485,000","389,989,000",,,
A006350,전북은행,12,2013,Annual,1.13,0.31,25.97,93.49,"1,435.67",0.88,"62,965,000","358,978,000",,,
A006350,전북은행,12,2014,Annual,1.09,0.47,27.77,93.18,"1,365.32",0.7,"50,507,000","278,734,000",,,
A006350,전북은행,12,2015,Annual,0.99,0.35,28.66,92.64,"1,259.31",0.88,"63,658,000","229,420,000",,,
A006350,전북은행,12,2016,Annual,0.95,0.63,30.64,92.44,"1,222.87",0.84,"56,158,000","203,575,000",,,
A006350,전북은행,12,2017,Annual,0.89,0.48,31.45,93.22,"1,375.80",0.85,"98,290,000","221,536,000",,,
A006350,전북은행,12,2018,Annual,0.9,0.44,29.26,92.48,"1,229.26",1,"142,036,000","260,494,000",,,
A006350,전북은행,12,2019,Annual,1.04,0.45,30.56,91.9,"1,134.67",1.18,"169,368,000","259,007,000",,,
A006350,전북은행,12,2020,Annual,1,0.4,32.21,91.96,"1,143.47",0.97,"140,037,000","205,446,000",,,
A006350,전북은행,12,2021,Annual,0.98,0.41,32.04,91.63,"1,094.35",0.93,"243,130,000","160,559,000",,,
A006350,전북은행,12,2022,Annual,0.93,0.42,23.55,92.1,"1,165.53",0.93,"274,146,000","307,781,000",,,
A006510,인켈,12,2011,Annual,,,,,,,,,,,
A006510,인켈,12,2012,Annual,,,,,,,,,,,
