Symbol,Name,결산월,회계년,주기,매출액(천원),매출채권(천원),매출원가(천원),유동자산(천원),재고자산(천원),유형자산(천원),총자산(천원),판매비와관리비(천원),당기순이익(천원),유동부채(천원),비유동부채(천원),영업활동으로인한현금흐름(천원),영업이익(천원),유무형자산상각비(천원)
A035510,신세계 I&C,12,2012,Annual,"297,112,700","37,026,285","241,759,933","134,061,468","11,404,481","32,906,880","190,095,817","36,514,612","15,008,355","43,169,262","5,101,322","26,639,045","18,838,154","3,684,284"
A035510,신세계 I&C,12,2013,Annual,"239,782,313","31,772,335","188,214,832","142,024,592","10,270,203","32,197,309","194,840,188","33,973,782","12,806,241","36,951,842","4,826,463","20,323,943","17,593,699","4,061,474"
A035510,신세계 I&C,12,2014,Annual,"228,062,491","33,073,826","181,447,313","154,087,256","11,466,965","33,480,954","208,888,645","31,107,730","12,106,513","42,195,550","5,237,850","14,776,000","15,507,447","3,196,330"
A035510,신세계 I&C,12,2015,Annual,"261,095,043","37,146,419","207,927,504","139,002,575","12,457,953","46,093,559","217,272,280","42,191,619","6,810,191","47,159,063","3,948,486","15,878,503","10,975,920","3,924,154"
A035510,신세계 I&C,12,2016,Annual,"296,339,096","41,705,378","247,790,159","141,747,632","4,117,195","49,993,976","220,857,555","39,825,111","2,546,301","53,036,009","2,248,256","25,452,025","8,723,826","4,578,084"
A035510,신세계 I&C,12,2017,Annual,"320,149,548","45,897,526","263,644,677","147,131,501","8,513,214","55,681,134","227,007,557","41,054,601","9,918,388","59,137,009","1,525,098","16,472,342","15,450,270","5,044,138"
A035510,신세계 I&C,12,2018,Annual,"373,531,202","75,240,615","313,141,659","228,187,296","15,058,428","68,084,308","305,761,482","45,494,843","29,255,441","111,733,398","1,757,929","13,753,810","14,894,699","5,241,830"
A035510,신세계 I&C,12,2019,Annual,"456,039,721","61,929,247","388,995,578","182,596,149","18,139,722","94,446,274","289,754,543","48,549,753","10,657,453","89,070,983","1,447,828","-2,353,743","18,494,390","5,680,254"
A035510,신세계 I&C,12,2020,Annual,"480,307,842","70,287,233","412,639,568","146,747,470","18,395,551","94,630,295","283,666,197","37,656,970","69,575,051","64,925,092","7,410,839","37,226,917","30,011,304","3,477,180"
A035510,신세계 I&C,12,2021,Annual,"526,089,048","72,827,362","456,265,177","178,685,999","19,047,213","103,111,267","354,134,942","34,296,776","39,007,331","69,795,785","8,035,718","31,880,470","35,527,094","2,828,968"
A035510,신세계 I&C,12,2022,Annual,"596,870,395","103,887,183","519,093,946","280,868,426","38,715,692","117,182,655","482,934,080","40,247,934","84,057,402","110,098,377","8,900,362","18,649,949","37,528,515","3,084,217"
A090350,노루페인트,12,2011,Annual,"387,071,804","112,033,847","313,995,580","191,644,513","46,568,604","244,322,383","489,270,350","59,385,662","9,018,962","170,512,763","96,293,256","21,633,282","13,690,563","1,630,609"
A090350,노루페인트,12,2012,Annual,"418,644,745","115,622,927","333,530,091","202,552,972","53,201,534","259,575,421","527,545,682","67,762,911","4,594,714","146,513,077","158,327,379","-5,557,404","17,351,743","2,000,597"
A090350,노루페인트,12,2013,Annual,"433,477,073","129,541,923","338,930,285","195,812,156","53,294,151","263,587,883","528,887,786","73,544,190","11,801,316","205,488,187","92,754,674","15,754,793","21,002,598","2,407,681"
A090350,노루페인트,12,2014,Annual,"458,147,572","137,738,448","348,902,977","206,437,132","52,303,959","268,565,816","544,220,095","82,258,182","15,348,682","187,498,441","115,463,277","26,737,511","26,986,413","2,694,992"
A090350,노루페인트,12,2015,Annual,"461,646,501","137,514,376","342,654,487","218,364,225","58,441,580","268,708,294","572,890,897","88,313,613","32,736,913","168,645,278","133,045,326","28,906,227","30,678,401","3,085,484"
A090350,노루페인트,12,2016,Annual,"478,935,529","143,031,124","350,471,794","224,885,059","49,063,932","272,533,101","570,582,358","97,270,450","9,500,106","178,910,391","115,217,935","44,454,802","31,193,284","3,382,882"
A090350,노루페인트,12,2017,Annual,"551,409,798","147,152,501","420,206,043","225,505,624","57,148,635","284,787,582","591,817,509","103,450,336","29,444,479","185,725,899","107,061,786","33,336,696","27,753,419","4,469,495"
A090350,노루페인트,12,2018,Annual,"614,726,256","157,466,024","483,753,501","239,631,541","60,365,063","287,200,884","607,444,943","108,305,781","12,742,107","196,120,881","103,518,199","13,983,628","22,666,974","4,543,148"
A090350,노루페인트,12,2019,Annual,"647,452,120","145,172,424","500,399,179","263,742,589","69,994,145","289,546,656","627,342,505","117,890,331","18,899,753","194,853,854","110,120,040","59,239,359","29,162,610","6,021,907"
A090350,노루페인트,12,2020,Annual,"642,935,197","151,076,847","496,251,740","302,997,190","78,142,777","288,587,027","666,659,131","114,386,414","17,981,479","254,383,265","78,413,710","39,913,309","32,297,043","6,210,295"
A090350,노루페인트,12,2021,Annual,"730,931,676","155,296,721","598,878,502","303,768,290","77,856,029","291,028,364","670,646,934","106,528,009","14,445,731","209,944,463","115,711,032","23,768,428","25,525,165","5,474,907"
A090350,노루페인트,12,2022,Annual,"747,090,556","148,659,509","611,491,821","308,281,426","80,861,911","289,872,793","668,177,302","109,851,941","11,548,262","217,385,648","98,118,238","40,149,582","25,746,794","4,134,171"
A004250,NPC,12,2011,Annual,"271,003,561","64,667,758","228,175,365","109,717,368","22,697,708","74,848,002","238,925,909","25,279,312","13,421,801","81,998,956","37,195,801","14,466,363","17,548,884","617,979"
A004250,NPC,12,2012,Annual,"280,164,147","65,483,488","233,411,179","102,631,814","24,332,953","90,806,797","258,055,159","29,175,038","19,675,937","83,539,108","36,483,624","23,042,980","17,577,930","783,482"
A004250,NPC,12,2013,Annual,"323,743,045","73,135,410","273,657,406","110,787,728","25,458,227","112,182,090","305,246,755","31,475,904","25,992,616","87,419,276","57,279,579","23,446,349","18,609,734","858,728"
A004250,NPC,12,2014,Annual,"337,771,474","73,027,751","288,618,254","110,274,576","27,029,493","100,676,972","305,664,451","31,779,168","26,396,983","91,347,704","29,358,224","15,513,508","17,374,052","760,718"
A004250,NPC,12,2015,Annual,"376,543,632","96,182,266","320,069,459","128,248,337","22,683,228","111,699,658","343,957,222","34,268,436","24,778,336","120,119,718","15,053,373","21,768,413","22,205,737","809,829"
A004250,NPC,12,2016,Annual,"377,902,987","93,923,243","323,387,528","171,153,721","24,101,394","143,855,864","399,309,178","38,866,067","40,482,479","140,659,938","12,328,207","39,205,308","15,649,393","898,876"
A004250,NPC,12,2017,Annual,"386,317,373","80,258,201","331,222,538","171,803,325","31,851,349","163,812,998","380,369,494","38,405,909","11,767,365","119,201,699","10,610,931","29,356,180","16,688,926","1,431,548"
A004250,NPC,12,2018,Annual,"414,890,304","80,112,075","359,091,588","173,386,989","41,861,729","182,589,998","392,840,424","40,879,982","11,848,739","122,451,650","9,378,754","38,770,703","14,918,734","2,429,437"
A004250,NPC,12,2019,Annual,"454,467,519","75,312,525","390,541,343","166,425,321","36,843,339","181,900,051","403,765,363","44,083,291","14,370,310","99,474,773","20,087,749","40,289,811","19,842,885","2,640,522"
A004250,NPC,12,2020,Annual,"431,333,367","64,732,626","368,759,400","165,595,946","27,986,713","181,878,041","410,578,593","41,881,465","18,864,944","98,320,023","16,875,182","70,138,976","20,692,503","2,834,506"
A004250,NPC,12,2021,Annual,"486,902,151","77,799,930","411,098,784","157,573,259","33,142,058","205,365,254","499,980,383","47,531,556","26,181,241","134,474,402","42,299,935","45,283,732","28,271,811","2,535,937"
A004250,NPC,12,2022,Annual,"544,581,476","78,901,042","465,185,223","164,109,366","29,472,269","232,615,569","527,275,693","55,913,123","28,189,180","151,332,618","31,528,652","64,028,206","23,483,130","2,433,615"
A007160,사조산업,12,2011,Annual,"1,021,509,338","77,274,585","849,923,636","366,095,502","148,718,037","448,733,403","1,138,408,934","97,817,315","56,448,364","552,678,519","245,799,915","-44,265,872","73,768,388","1,235,629"
A007160,사조산업,12,2012,Annual,"1,554,419,752","120,643,365","1,354,151,785","570,082,030","267,129,868","557,944,817","1,460,206,578","151,593,776","15,761,337","749,122,167","267,440,971","11,033,000","48,674,190","1,888,906"
A007160,사조산업,12,2013,Annual,"1,566,968,038","118,253,362","1,373,516,223","563,198,769","251,077,436","566,148,682","1,458,790,805","164,882,003","-11,810,645","751,396,766","271,349,291","10,380,972","28,569,812","2,040,469"
A007160,사조산업,12,2014,Annual,"1,304,989,109","87,648,542","1,101,526,001","388,086,246","150,197,629","490,308,683","1,212,461,372","145,668,907","31,749,442","591,021,590","191,021,975","75,160,719","57,794,200","1,765,040"
A007160,사조산업,12,2015,Annual,"905,167,750","40,117,820","775,138,094","242,661,009","92,351,981","390,346,676","903,081,490","95,951,672","24,383,599","413,066,472","112,254,625","35,899,222","34,077,983","1,197,202"
A007160,사조산업,12,2016,Annual,"702,112,598","55,682,732","605,209,533","256,542,237","101,649,985","410,954,172","1,010,707,866","47,659,567","30,055,721","438,583,626","164,425,750","38,318,423","49,243,498","778,108"
A007160,사조산업,12,2017,Annual,"816,027,207","56,602,111","706,779,308","271,494,824","118,153,337","430,292,503","1,057,266,170","50,130,272","54,127,598","424,026,848","167,633,772","66,405,115","59,117,627","750,678"
A007160,사조산업,12,2018,Annual,"782,090,587","42,907,357","688,994,639","355,385,071","162,029,819","466,313,788","1,175,998,145","38,796,540","41,196,835","423,900,880","242,282,231","16,442,563","54,299,408","1,091,657"
A007160,사조산업,12,2019,Annual,"735,428,243","53,143,833","678,930,013","325,688,127","118,664,341","460,832,914","1,137,411,086","38,262,986","-14,445,129","369,626,856","282,763,125","36,530,381","18,235,243","1,596,788"
A007160,사조산업,12,2020,Annual,"621,927,420","47,945,848","567,117,656","306,932,323","89,525,811","429,463,313","1,087,398,591","32,892,649","12,133,246","350,479,111","233,735,807","55,288,539","21,917,115","1,631,427"
A007160,사조산업,12,2021,Annual,"590,393,764","53,048,976","509,272,807","320,683,528","92,475,659","422,122,473","1,113,856,493","31,883,491","55,325,013","384,178,386","163,929,668","49,291,294","49,237,466","1,631,427"
A007160,사조산업,12,2022,Annual,"660,986,319","76,649,705","571,092,546","338,171,211","137,808,032","424,066,596","1,166,611,978","34,720,219","80,131,865","429,303,022","94,072,957","-272,131","55,173,554","1,889,600"
