Symbol,Name,회계년,매출총이익률(%),영업이익률(%),당기순이익률(%),자본금영업이익률(%),영업수익/영업비용(%),세전계속사업이익률(%),자본금세전계속사업이익률(%),자본금지배주주순이익률(%),매출액증가율(전년동기)(%),영업이익증가율(전년동기)(%),당기순이익증가율(전년동기)(%),총자본증가율(전년동기)(%),유형자산증가율(전년동기)(%),부채비율(%),유동비율(%),당좌비율(%),현금비율(%),유형자산구성비율(%),무형자산구성비율(%),판관비율(%),타인자본비율(%),총자산회전율(회),매출채권회전율(회),재고자산회전율(회),총부채회전율(회),총자본회전율(회),자본금회전율(회),현금흐름/총부채(%),현금흐름/영업수익(%),현금흐름/총자본(%),DSRI,GMI,AQI,SGI,DEPI,SGAI,LVGI,TATA,manipulate
A007700,F&F홀딩스,2015,57.38,5.06,3.16,242.87,105.33,4.28,205.62,151.63,22.8,55.53,-13.3,5.06,-14.6,69.06,150.36,49.62,0.07,24.76,0.26,52.32,40.85,1.15,7.33,3.48,2.77,1.95,48.02,14.33,5.18,10.12,0.86,1.05,1.19,1.23,0.06,0.93,0.97,0.01,0.0
A007700,F&F홀딩스,2016,58.2,10.24,7.97,583.58,111.41,10.63,605.5,453.86,18.65,140.28,199.33,16.4,-4.82,34.85,250.07,110.19,13.55,25.38,0.33,47.96,25.84,1.39,8.04,4.39,4.13,2.09,56.98,39.51,9.57,20.01,0.93,0.99,0.85,1.19,0.08,0.92,0.63,-0.03,0.0
A007700,F&F홀딩스,2017,65.68,17.45,13.32,1271.26,121.14,17.69,1288.38,970.22,27.86,117.84,113.77,30.71,6.16,35.34,243.32,143.34,29.88,20.54,0.84,48.23,26.11,1.59,7.57,5.77,6.13,2.15,72.85,90.19,14.71,31.68,1.24,0.89,0.75,1.28,0.08,1.01,1.01,0.08,0.0
A007700,F&F홀딩스,2018,66.16,14.12,16.5,1184.93,116.45,21.42,1796.75,1384.52,15.17,-6.79,42.7,32.44,62.0,24.68,293.82,134.68,9.27,27.27,0.75,52.04,19.79,1.46,7.3,5.04,6.44,1.88,83.9,114.87,17.84,33.61,0.82,0.99,0.94,1.15,0.09,1.08,0.76,0.13,0.0
A007700,F&F홀딩스,2019,66.96,17.97,13.38,2065.59,121.91,18.15,2086.56,1537.96,37.01,74.32,11.08,25.33,16.15,34.21,258.68,146.39,11.83,23.48,0.57,48.99,25.49,1.55,9.58,5.59,6.71,2.01,114.95,104.73,15.62,31.39,0.84,0.99,1.26,1.37,0.06,0.94,1.29,0.02,0.0
A007700,F&F홀딩스,2020,33.63,-209.01525000000007,428.49325000000283,-39.61,30.31,-134.24,-23.12,1582.17,-99.85,-101.92,2.87,21.41,-59.35,41.39,239.33,174.44,26.15,7.46,1.15,240.30600000000004,29.27,0.0,0.01,0.01,0.01,0.0,0.17,69.66,434.1897500000001,26.57,10.316250000000034,1.99,1.77,0.0,0.11,5.38,1.15,-0.18,0.0
A007700,F&F홀딩스,2021,93.04,31.97,428.49325000000283,6.86,146.99,327.4315,109.57,6958.273000000001,120.41,-130.64,1418.19,220.51,-50.2,0.93,570.5,570.5,303.27,1.62,0.0,61.07,0.93,0.0,0.06,0.04,0.02,0.0,0.21,458.8342500000002,434.1897500000001,148.56,0.01,0.36,2.84,2.2,0.26,0.23,0.03,-0.04,0.0
A006360,GS건설,2012,7.39,1.56,1.4,52.24,101.59,2.04,68.14,46.72,0.07,-64.76,-71.12,1.87,-1.39,165.33,150.84,145.23,27.38,10.15,0.5,5.82,62.31,0.83,3.79,32.35,1.32,2.24,33.45,2.47,1.87,4.18,0.66,1.5,1.18,1.0,0.04,0.87,0.98,0.04,0.0
A006360,GS건설,2013,-7.44,-13.12,-11.78,-404.47,88.4,-14.36,-442.87,-363.15,-7.84,-874.23,-877.3,-22.42,-1.1,262.85,133.38,129.7,27.74,9.46,0.47,5.68,72.44,0.75,4.22,33.54,1.11,2.3,30.83,-12.56,-11.36,-26.12,1.17,-0.99,1.01,0.92,0.04,0.97,1.16,0.0,0.0
A006360,GS건설,2014,3.86,0.15,-0.96,4.16,100.15,-0.64,-17.59,-26.25,6.25,-101.23,-91.36,13.23,10.94,240.32,137.69,130.52,32.45,9.88,0.44,3.71,70.62,0.75,5.05,27.56,1.05,2.62,27.39,-0.62,-0.59,-1.55,0.67,-1.93,1.1,1.06,0.03,0.65,0.97,-0.05,0.0
A006360,GS건설,2015,5.49,1.52,-0.36,38.93,101.55,-0.9,-22.98,-9.31,8.58,989.62,-58.73,-0.54,5.41,251.73,135.27,126.17,34.78,10.13,0.39,3.97,71.57,0.78,5.51,18.81,1.09,2.69,25.55,0.13,0.11,0.31,1.28,0.7,0.81,1.09,0.03,1.07,1.01,-0.0,0.0
A006360,GS건설,2016,6.82,3.88,-0.38,109.24,104.04,-0.21,-6.04,-10.71,10.21,180.64,15.02,-0.37,-29.41,266.87,135.75,126.5,31.44,6.88,0.39,2.94,72.74,0.83,4.99,17.21,1.15,2.98,28.16,0.12,0.1,0.3,0.99,0.81,1.16,1.1,0.03,0.74,1.02,0.02,0.0
A006360,GS건설,2017,7.65,3.56,-0.09,107.77,103.69,-0.08,-2.29,-2.76,8.16,-0.88,-74.11,0.13,-4.13,278.79,109.11,99.24,28.42,6.38,0.33,4.09,73.6,0.86,4.56,15.86,1.18,3.22,30.31,0.33,0.28,0.91,1.17,0.89,1.23,1.08,0.05,1.39,1.01,0.03,0.0
A006360,GS건설,2018,12.69,8.33,5.08,259.92,109.09,7.2,224.56,158.43,9.01,155.45,-6183.68,12.41,-6.94,193.54,121.75,109.64,23.85,6.82,0.38,4.36,65.93,0.99,5.31,16.1,1.42,3.31,31.2,7.63,5.39,17.83,0.62,0.6,1.11,1.09,0.05,1.07,0.9,-0.0,0.0
A006360,GS건설,2019,13.26,7.18,4.66,170.73,107.73,6.84,162.68,110.71,-19.52,-30.65,-26.22,10.32,8.05,175.74,121.96,111.5,29.21,7.11,0.39,6.08,63.73,0.84,5.37,15.67,1.3,2.39,23.78,7.5,5.78,13.81,1.2,0.96,1.36,0.8,0.05,1.4,0.97,-0.01,0.0
A006360,GS건설,2020,15.5,7.68,3.68,169.94,108.32,5.36,118.53,81.33,-6.26,0.33,-25.96,6.22,-1.27,168.57,131.14,111.08,38.48,6.79,0.46,7.82,62.77,0.76,5.85,12.5,1.2,2.07,22.12,5.73,4.76,9.86,0.8,0.86,1.06,0.94,0.12,1.29,0.98,0.0,0.0
A006360,GS건설,2021,14.22,6.6,4.07,123.83,107.07,5.93,111.27,76.29,-12.32,-24.65,-2.99,9.4,-1.31,165.32,108.76,94.56,35.16,6.2,0.48,7.62,62.31,0.63,5.2,9.16,1.01,1.68,18.75,5.23,5.18,8.73,1.48,1.09,1.07,0.88,0.11,0.97,0.99,-0.03,0.0
A006360,GS건설,2022,9.41,3.26,2.79,65.67,103.37,4.19,84.33,56.24,10.49,-45.41,-24.12,2.02,0.21,158.24,107.66,96.01,20.47,6.25,0.41,6.15,61.28,0.67,5.43,11.88,1.09,1.76,20.13,4.25,3.9,6.87,0.79,1.51,1.0,1.1,0.1,0.81,0.98,0.03,0.0
A012630,HDC,2012,6.81,2.99,0.43,17.53,103.09,1.75,10.22,2.52,-28.83,-81.49,-95.81,-1.61,12.36,124.69,200.67,102.75,14.72,6.15,0.15,3.82,55.49,0.38,2.16,1.09,0.68,0.87,5.86,0.63,0.93,0.81,1.15,2.9,1.09,0.71,0.03,0.46,0.98,0.0,0.0
A012630,HDC,2013,1.87,-7.09,-7.32,-54.08,93.38,-9.16,-69.96,-55.91,30.35,-408.51,-2319.22,-9.27,6.17,135.68,177.39,97.82,11.61,6.86,0.15,8.96,57.57,0.52,3.08,1.55,0.92,1.2,7.63,-6.13,-6.64,-7.97,0.8,3.64,1.1,1.3,0.03,2.35,1.04,-0.08,0.0
A012630,HDC,2014,9.14,4.93,1.28,41.22,105.19,2.03,17.01,10.72,9.55,-176.22,-119.18,1.35,-3.32,114.32,171.42,107.77,9.58,7.19,0.15,4.21,53.34,0.61,3.74,2.12,1.1,1.37,8.36,2.12,1.93,2.65,0.7,0.2,1.05,1.1,0.05,0.47,0.93,-0.06,0.0
A012630,HDC,2015,16.38,8.76,5.1,77.76,109.6,6.9,61.28,45.26,6.19,88.62,322.14,5.69,-4.0,83.54,183.72,130.48,28.17,7.63,0.16,7.63,45.52,0.71,4.8,3.22,1.43,1.41,8.88,8.15,5.71,8.03,0.85,0.56,1.27,1.06,0.05,1.81,0.85,-0.14,0.0
A012630,HDC,2016,18.07,11.6,7.91,107.96,113.12,10.72,99.76,73.57,4.79,38.84,62.54,9.65,-2.6,78.75,195.81,156.87,67.52,6.96,0.15,6.47,44.06,0.76,5.52,4.93,1.69,1.37,9.31,14.26,8.44,11.56,0.88,0.91,0.94,1.05,0.06,0.85,0.97,-0.08,0.0
A012630,HDC,2017,27.38,-23.59,428.49325000000283,-1.89,80.92,-120.66,-9.67,89.95,-99.14,-101.75,22.27,5.27,16.37,89.76,189.14,166.46,59.94,7.25,0.13,50.97,47.3,0.01,0.04,0.06,0.01,0.01,0.08,15.25,434.1897500000001,12.87,10.316250000000034,0.66,0.91,0.01,0.05,6.160750000000009,1.07,-0.06,0.0
A012630,HDC,2018,51.24,22.75,428.49325000000283,3.34,129.44,27.85,4.09,251.64,64.29,-258.43,150.73,-33.67,-99.22,2.47,957.9,957.9,725.0,0.16,0.04,28.49,2.41,0.01,0.1,0.23,0.04,0.02,0.15,66.68,434.1897500000001,36.64,0.0,0.53,3.56,1.64,0.04,0.56,0.05,-0.07,0.0
A294870,HDC현대산업개발,2019,17.45,13.02,10.11,249.63,114.97,13.53,259.29,193.78,50.74,74.0,86.95,21.75,-1.95,96.89,187.42,158.23,20.47,8.8,0.17,4.43,49.21,0.91,10.07,6.6,1.63,2.07,19.17,17.4,10.7,22.11,0.52,0.89,1.4,1.51,0.02,1.03,0.79,0.15,0.0
A294870,HDC현대산업개발,2020,20.99,15.93,6.52,212.26,118.95,9.98,133.03,86.87,-13.1,6.29,-43.96,23.64,-6.9,121.62,192.35,174.09,20.74,5.89,0.19,5.07,54.88,0.69,10.12,7.68,1.32,1.46,13.33,9.9,7.49,10.95,1.1,0.83,0.92,0.87,0.06,1.14,1.12,0.14,0.0
A294870,HDC현대산업개발,2021,16.17,10.07,7.0,104.8,111.19,10.91,113.63,72.87,-6.25,-40.75,0.66,7.45,-6.02,114.14,188.82,155.82,12.44,5.33,0.17,6.1,53.3,0.55,9.47,5.28,1.01,1.2,10.41,8.22,8.1,9.67,1.12,1.3,1.11,0.94,0.09,1.2,0.97,0.03,0.0
A294870,HDC현대산업개발,2022,8.93,3.35,1.11,33.39,103.47,3.21,32.01,11.1,-4.29,-68.14,-84.76,0.05,13.26,137.75,173.12,122.74,17.46,5.44,0.17,5.58,57.94,0.49,8.74,2.71,0.88,1.1,9.96,2.19,2.5,2.76,1.07,1.81,0.98,0.96,0.1,0.92,1.09,0.25,0.0
A097230,HJ중공업,2012,7.44,1.44,0.66,11.84,101.46,1.26,10.36,5.42,-14.48,-29.57,-111.25,-0.61,-5.88,218.65,113.85,106.16,29.3,22.63,0.22,5.99,68.62,0.34,2.27,11.42,0.49,1.06,8.2,1.19,2.42,2.57,1.33,0.92,0.96,0.86,0.03,1.17,1.01,0.04,0.0
A097230,HJ중공업,2013,1.37,-5.66,-11.04,-37.12,94.64,-14.51,-95.12,-72.37,-2.7,-481.61,-1726.02,-3.16,-1.03,223.6,78.29,58.64,17.91,22.77,0.22,7.03,69.1,0.33,3.27,5.91,0.48,1.05,6.56,-4.42,-9.3,-9.77,0.28,5.43,1.2,0.97,0.03,1.17,1.01,0.01,0.0
A097230,HJ중공업,2014,0.04,-5.91,-16.79,-24.77,94.42,-17.92,-75.14,-70.43,-6.66,-2.62,42.03,-12.28,-4.99,235.64,84.34,63.48,9.77,23.78,0.24,5.95,70.21,0.32,5.95,3.79,0.46,1.06,4.19,-6.96,-15.03,-15.96,1.5,14.067000000000023,0.94,0.93,0.02,0.85,1.02,-0.0,1.0
A097230,HJ중공업,2015,1.06,-7.35,-19.18,-29.35,93.15,-22.56,-90.06,-76.54,13.47,41.29,29.57,-25.02,-3.15,276.52,62.02,34.12,3.09,27.38,0.2,8.41,73.44,0.42,7.33,3.46,0.58,1.47,3.99,-10.31,-17.7,-26.09,0.51,0.04,0.89,1.13,0.02,1.41,1.05,-0.06,1.0
A097230,HJ중공업,2016,7.89,2.56,-16.25,9.47,102.62,-16.45,-60.92,-60.17,-5.52,-132.85,-19.94,-21.94,-15.31,325.65,100.16,67.73,6.19,26.27,0.19,5.33,76.51,0.46,8.13,3.11,0.61,1.82,3.7,-9.12,-14.9,-27.19,1.39,0.13,0.9,0.94,0.02,0.63,1.04,-0.01,0.0
A097230,HJ중공업,2017,11.07,4.99,-17.21,16.35,105.25,-17.12,-56.08,-56.39,-9.91,75.76,-4.58,-39.19,-36.97,487.9,54.92,29.04,4.24,19.72,0.14,6.09,82.99,0.48,8.3,2.96,0.6,2.33,3.28,-9.7,-16.09,-37.53,0.61,0.71,1.16,0.9,0.02,1.14,1.08,-0.09,0.0
A097230,HJ중공업,2018,11.41,-3.77,-55.03,-12.45,96.37,-56.61,-186.94,-181.7,0.78,-176.15,222.2,-170.81,-2.52,0.0,92.79,57.94,15.34,26.66,0.16,15.18,116.7,0.61,13.93,2.98,0.63,21.29,3.3,-34.26,-54.16,-362.8717500000001,0.69,0.97,0.4,1.01,0.03,2.49,1.41,-0.1,0.0
A097230,HJ중공업,2019,10.59,4.79,-4.58,16.28,105.03,-3.79,-12.88,-15.56,-8.08,-216.74,-92.36,-161.98,-3.71,897.14,70.61,50.85,6.65,24.86,0.1,5.8,89.97,0.66,13.46,3.64,0.64,0.0,3.4,-2.11,-3.28,0.0,1.45,1.08,1.45,0.92,0.02,0.38,0.77,-0.03,0.0
A097230,HJ중공업,2020,7.66,3.01,4.52,12.27,103.11,0.65,2.66,18.39,5.29,-33.7,-203.94,29.58,-3.09,583.21,103.45,87.25,20.73,27.14,0.11,4.65,85.36,0.73,17.66,6.38,0.83,5.97,4.07,4.69,5.66,33.77,0.39,1.38,1.07,1.05,0.03,0.8,0.95,-0.09,0.0
A097230,HJ중공업,2021,-1.22,-6.4,-8.21,-26.22,93.98,-9.25,-37.9,-33.62,0.66,-313.73,-282.87,34.89,55.11,450.92,100.15,84.62,12.49,38.7,0.1,5.18,81.85,0.75,27.87,10.86,0.89,4.53,4.1,-6.34,-7.1,-32.17,1.2,-6.27,0.89,1.01,0.03,1.11,0.96,0.0,0.0
A097230,HJ중공업,2022,5.39,0.36,-2.81,1.53,100.36,-2.89,-12.41,-12.05,4.78,-105.82,-64.15,-10.88,-30.21,565.7,101.02,86.84,7.22,25.08,0.09,5.03,84.98,0.72,17.65,10.28,0.87,4.37,4.29,-1.48,-1.71,-7.46,1.93,-0.23,0.89,1.05,0.02,0.97,1.04,-0.03,0.0
A014790,HL D&I,2012,5.53,-11.73,-12.06,-185.46,89.5,-15.93,-251.79,-190.63,11.12,-621.21,1028.46,-28.75,6.19,559.51,111.88,87.71,1.36,0.56,0.59,17.26,84.84,0.81,3.53,5.55,1.0,4.42,15.81,-11.83,-11.85,-52.39,0.76,1.83,1.24,1.11,0.16,2.27,1.08,0.03,0.0
A014790,HL D&I,2013,-1.15,-19.28,-28.26,-163.0,83.83,-32.5,-274.72,-238.9,-21.78,28.57,83.33,-19.73,81.59,572.74,74.57,56.79,3.13,1.23,1.34,18.13,85.14,0.69,4.28,5.33,0.82,4.61,8.45,-22.83,-28.0,-129.07,0.52,-4.8,1.41,0.78,0.23,1.05,1.0,-0.13,0.0
A014790,HL D&I,2014,7.4,0.78,3.16,5.21,100.79,7.26,48.37,21.03,-3.93,-103.89,-110.73,16.81,-20.21,357.83,79.31,73.76,3.84,1.24,1.36,6.62,78.16,0.82,7.86,10.4,1.0,4.59,6.66,3.45,3.44,15.78,0.83,-0.16,1.14,0.96,0.14,0.36,0.92,-0.04,0.0
A014790,HL D&I,2015,8.51,1.58,-2.46,9.94,101.61,-2.22,-13.91,-15.47,-3.86,94.68,-175.06,-13.7,10.48,414.32,51.33,50.18,6.41,1.41,1.27,6.93,80.56,0.91,8.01,46.57,1.14,4.39,6.28,-2.41,-2.1,-9.24,1.17,0.87,1.06,0.96,0.18,1.05,1.03,-0.03,0.0
A014790,HL D&I,2016,11.65,5.19,1.1,31.21,105.47,1.77,10.64,6.6,0.36,228.94,-144.71,11.83,4.93,267.21,62.67,51.51,4.25,1.85,1.49,6.46,72.77,1.03,11.5,30.39,1.33,4.49,6.01,1.83,1.37,6.14,0.32,0.73,1.04,1.0,0.19,0.93,0.9,-0.02,0.0
A014790,HL D&I,2017,11.45,6.97,3.7,43.44,107.49,5.17,32.23,23.04,7.1,43.85,260.47,15.33,-43.97,203.71,58.5,51.72,2.33,1.09,1.54,4.48,67.07,1.27,22.93,24.14,1.82,4.23,6.23,7.17,3.95,16.73,1.15,1.02,1.05,1.07,0.14,0.69,0.92,0.07,0.0
A014790,HL D&I,2018,10.77,4.04,-1.23,19.68,104.21,2.33,11.36,-6.0,-19.89,-53.55,-126.72,-12.6,-11.37,255.8,72.03,71.35,9.96,0.94,1.5,6.72,71.89,1.03,10.75,48.21,1.48,3.38,4.87,-1.48,-1.0,-3.37,2.62,1.06,0.92,0.8,0.23,1.5,1.07,0.05,0.0
A014790,HL D&I,2019,10.69,4.02,-1.35,19.64,104.19,-1.37,-6.69,-6.58,2.85,2.26,12.38,-4.52,643.4305000000028,283.56,61.21,60.58,4.65,8.3,1.44,6.68,73.93,1.03,7.93,289.7,1.42,3.81,4.89,0.42,0.29,1.12,1.03,1.01,0.98,1.03,0.2,0.99,1.03,0.03,0.0
A014790,HL D&I,2020,10.64,5.57,6.57,32.78,105.9,7.99,46.96,38.61,20.32,66.92,-686.69,29.82,9.77,230.52,105.79,89.23,4.5,8.14,0.28,5.06,69.74,1.16,8.2,30.67,1.61,4.09,5.88,12.8,7.94,32.45,1.05,1.01,0.83,1.2,0.17,0.76,0.94,0.1,0.0
A014790,HL D&I,2021,11.19,4.96,3.52,27.23,105.21,4.57,25.12,19.34,-6.54,-16.91,-49.91,-0.73,-1.6,273.82,113.05,86.47,4.93,7.13,0.29,6.23,73.25,0.96,6.71,10.09,1.35,3.39,5.5,7.5,5.58,18.91,1.12,0.95,0.87,0.93,0.16,1.23,1.05,0.05,0.0
A014790,HL D&I,2022,8.65,2.72,1.32,15.33,102.8,2.02,11.35,7.42,2.36,-43.72,-61.63,0.69,-14.75,252.5,104.56,73.92,3.43,6.41,0.25,5.93,71.63,0.96,7.27,7.32,1.32,3.47,5.62,3.82,2.9,10.06,0.83,1.29,1.07,1.02,0.21,0.95,0.98,0.02,0.0
A204320,HL만도,2015,11.83,2.03,1.49,133.72,102.07,2.15,141.54,97.86,195.47,401.38,27.37,21.96,-1.07,175.68,74.77,63.05,4.8,36.14,4.91,9.8,63.73,1.14,5.72,24.02,1.7,3.4,65.89,9.41,5.52,18.78,0.33,0.89,1.05,2.95,0.04,1.05,0.92,-0.05,0.0
A204320,HL만도,2016,12.48,1.91,1.6,127.52,101.94,1.75,117.03,107.31,1.53,-4.63,9.66,1.57,-2.83,176.76,98.92,82.58,5.35,34.44,6.3,10.58,63.87,1.13,5.57,22.32,1.77,3.12,66.9,9.69,5.48,17.07,1.09,0.95,1.04,1.02,0.11,1.08,1.0,-0.03,0.0
A204320,HL만도,2017,8.85,-2.36,-2.78,-155.43,97.7,-4.16,-274.33,-183.22,-1.47,-221.88,-270.74,-12.96,-1.43,206.6,68.45,56.28,4.26,35.21,7.45,11.21,67.38,1.12,5.84,22.46,1.71,3.26,65.92,2.37,1.38,4.51,0.8,1.41,1.12,0.99,0.11,1.06,1.06,-0.09,0.0
A204320,HL만도,2018,12.19,3.03,1.87,200.55,103.12,1.74,114.97,123.57,0.41,-229.03,-167.44,2.6,-4.62,199.31,74.89,62.5,5.63,33.53,7.07,9.16,66.59,1.15,6.41,24.15,1.71,3.47,66.2,10.97,6.41,22.25,1.07,0.73,0.99,1.0,0.12,0.82,0.99,-0.02,0.0
A204320,HL만도,2019,14.62,4.36,2.59,308.63,104.56,3.49,247.06,183.12,6.92,53.89,48.19,5.2,-2.66,194.16,102.46,85.35,9.45,31.57,5.24,10.26,66.0,1.2,6.4,24.15,1.82,3.57,70.77,12.63,6.96,24.85,1.0,0.83,0.98,1.07,0.13,1.12,0.99,0.05,0.0
A204320,HL만도,2020,11.0,-0.35,0.69,-22.73,99.65,0.02,1.14,44.04,-9.44,-107.37,-75.95,16.12,21.61,185.89,97.98,83.61,36.36,34.02,3.31,11.35,65.02,1.01,6.32,19.79,1.54,2.92,64.1,8.29,5.39,15.73,0.86,1.33,0.86,0.91,0.14,1.11,0.99,-0.09,0.0
A204320,HL만도,2021,12.55,0.93,0.7,57.08,100.93,0.9,55.77,43.0,-3.79,-351.09,-2.35,4.29,-2.75,181.6,99.8,88.9,39.5,32.21,2.19,11.62,64.49,0.9,7.08,21.77,1.39,2.56,61.67,7.28,5.23,13.38,1.0,0.88,1.16,0.96,0.12,1.02,0.99,0.0,0.0
A204320,HL만도,2022,10.37,-1.55,-0.32,-87.49,98.47,1.09,61.2,-18.07,-8.69,-253.26,-142.02,64.53,-19.98,89.78,109.6,93.41,10.29,23.24,2.23,11.92,47.31,0.77,6.58,23.21,1.39,1.73,56.31,5.32,3.83,6.63,1.1,1.21,1.46,0.91,0.11,1.03,0.73,0.04,0.0
A060980,HL홀딩스,2012,11.96,3.59,3.94,123.19,103.72,4.2,144.21,135.32,10.65,-19.21,-24.96,12.44,15.63,113.62,118.77,100.73,3.25,34.29,2.44,8.37,53.19,1.17,4.86,22.25,2.2,2.49,34.31,15.57,7.08,17.6,0.98,1.08,1.21,1.11,0.1,1.04,1.0,-0.01,0.0
A060980,HL홀딩스,2016,22.82,14.1,9.87,158.21,116.42,11.69,131.11,110.74,105.27,36.84,61.08,-0.52,-3.74,73.71,85.72,66.34,20.6,3.66,2.15,8.72,42.43,0.43,6.51,10.81,1.05,0.74,11.22,11.24,10.71,7.92,0.53,1.33,1.07,2.05,0.04,0.96,1.06,0.02,0.0
A060980,HL홀딩스,2017,17.78,8.84,13.21,105.57,109.7,17.17,205.04,157.8,6.44,-33.27,42.49,9.04,20.9,70.16,74.92,63.8,24.16,4.15,1.96,8.94,41.23,0.44,5.77,13.53,1.05,0.75,11.94,14.75,14.05,10.6,1.23,1.28,0.93,1.06,0.09,1.02,0.97,0.02,0.0
A060980,HL홀딩스,2018,15.35,7.62,1.24,93.6,108.25,2.88,35.38,15.19,2.86,-11.34,-90.37,-8.21,-1.56,68.25,137.22,108.82,35.19,4.5,2.02,7.73,40.57,0.46,4.96,12.7,1.12,0.78,12.28,2.21,1.97,1.53,1.07,1.16,1.0,1.03,0.08,0.87,0.98,0.03,0.0
A060980,HL홀딩스,2019,20.67,10.56,5.54,118.96,111.81,7.02,79.11,62.41,-8.28,27.1,310.8,1.69,-0.69,67.73,102.28,76.46,36.18,4.4,1.64,10.12,40.38,0.44,5.3,10.1,1.08,0.74,11.27,8.77,8.09,5.97,0.7,0.74,1.04,0.92,0.07,1.31,1.0,0.01,0.0
A060980,HL홀딩스,2020,25.19,15.61,9.24,160.81,118.49,8.84,91.07,95.19,-8.54,35.19,52.52,1.12,1.97,86.36,69.01,52.92,27.18,4.0,2.83,9.59,46.34,0.38,6.12,8.74,0.86,0.66,10.3,10.69,12.39,8.24,1.13,0.82,1.01,0.91,0.2,0.95,1.15,0.04,0.0
A060980,HL홀딩스,2021,24.4,16.68,19.77,215.16,120.02,24.27,313.03,255.02,25.17,33.79,167.91,18.27,0.8,87.53,115.29,89.42,44.93,3.39,2.01,7.72,46.67,0.41,7.06,10.25,0.87,0.76,12.9,20.93,24.01,18.21,0.91,1.03,1.02,1.25,0.22,0.81,1.01,0.03,0.0
