Symbol,Name,회계년,매출총이익률(%),영업이익률(%),당기순이익률(%),자본금영업이익률(%),영업수익/영업비용(%),세전계속사업이익률(%),자본금세전계속사업이익률(%),자본금지배주주순이익률(%),매출액증가율(전년동기)(%),영업이익증가율(전년동기)(%),당기순이익증가율(전년동기)(%),총자본증가율(전년동기)(%),유형자산증가율(전년동기)(%),부채비율(%),유동비율(%),당좌비율(%),현금비율(%),유형자산구성비율(%),무형자산구성비율(%),판관비율(%),타인자본비율(%),총자산회전율(회),매출채권회전율(회),재고자산회전율(회),총부채회전율(회),총자본회전율(회),자본금회전율(회),현금흐름/총부채(%),현금흐름/영업수익(%),현금흐름/총자본(%),DSRI,GMI,AQI,SGI,DEPI,SGAI,LVGI,TATA,manipulate
A267270,HD현대건설기계,2022,15.7,5.64,4.17,147.27,105.98,5.65,147.51,108.79,19.97,116.31,-3.71,10.86,2.82,84.58,154.32,91.55,7.51,23.37,2.43,10.05,45.82,1.08,6.08,5.66,2.26,2.06,26.1,13.01,5.77,11.9,1.19,0.78,1.01,1.2,0.07,1.1,0.92,0.07,0.0
A010620,HD현대미포,2012,5.15,2.77,2.8,111.07,102.85,3.51,140.49,112.14,-4.08,-68.94,-50.79,-0.54,-0.54,57.54,106.04,94.13,3.86,12.45,0.12,2.37,36.52,0.76,94.83,21.12,1.93,1.25,40.03,7.44,3.85,4.82,3.64,2.08,1.06,0.96,0.06,1.11,0.87,0.1,0.0
A010620,HD현대미포,2013,-3.13,-5.9,-5.39,-205.83,94.43,-7.24,-252.52,-187.91,-12.9,-285.31,-267.57,-0.71,-1.1,73.49,97.11,86.32,7.13,11.27,0.11,2.77,42.36,0.66,51.93,18.27,1.67,1.1,34.87,-6.95,-4.15,-4.55,1.2,-1.64,0.95,0.87,0.06,1.17,1.16,-0.05,0.0
A010620,HD현대미포,2014,-20.66,-24.73,-20.66,-832.37,80.17,-26.61,-895.57,-695.28,-3.49,304.41,270.0,-42.88,1.17,175.31,80.13,72.78,19.79,12.57,0.11,4.08,63.68,0.64,38.18,15.42,1.22,1.35,33.65,-23.67,-19.37,-26.16,1.62,0.15,0.7,0.97,0.06,1.47,1.5,-0.12,0.0
A010620,HD현대미포,2015,3.65,1.1,0.7,40.65,101.11,1.01,37.33,25.92,10.0,-104.88,-103.73,-6.76,-3.48,173.57,96.38,86.92,24.18,13.1,0.11,2.55,63.45,0.77,20.84,16.76,1.21,2.11,37.02,2.29,1.89,4.0,2.09,-5.66,1.04,1.1,0.06,0.63,1.0,0.07,0.0
A010620,HD현대미포,2016,8.52,4.76,1.17,164.0,105.0,2.31,79.41,40.22,-7.01,303.45,55.16,27.93,49.13,117.9,98.65,92.01,32.49,19.17,0.03,3.76,54.11,0.74,22.85,19.25,1.26,1.79,34.42,2.51,2.0,3.58,0.23,0.43,0.92,0.93,0.07,1.47,0.85,0.08,0.0
A010620,HD현대미포,2017,6.57,3.34,17.47,81.59,103.46,17.49,426.98,426.46,-29.08,-50.25,960.21,2.96,2.34,68.89,157.86,153.84,36.68,24.58,0.05,3.23,40.79,0.58,18.69,24.24,1.2,1.11,24.41,22.29,18.63,20.73,5.45,1.3,0.37,0.71,0.03,0.86,0.75,0.03,0.0
A010620,HD현대미포,2018,5.28,2.15,3.65,34.48,102.2,5.12,82.12,58.61,-1.49,-36.67,-79.41,3.53,45.58,53.01,171.67,162.19,22.23,38.15,0.05,3.14,34.65,0.66,18.85,28.33,1.75,1.06,16.05,8.72,4.99,5.3,0.23,1.24,0.39,0.99,0.03,0.97,0.85,0.04,0.0
A010620,HD현대미포,2019,4.95,1.92,1.44,28.79,101.95,1.96,29.5,21.58,24.72,11.29,-50.92,0.77,0.17,46.15,179.07,169.62,18.21,39.71,0.05,3.03,31.58,0.87,41.4,28.56,2.62,1.3,15.02,6.96,2.66,3.45,1.64,1.07,0.89,1.25,0.02,0.97,0.91,0.04,0.0
A010620,HD현대미포,2020,3.38,0.24,-1.12,3.29,100.24,-1.47,-20.44,-15.56,-7.29,-88.56,-172.09,0.09,7.75,52.96,162.12,153.41,41.95,40.85,0.05,3.14,34.62,0.8,24.91,27.27,2.42,1.2,13.92,0.72,0.3,0.36,1.4,1.47,0.98,0.93,0.03,1.04,1.1,-0.06,0.0
A010620,HD현대미포,2021,-4.82,-7.93,-5.59,-113.44,92.65,-7.34,-104.99,-80.04,2.77,-3543.33,414.41,-7.19,-0.0,78.92,131.05,118.97,22.62,37.63,0.03,3.11,44.11,0.77,37.56,18.85,1.95,1.28,14.31,-8.14,-4.18,-5.33,0.2,-0.7,1.43,1.03,0.03,0.99,1.27,-0.07,0.0
A010620,HD현대미포,2022,-0.16,-3.2,-1.12,-59.28,96.9,-1.49,-27.5,-20.8,29.32,-47.74,-74.02,-1.63,1.85,125.38,113.59,103.8,16.66,30.93,0.18,3.04,55.63,0.86,85.27,16.33,1.69,1.73,18.51,0.08,0.05,0.08,1.79,14.067000000000023,1.16,1.29,0.03,0.98,1.26,-0.06,0.0
A267250,HD현대,2018,65.81,58.32,22.54,414.88,239.9,21.74,154.69,160.37,24.52,19.71,-40.5,2.54,2.87,47.52,16.3,13.28,6.13,0.67,0.17,7.49,32.21,0.07,6.47,11.28,0.23,0.11,7.11,5.5,23.69,2.51,0.93,1.0,1.02,1.25,0.08,1.47,1.06,0.02,0.0
A267250,HD현대,2019,60.77,50.27,119.93,304.1,201.07,164.32,994.1,725.58,-14.96,-26.7,352.43,5.74,20.51,46.93,76.51,73.46,62.5,0.76,0.54,10.5,31.94,0.06,4.98,9.59,0.18,0.09,6.05,22.26,121.24,10.51,1.25,1.08,0.89,0.85,0.11,1.4,0.99,0.0,0.0
A267250,HD현대,2020,86.53,80.02,22.99,369.4,299.5352500000002,25.65,118.43,106.14,-23.69,21.47,-85.37,-5.3,-48.97,39.67,67.66,67.66,66.74,0.43,0.35,6.51,28.4,0.05,7.39,16.04,0.15,0.07,4.62,3.61,23.74,1.57,0.0,0.7,1.12,0.76,0.09,0.62,0.89,0.03,0.0
A322000,HD현대에너지솔루션,2019,14.58,4.98,5.31,46.31,105.24,3.68,34.21,49.39,28.5,55.73,24.88,33.86,12.25,35.32,288.4,174.77,49.09,22.07,1.52,9.6,26.1,1.26,4.29,5.18,5.91,1.61,9.31,40.07,6.78,10.9,0.98,0.86,1.25,1.28,0.06,1.14,1.86,0.13,0.0
A322000,HD현대에너지솔루션,2020,12.71,2.71,1.95,20.25,102.78,-2.21,-16.56,14.57,-6.18,-48.99,-65.59,4.06,4.84,38.75,292.23,210.73,103.33,21.69,1.57,10.01,27.93,0.94,3.82,4.02,3.48,1.29,7.48,12.31,3.53,4.56,0.95,1.15,1.56,0.94,0.06,1.04,1.07,-0.06,0.0
A322000,HD현대에너지솔루션,2021,11.7,1.12,-1.6,11.23,101.14,-1.72,-17.15,-16.02,33.51,-44.54,-209.97,-3.27,14.7,89.01,173.81,101.14,49.98,18.88,1.3,10.57,47.09,1.05,5.19,4.1,2.71,1.72,9.99,-0.21,-0.08,-0.13,0.81,1.09,0.76,1.34,0.06,1.06,1.69,-0.05,0.0
A322000,HD현대에너지솔루션,2022,18.38,9.38,6.29,171.41,110.36,7.86,143.58,114.98,82.84,1426.36,-817.78,20.29,4.56,70.05,209.28,108.25,27.96,18.24,1.24,9.0,41.19,1.62,7.08,4.82,3.69,2.9,18.27,27.01,7.32,21.24,0.86,0.64,0.82,1.83,0.07,0.85,0.87,0.2,0.0
A042670,HD현대인프라코어,2012,16.92,1.27,-2.86,6.37,101.28,-4.98,-25.05,-14.39,-4.14,-85.46,-138.66,26.91,5.69,215.63,76.89,54.95,6.62,19.69,4.73,15.66,68.32,0.67,5.54,7.86,0.97,2.22,5.03,-0.32,-0.33,-0.73,0.92,1.27,1.15,0.96,0.06,1.19,0.96,0.05,0.0
A042670,HD현대인프라코어,2013,16.3,-0.51,-3.14,-2.08,99.49,-4.38,-17.82,-12.8,-9.81,-136.35,-0.79,20.15,18.69,168.2,86.67,61.38,0.91,22.89,5.02,16.81,62.71,0.56,5.05,8.46,0.86,1.62,4.07,0.29,0.34,0.55,1.23,1.04,1.0,0.9,0.07,1.07,0.92,-0.01,0.0
A042670,HD현대인프라코어,2014,17.79,2.25,1.12,9.09,102.3,-2.54,-10.28,4.53,9.65,-583.42,-139.05,-0.36,2.7,181.0,80.89,56.5,0.34,22.52,4.64,15.54,64.41,0.59,5.0,9.18,0.94,1.63,4.05,4.45,4.76,7.78,1.01,0.92,0.99,1.1,0.08,0.92,1.03,0.02,0.0
A042670,HD현대인프라코어,2015,14.47,-11.05,-30.13,-25.42,90.05,-35.4,-81.46,-69.33,-43.12,-379.51,-1630.03,-26.43,6.84,216.83,44.53,25.92,1.04,29.01,4.29,25.52,68.44,0.36,3.66,4.97,0.55,1.07,2.3,-12.75,-23.33,-25.01,0.85,1.23,0.94,0.57,0.09,1.64,1.06,-0.05,0.0
A042670,HD현대인프라코어,2016,16.94,2.08,-2.55,4.43,102.13,-10.98,-23.34,-5.43,-7.63,-117.42,-92.17,-4.41,-24.79,168.62,44.45,30.14,3.32,26.92,4.16,14.86,62.77,0.41,6.11,5.8,0.62,1.19,2.13,2.34,3.79,4.53,0.75,0.85,1.05,0.92,0.09,0.58,0.92,0.0,0.0
A042670,HD현대인프라코어,2017,18.79,5.19,2.28,13.25,105.48,6.42,16.38,5.82,20.25,199.7,-207.39,-25.37,-1.19,275.35,57.42,43.39,15.0,25.51,3.41,13.6,73.36,0.54,7.63,8.75,0.79,1.68,2.55,5.84,7.43,12.51,1.12,0.9,0.88,1.2,0.1,0.92,1.17,-0.0,0.0
A042670,HD현대인프라코어,2018,18.52,5.94,2.35,17.45,106.31,2.75,8.1,6.9,15.35,31.89,18.65,4.45,-2.83,250.06,67.0,49.52,8.76,25.45,3.24,12.59,71.43,0.61,6.5,8.93,0.85,2.22,2.94,5.55,6.55,14.55,1.18,1.01,0.95,1.15,0.1,0.93,0.97,0.01,0.0
A042670,HD현대인프라코어,2019,19.02,5.74,1.71,17.12,106.09,2.39,7.13,5.09,1.44,-1.83,-26.1,4.91,-1.84,236.57,55.37,40.16,5.24,24.76,3.68,13.27,70.29,0.63,5.25,8.34,0.89,2.15,2.98,4.75,5.37,11.55,1.16,0.97,1.03,1.01,0.09,1.05,0.98,0.03,0.0
A042670,HD현대인프라코어,2020,18.3,3.29,-1.4,8.43,103.41,-1.67,-4.27,-3.57,-12.57,-49.85,-171.4,1.78,-2.41,245.01,80.43,61.8,21.39,23.16,3.78,15.01,71.02,0.53,4.46,7.36,0.76,1.82,2.56,2.33,3.07,5.6,1.03,1.04,0.99,0.87,0.08,1.13,1.01,-0.04,0.0
A042670,HD현대인프라코어,2021,18.57,5.27,8.14,29.87,105.56,3.12,17.7,46.1,33.39,113.41,-877.49,-27.35,-11.28,221.1,82.61,61.06,15.23,30.39,4.22,13.3,68.86,0.83,5.78,9.68,1.19,2.79,5.67,13.88,11.69,32.62,0.88,0.99,0.57,1.33,0.09,0.89,0.97,-0.02,0.0
A042670,HD현대인프라코어,2022,17.62,6.71,4.94,142.84,107.2,6.03,128.28,105.07,16.22,48.0,-29.47,24.05,-1.45,175.73,109.01,68.65,2.97,28.12,4.11,10.91,63.73,1.16,5.73,8.38,1.76,3.44,21.28,13.89,7.91,27.22,1.01,1.05,1.02,1.16,0.11,0.82,0.93,0.07,0.0
A267260,HD현대일렉트릭,2018,6.6,-5.38,-10.27,-121.99,94.89,-12.42,-281.65,-232.8,19.52,-248.86,-1322.36,-18.29,-14.95,151.98,152.31,113.69,36.34,18.54,0.58,11.98,60.32,0.82,2.61,4.88,1.48,1.84,22.68,-11.67,-7.86,-14.44,0.54,2.0,1.78,1.2,0.06,1.35,1.2,-0.04,0.0
A267260,HD현대일렉트릭,2019,6.68,-9.48,-16.32,-104.46,91.34,-20.81,-229.24,-179.76,-10.33,58.04,42.5,-16.96,-11.1,192.76,139.96,104.32,17.69,17.08,2.31,16.16,65.84,0.74,3.21,4.4,1.17,2.0,11.02,-17.41,-14.84,-29.69,0.96,0.99,1.31,0.9,0.1,1.35,1.09,-0.08,0.0
A267260,HD현대일렉트릭,2020,17.43,4.51,-2.42,39.2,104.72,-3.28,-28.5,-21.02,0.81,-147.96,-85.06,-1.99,2.48,201.05,121.4,93.64,47.33,17.36,2.3,12.92,66.78,0.76,4.08,4.9,1.14,2.25,8.69,-0.73,-0.64,-1.44,0.71,0.38,1.09,1.01,0.06,0.8,1.01,-0.06,0.0
A267260,HD현대일렉트릭,2021,12.86,0.31,-2.12,2.63,100.31,-2.58,-22.25,-18.29,-0.76,-93.29,-12.99,-6.34,1.03,199.79,116.56,89.75,31.28,18.81,2.51,12.55,66.64,0.77,4.49,5.53,1.16,2.32,8.62,-0.33,-0.28,-0.66,1.16,1.36,1.12,0.99,0.07,0.97,1.0,-0.04,0.0
A267260,HD현대일렉트릭,2022,16.94,7.5,7.45,76.18,108.11,9.53,96.77,75.61,17.73,2794.79,-513.44,22.79,2.35,157.91,114.44,71.23,11.08,18.23,2.27,9.43,61.23,0.92,4.72,5.05,1.44,2.54,10.15,13.17,9.17,23.28,0.93,0.76,0.99,1.18,0.07,0.75,0.92,0.14,0.0
A329180,HD현대중공업,2021,-2.53,-9.64,-9.8,-200.72,91.21,-13.38,-278.63,-204.11,-0.07,-2562.94,88.69,4.35,-0.57,169.55,111.87,99.12,30.32,39.7,0.53,7.12,62.9,0.58,10.34,9.9,0.93,1.52,20.82,-6.41,-6.92,-10.49,1.13,-2.26,1.42,1.0,0.04,1.34,1.03,-0.1,0.0
A329180,HD현대중공업,2022,1.8,-3.16,-3.86,-64.61,96.93,-4.63,-94.51,-78.87,9.17,-64.18,-57.0,-5.43,3.84,207.8,88.04,73.05,7.97,38.18,0.61,4.96,67.51,0.58,10.35,8.03,0.89,1.67,20.42,-0.95,-1.07,-1.78,0.97,-1.4,1.59,1.09,0.04,0.7,1.07,-0.02,0.0
A003580,HLB글로벌,2012,2.83,-17.22,-23.05,-7.9,85.31,-23.05,-10.57,-10.57,7.62,9.78,-71.77,-6.82,-74.94,50.43,180.55,180.21,11.86,7.25,0.83,20.05,33.52,0.21,2.62,46.61,0.63,0.31,0.46,-9.96,-15.9,-4.9,0.89,0.33,2.15,1.08,0.05,1.13,1.03,-0.02,0.0
A003580,HLB글로벌,2013,14.38,-8.74,-73.06,-3.67,91.96,-72.92,-30.64,-30.7,-8.39,-53.47,190.31,-21.44,-19.22,74.74,162.83,161.86,7.94,6.42,0.84,23.13,42.77,0.2,2.45,90.36,0.54,0.33,0.42,-35.09,-65.38,-21.45,1.1,0.2,0.79,0.92,0.17,1.15,1.28,0.04,0.0
A003580,HLB글로벌,2014,29.88,6.43,-10.28,3.27,106.87,1.89,0.96,-5.23,21.08,-188.99,-82.95,-1.7,262.05,117.45,139.94,135.2,21.84,19.0,0.82,23.45,54.01,0.23,2.97,18.95,0.47,0.46,0.51,11.79,24.84,11.31,0.82,0.48,0.74,1.21,0.2,1.01,1.26,-0.05,0.0
A003580,HLB글로벌,2015,29.63,8.17,1.42,5.3,108.89,69.76,45.28,0.92,27.58,62.14,-117.55,43.67,-84.43,55.5,159.82,159.15,13.95,2.88,0.67,21.46,35.69,0.27,3.48,25.07,0.59,0.48,0.65,3.11,5.24,2.52,0.93,1.01,1.92,1.28,0.28,0.92,0.66,0.0,0.0
A003580,HLB글로벌,2016,34.93,11.29,-12.6,13.75,112.73,-11.4,-13.89,-15.35,19.31,64.9,-1162.14,18.09,-18.66,30.48,240.51,239.9,42.05,2.36,0.68,23.65,23.36,0.31,3.26,190.24,1.06,0.45,1.22,-10.8,-10.15,-4.53,1.13,0.85,1.11,1.19,0.26,1.1,0.65,0.07,0.0
A003580,HLB글로벌,2017,21.03,-2.98,-4.71,-5.85,97.11,-5.31,-10.43,-9.25,-14.08,-122.69,-67.85,41.81,261.7,19.22,368.95,365.6,35.52,6.6,0.52,24.01,16.12,0.24,3.5,79.91,1.23,0.29,1.96,-2.03,-1.66,-0.49,0.46,1.66,0.89,0.86,0.25,1.02,0.69,-0.01,0.0
A003580,HLB글로벌,2018,9.57,-24.19,-75.96,-24.02,80.52,-84.93,-84.31,-75.41,-34.03,435.39,963.08,15.04,25.19,110.22,144.1,144.1,36.17,4.07,0.18,33.76,52.43,0.09,5.95,63.63,0.23,0.15,0.99,-15.49,-68.7,-10.52,0.55,2.2,0.9,0.66,0.09,1.41,3.25,-0.04,0.0
A003580,HLB글로벌,2019,24.24,-46.78,-266.64,-40.36,68.13,-280.42,-241.95,-230.06,6.2,105.34,272.77,-1.23,-11.33,61.26,160.91,158.97,62.03,4.77,0.24,71.02,37.99,0.08,4.89,38.6,0.18,0.15,0.86,-45.01,-252.77,-38.66,3.65,0.39,1.32,1.06,0.11,2.1,0.72,0.02,0.0
A003580,HLB글로벌,2020,14.55,-42.05,-197.59,-40.27,70.4,-203.49,-194.9,-189.25,33.21,19.74,-1.29,-14.05,-8.49,61.36,152.03,146.6,62.45,5.07,0.22,56.6,38.03,0.14,3.69,18.48,0.36,0.22,0.96,-65.84,-183.09,-40.36,0.92,1.67,1.22,1.33,0.22,0.8,1.0,-0.01,0.0
A003580,HLB글로벌,2021,9.13,-39.12,-42.25,-32.48,71.88,-45.64,-37.89,-35.08,6.01,-1.38,-77.33,74.08,-17.98,22.8,178.63,177.85,24.05,3.14,0.29,48.25,18.57,0.13,3.66,25.74,0.5,0.18,0.83,-14.22,-28.43,-5.24,0.89,1.59,0.96,1.06,0.3,0.85,0.49,-0.04,0.0
A003580,HLB글로벌,2022,7.88,-60.67,-134.36,-34.8,62.24,-135.66,-77.81,-77.07,-21.98,21.01,148.11,-31.53,-15.26,44.12,110.93,109.58,27.34,3.31,0.37,68.56,30.61,0.1,3.47,38.78,0.43,0.13,0.57,-50.76,-118.74,-15.97,0.89,1.16,0.99,0.78,0.34,1.42,1.65,-0.03,0.0
A011200,HMM,2012,-4.54,-6.74,-12.95,-69.88,93.69,-12.8,-132.76,-134.29,7.32,54.09,111.08,-48.25,-9.71,799.07,115.21,98.41,33.69,43.99,0.58,2.2,88.88,0.94,16.1,21.5,1.12,5.98,10.37,-11.05,-9.86,-58.98,0.84,0.54,1.03,1.07,0.06,0.98,1.11,-0.03,0.0
A011200,HMM,2013,-3.07,-5.46,-8.81,-44.87,94.83,-9.19,-75.58,-72.43,-13.77,-30.17,-41.35,-47.94,-12.7,1396.94,46.79,40.0,16.28,44.3,0.64,2.39,93.32,0.9,15.39,23.42,0.99,9.95,8.22,-5.44,-5.49,-54.62,1.05,1.48,1.03,0.86,0.06,1.09,1.05,-0.07,0.0
A011200,HMM,2014,-1.44,-4.12,1.02,-29.41,96.04,-3.74,-26.67,7.25,-5.71,-28.8,-110.88,41.84,16.07,897.17,37.57,32.51,8.03,54.43,0.67,2.68,89.97,0.94,15.82,28.44,1.03,11.33,7.14,4.26,4.15,47.05,0.99,2.14,0.82,0.94,0.07,1.12,0.96,-0.04,0.0
A011200,HMM,2015,-2.54,-5.61,-12.58,-28.95,94.69,-13.04,-67.28,-64.86,-13.9,17.27,-1165.33,-54.11,-10.06,1863.84,32.01,29.07,3.79,54.16,0.61,3.07,94.91,0.88,14.99,39.0,0.95,11.4,5.16,-8.34,-8.79,-100.21,1.03,0.56,1.18,0.86,0.05,1.14,1.05,-0.03,0.0
A011200,HMM,2016,-16.56,-20.23,-11.27,-84.57,83.17,-10.87,-45.43,-47.09,-19.47,190.35,-27.85,246.21,-29.22,330.19,144.81,130.65,56.29,50.54,0.55,3.67,76.75,0.84,13.44,42.21,0.97,6.54,4.18,-6.99,-7.2,-47.08,1.13,0.15,0.81,0.81,0.06,1.2,0.81,-0.05,0.0
A011200,HMM,2017,-5.52,-8.49,-24.51,-33.9,92.18,-24.5,-97.83,-97.89,13.27,-52.49,146.44,-10.45,-40.45,268.94,193.57,176.91,88.31,39.19,0.45,2.97,72.9,1.26,15.85,44.57,1.67,5.04,3.99,-37.34,-22.34,-112.49,0.89,3.0,1.04,1.13,0.07,0.81,0.95,-0.03,0.0
A011200,HMM,2018,-8.99,-11.6,-15.94,-37.24,89.61,-15.86,-50.95,-51.18,2.58,40.15,-33.31,15.26,5.34,264.63,131.15,119.6,25.55,36.24,0.34,2.61,72.58,1.39,14.42,43.43,1.91,5.08,3.21,-26.79,-14.07,-71.44,1.21,0.61,1.12,1.03,0.07,0.88,1.0,-0.05,0.0
A011200,HMM,2019,-3.77,-6.16,-12.44,-20.73,94.2,-12.49,-42.02,-41.87,5.56,-43.92,-17.57,0.44,-5.98,492.83,71.65,63.75,25.16,20.86,0.44,2.39,83.13,1.04,12.51,41.79,1.32,5.0,3.36,-4.9,-3.72,-18.58,1.13,2.38,2.23,1.06,0.06,0.91,1.15,-0.11,0.0
A011200,HMM,2020,17.39,15.36,0.95,59.27,118.15,0.96,3.7,3.65,16.69,-390.94,-108.87,47.25,34.86,447.62,74.29,69.11,33.64,20.69,0.53,2.03,81.74,0.83,11.8,45.11,1.01,4.71,3.86,9.83,9.73,45.78,1.09,-0.22,0.91,1.17,0.26,0.85,0.98,-0.04,0.0
A011200,HMM,2021,55.27,53.84,39.18,360.73,216.63,39.09,261.94,262.5,119.55,669.58,8791.146250000007,494.0540000000003,71.63,70.94,354.34,344.17,61.24,17.4,0.24,1.43,41.5,1.04,11.01,68.98,1.9,2.3,6.7,83.27,43.75,100.68,1.46,0.31,0.6,2.2,0.23,0.7,0.51,-0.0,0.0
A011200,HMM,2022,55.21,53.81,54.6,405.6,216.51,55.02,414.67,411.52,34.87,34.81,87.96,100.89,35.78,24.49,707.78,691.79,239.56,16.15,0.17,1.4,19.67,0.85,13.15,64.68,2.98,1.19,7.54,175.73,59.0,70.16,0.36,1.0,0.87,1.35,0.17,0.98,0.47,-0.04,0.0
A003060,에이프로젠바이오로직스,2012,34.98,-62.56,-96.36,-39.09,61.51,-96.36,-60.21,-60.21,-39.52,2419.82,441.33,-11.0,-92.82,25.67,538.78,498.0,116.16,1.26,1.79,97.54,20.43,0.28,0.89,6.22,0.99,0.38,0.62,-93.74,-94.61,-36.11,0.98,1.41,0.63,0.6,0.04,1.92,0.61,-0.17,0.0
A003060,에이프로젠바이오로직스,2013,35.03,-56.38,-63.62,-20.83,63.95,-63.62,-23.5,-23.5,-10.68,-19.51,-41.03,-9.97,643.4305000000028,32.78,525.19,453.7,196.21,22.93,3.99,91.41,24.69,0.3,1.43,4.37,1.31,0.38,0.37,-80.57,-61.42,-23.4,0.56,1.0,1.09,0.89,0.31,0.94,1.21,-0.13,0.0
A003060,에이프로젠바이오로직스,2014,4.46,-18.67,-16.19,-6.14,84.27,-16.19,-5.32,-5.32,1.62,-66.35,-74.14,10.57,3.94,29.25,574.25,503.01,94.87,22.15,3.77,23.12,22.63,0.3,2.05,3.92,1.25,0.39,0.33,-14.67,-11.69,-4.54,1.1,7.86,0.78,1.02,0.03,0.25,0.92,0.04,0.0
A003060,에이프로젠바이오로직스,2015,14.98,1.93,3.0,0.98,101.97,3.0,1.52,1.52,25.33,-112.98,-123.22,7.08,-3.78,18.09,726.97,638.57,211.16,21.78,5.96,13.04,15.32,0.36,2.22,4.71,1.91,0.45,0.51,13.49,7.08,3.17,0.96,0.3,0.83,1.25,0.05,0.56,0.68,-0.03,0.0
A003060,에이프로젠바이오로직스,2016,14.13,-0.53,-17.77,-0.39,99.47,-17.77,-12.96,-12.96,-1.28,-127.12,-684.77,13.57,-1.84,57.42,205.2,186.05,57.26,14.12,4.16,14.67,36.48,0.29,1.91,4.09,1.03,0.4,0.73,-13.66,-13.33,-5.33,1.11,1.06,1.15,0.99,0.06,1.12,2.38,0.01,0.0
A003060,에이프로젠바이오로직스,2017,12.54,-3.42,-24.51,-2.55,96.69,-24.51,-18.28,-18.28,4.81,574.79,44.55,6.65,-0.41,91.97,200.6,172.73,71.44,10.81,2.47,15.96,47.91,0.22,1.82,3.67,0.51,0.38,0.75,-10.1,-19.94,-7.6,1.06,1.13,3.1,1.05,0.07,1.09,1.31,0.04,0.0
A003060,에이프로젠바이오로직스,2018,13.6,-3.0,-33.27,-1.93,97.09,-33.27,-21.4,-21.4,0.33,-11.96,36.21,77.33,-4.85,42.59,137.42,123.67,32.98,7.81,1.73,16.6,29.87,0.17,2.0,3.63,0.44,0.27,0.64,-12.68,-28.65,-7.66,0.73,0.92,1.07,1.0,0.08,1.04,0.62,-0.03,0.0
A003060,에이프로젠바이오로직스,2019,12.25,-4.11,-17.35,-1.58,96.05,-17.35,-6.67,-6.67,8.55,48.72,-43.38,66.69,7.9,15.19,466.3,442.94,34.78,6.26,1.36,16.36,13.18,0.14,2.66,4.16,0.67,0.17,0.38,-8.91,-13.33,-2.27,0.87,1.11,0.72,1.09,0.08,0.99,0.44,-0.01,0.0
A003060,에이프로젠바이오로직스,2020,12.14,-6.29,-2.96,-1.25,94.08,-2.91,-0.58,-0.59,-5.29,45.0,-83.82,93.91,-2.8,1.94,3323.699500000004,3179.4245000000064,568.57,3.55,0.82,18.44,1.91,0.08,2.82,3.83,1.36,0.09,0.2,2.19,1.61,0.14,0.89,1.01,1.28,0.95,0.07,1.13,0.14,-0.01,0.0
A003060,에이프로젠바이오로직스,2021,12.93,-6.5,15.15,-1.11,93.9,15.86,2.71,2.59,6.97,10.43,-646.55,1.33,-4.72,2.13,3323.699500000004,3179.4245000000064,353.53,3.33,0.56,19.43,2.08,0.07,3.23,3.75,3.47,0.07,0.17,68.55,19.75,1.4,0.97,0.94,1.0,1.07,0.08,1.05,1.09,-0.02,0.0
A003060,에이프로젠바이오로직스,2022,17.93,-8.49,24.38,-1.54,92.18,26.05,4.72,4.41,30.79,70.78,110.5,-14.99,643.4305000000028,42.84,85.88,51.7,3.53,53.79,1.09,26.42,29.99,0.08,3.44,1.48,0.48,0.1,0.18,13.73,28.84,2.86,1.08,0.72,0.5,1.31,0.09,1.36,4.553750000000004,-0.02,0.0
A007460,에이프로젠,2012,19.09,14.51,-17.45,213.55,116.97,7.38,108.69,-256.91,61.44,3011.05,-68.08,-172.32,-2.14,0.0,82.41,80.76,0.35,15.03,0.16,4.58,102.13,0.65,6.9,21.83,0.65,27.126250000000034,14.72,-10.28,-15.82,-362.8717500000001,0.77,0.38,0.42,1.61,0.05,0.69,1.09,-0.0,0.0
A007460,에이프로젠,2013,8.65,4.28,-49.62,45.07,104.47,-2.2,-23.15,-522.58,-36.97,-81.41,79.22,-152.95,-5.3,2236.214,56.89,52.71,2.85,42.57,0.26,4.37,96.63,0.45,3.64,22.14,0.45,0.0,10.53,-21.14,-47.21,0.0,1.84,2.21,2.58,0.63,0.05,0.95,0.95,0.09,0.0
A007460,에이프로젠,2014,18.97,11.24,16.26,165.05,112.67,16.26,238.75,238.75,-25.72,95.11,-124.34,324.2,1.77,468.52,47.55,42.19,1.12,53.31,0.3,7.72,82.41,0.74,3.03,19.5,0.82,7.57,14.68,15.81,19.34,146.4,0.9,0.46,0.66,0.74,0.05,1.77,0.85,-0.13,0.0
A007460,에이프로젠,2015,16.76,9.12,5.14,91.17,110.04,5.14,51.4,51.4,-13.85,-30.09,-72.75,88.58,-4.89,180.23,56.72,48.83,2.46,54.55,0.48,7.64,64.32,0.73,3.84,15.82,1.0,2.79,9.99,8.6,8.63,24.1,0.81,1.13,1.21,0.86,0.05,0.99,0.78,0.06,0.0
A007460,에이프로젠,2016,18.13,9.24,4.39,61.58,110.18,6.06,40.4,29.27,-16.83,-15.81,-29.01,14.44,-1.82,122.49,56.71,47.09,1.04,58.94,0.52,8.89,55.05,0.66,4.62,13.06,1.11,1.66,6.67,9.59,8.65,14.34,0.82,0.92,1.04,0.83,0.05,1.16,0.86,0.03,0.0
