Symbol,Name,결산월,회계년,주기,총자산회전율(회),총부채회전율(회),총자본회전율(회),자본금회전율(회),매출채권(천원),매출액(천원),매출원가(천원),재고자산(천원)
A448760,IBKS제22호스팩,12,2012,Annual,,,,,,,,
A448760,IBKS제22호스팩,12,2013,Annual,,,,,,,,
A448760,IBKS제22호스팩,12,2014,Annual,,,,,,,,
A448760,IBKS제22호스팩,12,2015,Annual,,,,,,,,
A448760,IBKS제22호스팩,12,2016,Annual,,,,,,,,
A448760,IBKS제22호스팩,12,2017,Annual,,,,,,,,
A448760,IBKS제22호스팩,12,2018,Annual,,,,,,,,
A448760,IBKS제22호스팩,12,2019,Annual,,,,,,,,
A448760,IBKS제22호스팩,12,2020,Annual,,,,,,,,
A448760,IBKS제22호스팩,12,2021,Annual,,,,,,,,
A448760,IBKS제22호스팩,12,2022,Annual,,,,,,0,0,
A439730,IBKS제20호스팩,12,2011,Annual,,,,,,,,
A439730,IBKS제20호스팩,12,2012,Annual,,,,,,,,
A439730,IBKS제20호스팩,12,2013,Annual,,,,,,,,
A439730,IBKS제20호스팩,12,2014,Annual,,,,,,,,
A439730,IBKS제20호스팩,12,2015,Annual,,,,,,,,
A439730,IBKS제20호스팩,12,2016,Annual,,,,,,,,
A439730,IBKS제20호스팩,12,2017,Annual,,,,,,,,
A439730,IBKS제20호스팩,12,2018,Annual,,,,,,,,
A439730,IBKS제20호스팩,12,2019,Annual,,,,,,,,
A439730,IBKS제20호스팩,12,2020,Annual,,,,,,,,
A439730,IBKS제20호스팩,12,2021,Annual,,,,,,,,
A439730,IBKS제20호스팩,12,2022,Annual,,,,,,0,0,
A437780,엔에이치스팩24호,12,2011,Annual,,,,,,,,
A437780,엔에이치스팩24호,12,2012,Annual,,,,,,,,
A437780,엔에이치스팩24호,12,2013,Annual,,,,,,,,
A437780,엔에이치스팩24호,12,2014,Annual,,,,,,,,
A437780,엔에이치스팩24호,12,2015,Annual,,,,,,,,
A437780,엔에이치스팩24호,12,2016,Annual,,,,,,,,
A437780,엔에이치스팩24호,12,2017,Annual,,,,,,,,
A437780,엔에이치스팩24호,12,2018,Annual,,,,,,,,
A437780,엔에이치스팩24호,12,2019,Annual,,,,,,,,
A437780,엔에이치스팩24호,12,2020,Annual,,,,,,,,
A437780,엔에이치스팩24호,12,2021,Annual,,,,,,,,
A437780,엔에이치스팩24호,12,2022,Annual,,,,,,0,0,
A446190,미래에셋비전스팩2호,12,2011,Annual,,,,,,,,
A446190,미래에셋비전스팩2호,12,2012,Annual,,,,,,,,
A446190,미래에셋비전스팩2호,12,2013,Annual,,,,,,,,
A446190,미래에셋비전스팩2호,12,2014,Annual,,,,,,,,
A446190,미래에셋비전스팩2호,12,2015,Annual,,,,,,,,
A446190,미래에셋비전스팩2호,12,2016,Annual,,,,,,,,
A446190,미래에셋비전스팩2호,12,2017,Annual,,,,,,,,
A446190,미래에셋비전스팩2호,12,2018,Annual,,,,,,,,
A446190,미래에셋비전스팩2호,12,2019,Annual,,,,,,,,
A446190,미래에셋비전스팩2호,12,2020,Annual,,,,,,,,
A446190,미래에셋비전스팩2호,12,2021,Annual,,,,,,,,
A446190,미래에셋비전스팩2호,12,2022,Annual,,,,,,0,0,
A442770,IBKS제21호스팩,12,2011,Annual,,,,,,,,
A442770,IBKS제21호스팩,12,2012,Annual,,,,,,,,
A442770,IBKS제21호스팩,12,2013,Annual,,,,,,,,
A442770,IBKS제21호스팩,12,2014,Annual,,,,,,,,
A442770,IBKS제21호스팩,12,2015,Annual,,,,,,,,
A442770,IBKS제21호스팩,12,2016,Annual,,,,,,,,
A442770,IBKS제21호스팩,12,2017,Annual,,,,,,,,
A442770,IBKS제21호스팩,12,2018,Annual,,,,,,,,
A442770,IBKS제21호스팩,12,2019,Annual,,,,,,,,
A442770,IBKS제21호스팩,12,2020,Annual,,,,,,,,
A442770,IBKS제21호스팩,12,2021,Annual,,,,,,,,
A442770,IBKS제21호스팩,12,2022,Annual,,,,,,0,0,
A450050,하이제8호스팩,12,2011,Annual,,,,,,,,
A450050,하이제8호스팩,12,2012,Annual,,,,,,,,
A450050,하이제8호스팩,12,2013,Annual,,,,,,,,
A450050,하이제8호스팩,12,2014,Annual,,,,,,,,
A450050,하이제8호스팩,12,2015,Annual,,,,,,,,
A450050,하이제8호스팩,12,2016,Annual,,,,,,,,
A450050,하이제8호스팩,12,2017,Annual,,,,,,,,
A450050,하이제8호스팩,12,2018,Annual,,,,,,,,
A450050,하이제8호스팩,12,2019,Annual,,,,,,,,
A450050,하이제8호스팩,12,2020,Annual,,,,,,,,
A450050,하이제8호스팩,12,2021,Annual,,,,,,,,
A450050,하이제8호스팩,12,2022,Annual,,,,,,0,0,
A058220,아리온,12,2011,Annual,1.86,3.74,3.70,21.28,"19,817,034","66,584,608","51,980,078","4,159,375"
A058220,아리온,12,2012,Annual,1.51,2.29,4.42,30.15,"56,461,122","100,491,257","79,084,198","6,587,119"
A058220,아리온,12,2013,Annual,0.87,1.41,2.27,14.43,"18,654,303","60,113,309","47,006,933","12,117,532"
A058220,아리온,12,2014,Annual,1.71,3.72,3.17,17.70,"20,966,878","88,502,296","76,298,586","12,341,893"
A058220,아리온,12,2015,Annual,1.60,3.39,3.03,17.56,"10,017,975","88,748,885","75,053,726","10,595,296"
A058220,아리온,12,2016,Annual,0.70,1.42,1.38,4.83,"18,005,892","46,037,493","39,973,436","8,546,286"
A058220,아리온,12,2017,Annual,0.71,1.19,1.76,3.51,"9,320,700","51,742,898","45,235,536","5,885,278"
A058220,아리온,12,2018,Annual,0.63,0.94,1.90,2.75,"6,283,819","45,886,089","39,227,378","5,266,132"
A058220,아리온,12,2019,Annual,0.40,0.55,1.48,1.84,"11,976,414","33,038,989","23,450,587","4,214,930"
A058220,아리온,12,2020,Annual,0.15,0.16,1.51,0.87,"1,187,315","8,195,101","7,411,104","3,807,123"
A058220,아리온,12,2021,Annual,,,,,,,,
A058220,아리온,12,2022,Annual,,,,,,,,
A400840,하이제7호스팩,12,2011,Annual,,,,,,,,
A400840,하이제7호스팩,12,2012,Annual,,,,,,,,
A400840,하이제7호스팩,12,2013,Annual,,,,,,,,
A400840,하이제7호스팩,12,2014,Annual,,,,,,,,
A400840,하이제7호스팩,12,2015,Annual,,,,,,,,
A400840,하이제7호스팩,12,2016,Annual,,,,,,,,
A400840,하이제7호스팩,12,2017,Annual,,,,,,,,
A400840,하이제7호스팩,12,2018,Annual,,,,,,,,
A400840,하이제7호스팩,12,2019,Annual,,,,,,,,
A400840,하이제7호스팩,12,2020,Annual,,,,,,,,
A400840,하이제7호스팩,12,2021,Annual,,,,,,0,0,
A400840,하이제7호스팩,12,2022,Annual,0.00,0.00,0.00,0.00,,0,0,
A452670,상상인제4호스팩,12,2011,Annual,,,,,,,,
A452670,상상인제4호스팩,12,2012,Annual,,,,,,,,
A452670,상상인제4호스팩,12,2013,Annual,,,,,,,,
A452670,상상인제4호스팩,12,2014,Annual,,,,,,,,
A452670,상상인제4호스팩,12,2015,Annual,,,,,,,,
A452670,상상인제4호스팩,12,2016,Annual,,,,,,,,
A452670,상상인제4호스팩,12,2017,Annual,,,,,,,,
A452670,상상인제4호스팩,12,2018,Annual,,,,,,,,
A452670,상상인제4호스팩,12,2019,Annual,,,,,,,,
A452670,상상인제4호스팩,12,2020,Annual,,,,,,,,
A452670,상상인제4호스팩,12,2021,Annual,,,,,,,,
A452670,상상인제4호스팩,12,2022,Annual,,,,,,,,
A455310,한화플러스제4호스팩,12,2011,Annual,,,,,,,,
A455310,한화플러스제4호스팩,12,2012,Annual,,,,,,,,
A455310,한화플러스제4호스팩,12,2013,Annual,,,,,,,,
A455310,한화플러스제4호스팩,12,2014,Annual,,,,,,,,
A455310,한화플러스제4호스팩,12,2015,Annual,,,,,,,,
A455310,한화플러스제4호스팩,12,2016,Annual,,,,,,,,
A455310,한화플러스제4호스팩,12,2017,Annual,,,,,,,,
A455310,한화플러스제4호스팩,12,2018,Annual,,,,,,,,
A455310,한화플러스제4호스팩,12,2019,Annual,,,,,,,,
A455310,한화플러스제4호스팩,12,2020,Annual,,,,,,,,
A455310,한화플러스제4호스팩,12,2021,Annual,,,,,,,,
A455310,한화플러스제4호스팩,12,2022,Annual,,,,,,,,
A472220,신영스팩10호,12,2011,Annual,,,,,,,,
A472220,신영스팩10호,12,2012,Annual,,,,,,,,
A472220,신영스팩10호,12,2013,Annual,,,,,,,,
A472220,신영스팩10호,12,2014,Annual,,,,,,,,
A472220,신영스팩10호,12,2015,Annual,,,,,,,,
A472220,신영스팩10호,12,2016,Annual,,,,,,,,
A472220,신영스팩10호,12,2017,Annual,,,,,,,,
A472220,신영스팩10호,12,2018,Annual,,,,,,,,
A472220,신영스팩10호,12,2019,Annual,,,,,,,,
A472220,신영스팩10호,12,2020,Annual,,,,,,,,
A472220,신영스팩10호,12,2021,Annual,,,,,,,,
A472220,신영스팩10호,12,2022,Annual,,,,,,,,
A446150,유안타제12호스팩,12,2011,Annual,,,,,,,,
A446150,유안타제12호스팩,12,2012,Annual,,,,,,,,
A446150,유안타제12호스팩,12,2013,Annual,,,,,,,,
A446150,유안타제12호스팩,12,2014,Annual,,,,,,,,
A446150,유안타제12호스팩,12,2015,Annual,,,,,,,,
A446150,유안타제12호스팩,12,2016,Annual,,,,,,,,
A446150,유안타제12호스팩,12,2017,Annual,,,,,,,,
A446150,유안타제12호스팩,12,2018,Annual,,,,,,,,
A446150,유안타제12호스팩,12,2019,Annual,,,,,,,,
A446150,유안타제12호스팩,12,2020,Annual,,,,,,,,
A446150,유안타제12호스팩,12,2021,Annual,,,,,,,,
A446150,유안타제12호스팩,12,2022,Annual,,,,,,0,0,
A467930,IBKS제23호스팩,12,2011,Annual,,,,,,,,
A467930,IBKS제23호스팩,12,2012,Annual,,,,,,,,
A467930,IBKS제23호스팩,12,2013,Annual,,,,,,,,
A467930,IBKS제23호스팩,12,2014,Annual,,,,,,,,
A467930,IBKS제23호스팩,12,2015,Annual,,,,,,,,
A467930,IBKS제23호스팩,12,2016,Annual,,,,,,,,
A467930,IBKS제23호스팩,12,2017,Annual,,,,,,,,
A467930,IBKS제23호스팩,12,2018,Annual,,,,,,,,
A467930,IBKS제23호스팩,12,2019,Annual,,,,,,,,
A467930,IBKS제23호스팩,12,2020,Annual,,,,,,,,
A467930,IBKS제23호스팩,12,2021,Annual,,,,,,,,
A467930,IBKS제23호스팩,12,2022,Annual,,,,,,,,
A450940,유안타제14호스팩,12,2011,Annual,,,,,,,,
A450940,유안타제14호스팩,12,2012,Annual,,,,,,,,
A450940,유안타제14호스팩,12,2013,Annual,,,,,,,,
A450940,유안타제14호스팩,12,2014,Annual,,,,,,,,
A450940,유안타제14호스팩,12,2015,Annual,,,,,,,,
A450940,유안타제14호스팩,12,2016,Annual,,,,,,,,
A450940,유안타제14호스팩,12,2017,Annual,,,,,,,,
A450940,유안타제14호스팩,12,2018,Annual,,,,,,,,
A450940,유안타제14호스팩,12,2019,Annual,,,,,,,,
A450940,유안타제14호스팩,12,2020,Annual,,,,,,,,
A450940,유안타제14호스팩,12,2021,Annual,,,,,,,,
A450940,유안타제14호스팩,12,2022,Annual,,,,,,0,0,
A455250,KB제25호스팩,12,2011,Annual,,,,,,,,
A455250,KB제25호스팩,12,2012,Annual,,,,,,,,
A455250,KB제25호스팩,12,2013,Annual,,,,,,,,
A455250,KB제25호스팩,12,2014,Annual,,,,,,,,
A455250,KB제25호스팩,12,2015,Annual,,,,,,,,
A455250,KB제25호스팩,12,2016,Annual,,,,,,,,
A455250,KB제25호스팩,12,2017,Annual,,,,,,,,
A455250,KB제25호스팩,12,2018,Annual,,,,,,,,
A455250,KB제25호스팩,12,2019,Annual,,,,,,,,
A455250,KB제25호스팩,12,2020,Annual,,,,,,,,
A455250,KB제25호스팩,12,2021,Annual,,,,,,,,
A455250,KB제25호스팩,12,2022,Annual,,,,,,,,
A456490,교보14호스팩,12,2011,Annual,,,,,,,,
A456490,교보14호스팩,12,2012,Annual,,,,,,,,
A456490,교보14호스팩,12,2013,Annual,,,,,,,,
A456490,교보14호스팩,12,2014,Annual,,,,,,,,
A456490,교보14호스팩,12,2015,Annual,,,,,,,,
A456490,교보14호스팩,12,2016,Annual,,,,,,,,
A456490,교보14호스팩,12,2017,Annual,,,,,,,,
A456490,교보14호스팩,12,2018,Annual,,,,,,,,
A456490,교보14호스팩,12,2019,Annual,,,,,,,,
A456490,교보14호스팩,12,2020,Annual,,,,,,,,
A456490,교보14호스팩,12,2021,Annual,,,,,,,,
A456490,교보14호스팩,12,2022,Annual,,,,,,,,
A440790,교보13호스팩,12,2011,Annual,,,,,,,,
A440790,교보13호스팩,12,2012,Annual,,,,,,,,
A440790,교보13호스팩,12,2013,Annual,,,,,,,,
A440790,교보13호스팩,12,2014,Annual,,,,,,,,
A440790,교보13호스팩,12,2015,Annual,,,,,,,,
A440790,교보13호스팩,12,2016,Annual,,,,,,,,
A440790,교보13호스팩,12,2017,Annual,,,,,,,,
A440790,교보13호스팩,12,2018,Annual,,,,,,,,
A440790,교보13호스팩,12,2019,Annual,,,,,,,,
A440790,교보13호스팩,12,2020,Annual,,,,,,,,
A440790,교보13호스팩,12,2021,Annual,,,,,,,,
A440790,교보13호스팩,12,2022,Annual,,,,,,0,0,
A469480,IBKS제24호스팩,9,2011,Annual,,,,,,,,
A469480,IBKS제24호스팩,9,2012,Annual,,,,,,,,
A469480,IBKS제24호스팩,9,2013,Annual,,,,,,,,
A469480,IBKS제24호스팩,9,2014,Annual,,,,,,,,
A469480,IBKS제24호스팩,9,2015,Annual,,,,,,,,
A469480,IBKS제24호스팩,9,2016,Annual,,,,,,,,
A469480,IBKS제24호스팩,9,2017,Annual,,,,,,,,
A469480,IBKS제24호스팩,9,2018,Annual,,,,,,,,
A469480,IBKS제24호스팩,9,2019,Annual,,,,,,,,
A469480,IBKS제24호스팩,9,2020,Annual,,,,,,,,
A469480,IBKS제24호스팩,9,2021,Annual,,,,,,,,
A469480,IBKS제24호스팩,9,2022,Annual,,,,,,,,
A458610,한국제12호스팩,12,2011,Annual,,,,,,,,
A458610,한국제12호스팩,12,2012,Annual,,,,,,,,
A458610,한국제12호스팩,12,2013,Annual,,,,,,,,
A458610,한국제12호스팩,12,2014,Annual,,,,,,,,
A458610,한국제12호스팩,12,2015,Annual,,,,,,,,
A458610,한국제12호스팩,12,2016,Annual,,,,,,,,
A458610,한국제12호스팩,12,2017,Annual,,,,,,,,
A458610,한국제12호스팩,12,2018,Annual,,,,,,,,
A458610,한국제12호스팩,12,2019,Annual,,,,,,,,
A458610,한국제12호스팩,12,2020,Annual,,,,,,,,
A458610,한국제12호스팩,12,2021,Annual,,,,,,,,
A458610,한국제12호스팩,12,2022,Annual,,,,,,,,
A464440,한국제13호스팩,12,2011,Annual,,,,,,,,
A464440,한국제13호스팩,12,2012,Annual,,,,,,,,
A464440,한국제13호스팩,12,2013,Annual,,,,,,,,
A464440,한국제13호스팩,12,2014,Annual,,,,,,,,
A464440,한국제13호스팩,12,2015,Annual,,,,,,,,
A464440,한국제13호스팩,12,2016,Annual,,,,,,,,
A464440,한국제13호스팩,12,2017,Annual,,,,,,,,
A464440,한국제13호스팩,12,2018,Annual,,,,,,,,
A464440,한국제13호스팩,12,2019,Annual,,,,,,,,
A464440,한국제13호스팩,12,2020,Annual,,,,,,,,
A464440,한국제13호스팩,12,2021,Annual,,,,,,,,
A464440,한국제13호스팩,12,2022,Annual,,,,,,,,
A468760,유진스팩10호,12,2011,Annual,,,,,,,,
A468760,유진스팩10호,12,2012,Annual,,,,,,,,
A468760,유진스팩10호,12,2013,Annual,,,,,,,,
A468760,유진스팩10호,12,2014,Annual,,,,,,,,
A468760,유진스팩10호,12,2015,Annual,,,,,,,,
A468760,유진스팩10호,12,2016,Annual,,,,,,,,
A468760,유진스팩10호,12,2017,Annual,,,,,,,,
A468760,유진스팩10호,12,2018,Annual,,,,,,,,
A468760,유진스팩10호,12,2019,Annual,,,,,,,,
A468760,유진스팩10호,12,2020,Annual,,,,,,,,
A468760,유진스팩10호,12,2021,Annual,,,,,,,,
A468760,유진스팩10호,12,2022,Annual,,,,,,,,
A418210,신한제10호스팩,12,2011,Annual,,,,,,,,
A418210,신한제10호스팩,12,2012,Annual,,,,,,,,
A418210,신한제10호스팩,12,2013,Annual,,,,,,,,
A418210,신한제10호스팩,12,2014,Annual,,,,,,,,
A418210,신한제10호스팩,12,2015,Annual,,,,,,,,
A418210,신한제10호스팩,12,2016,Annual,,,,,,,,
A418210,신한제10호스팩,12,2017,Annual,,,,,,,,
A418210,신한제10호스팩,12,2018,Annual,,,,,,,,
A418210,신한제10호스팩,12,2019,Annual,,,,,,,,
A418210,신한제10호스팩,12,2020,Annual,,,,,,,,
A418210,신한제10호스팩,12,2021,Annual,,,,,,,,
A418210,신한제10호스팩,12,2022,Annual,,,,,,0,0,
A445360,비엔케이제1호스팩,12,2011,Annual,,,,,,,,
A445360,비엔케이제1호스팩,12,2012,Annual,,,,,,,,
A445360,비엔케이제1호스팩,12,2013,Annual,,,,,,,,
A445360,비엔케이제1호스팩,12,2014,Annual,,,,,,,,
A445360,비엔케이제1호스팩,12,2015,Annual,,,,,,,,
A445360,비엔케이제1호스팩,12,2016,Annual,,,,,,,,
A445360,비엔케이제1호스팩,12,2017,Annual,,,,,,,,
A445360,비엔케이제1호스팩,12,2018,Annual,,,,,,,,
A445360,비엔케이제1호스팩,12,2019,Annual,,,,,,,,
A445360,비엔케이제1호스팩,12,2020,Annual,,,,,,,,
A445360,비엔케이제1호스팩,12,2021,Annual,,,,,,,,
A445360,비엔케이제1호스팩,12,2022,Annual,,,,,,0,0,
A462020,에이치엠씨제6호스팩,12,2011,Annual,,,,,,,,
A462020,에이치엠씨제6호스팩,12,2012,Annual,,,,,,,,
A462020,에이치엠씨제6호스팩,12,2013,Annual,,,,,,,,
A462020,에이치엠씨제6호스팩,12,2014,Annual,,,,,,,,
A462020,에이치엠씨제6호스팩,12,2015,Annual,,,,,,,,
A462020,에이치엠씨제6호스팩,12,2016,Annual,,,,,,,,
A462020,에이치엠씨제6호스팩,12,2017,Annual,,,,,,,,
A462020,에이치엠씨제6호스팩,12,2018,Annual,,,,,,,,
A462020,에이치엠씨제6호스팩,12,2019,Annual,,,,,,,,
A462020,에이치엠씨제6호스팩,12,2020,Annual,,,,,,,,
A462020,에이치엠씨제6호스팩,12,2021,Annual,,,,,,,,
A462020,에이치엠씨제6호스팩,12,2022,Annual,,,,,,,,
A472230,에스케이증권제11호스팩,12,2011,Annual,,,,,,,,
A472230,에스케이증권제11호스팩,12,2012,Annual,,,,,,,,
A472230,에스케이증권제11호스팩,12,2013,Annual,,,,,,,,
A472230,에스케이증권제11호스팩,12,2014,Annual,,,,,,,,
A472230,에스케이증권제11호스팩,12,2015,Annual,,,,,,,,
A472230,에스케이증권제11호스팩,12,2016,Annual,,,,,,,,
A472230,에스케이증권제11호스팩,12,2017,Annual,,,,,,,,
A472230,에스케이증권제11호스팩,12,2018,Annual,,,,,,,,
A472230,에스케이증권제11호스팩,12,2019,Annual,,,,,,,,
A472230,에스케이증권제11호스팩,12,2020,Annual,,,,,,,,
A472230,에스케이증권제11호스팩,12,2021,Annual,,,,,,,,
A472230,에스케이증권제11호스팩,12,2022,Annual,,,,,,,,
A433530,키움제7호스팩,12,2011,Annual,,,,,,,,
A433530,키움제7호스팩,12,2012,Annual,,,,,,,,
A433530,키움제7호스팩,12,2013,Annual,,,,,,,,
A433530,키움제7호스팩,12,2014,Annual,,,,,,,,
A433530,키움제7호스팩,12,2015,Annual,,,,,,,,
A433530,키움제7호스팩,12,2016,Annual,,,,,,,,
A433530,키움제7호스팩,12,2017,Annual,,,,,,,,
A433530,키움제7호스팩,12,2018,Annual,,,,,,,,
A433530,키움제7호스팩,12,2019,Annual,,,,,,,,
A433530,키움제7호스팩,12,2020,Annual,,,,,,,,
A433530,키움제7호스팩,12,2021,Annual,,,,,,,,
A433530,키움제7호스팩,12,2022,Annual,,,,,,0,0,
A473370,비엔케이제2호스팩,12,2011,Annual,,,,,,,,
A473370,비엔케이제2호스팩,12,2012,Annual,,,,,,,,
A473370,비엔케이제2호스팩,12,2013,Annual,,,,,,,,
A473370,비엔케이제2호스팩,12,2014,Annual,,,,,,,,
A473370,비엔케이제2호스팩,12,2015,Annual,,,,,,,,
A473370,비엔케이제2호스팩,12,2016,Annual,,,,,,,,
A473370,비엔케이제2호스팩,12,2017,Annual,,,,,,,,
A473370,비엔케이제2호스팩,12,2018,Annual,,,,,,,,
A473370,비엔케이제2호스팩,12,2019,Annual,,,,,,,,
A473370,비엔케이제2호스팩,12,2020,Annual,,,,,,,,
A473370,비엔케이제2호스팩,12,2021,Annual,,,,,,,,
A473370,비엔케이제2호스팩,12,2022,Annual,,,,,,,,
A386580,한화플러스제2호스팩,12,2011,Annual,,,,,,,,
A386580,한화플러스제2호스팩,12,2012,Annual,,,,,,,,
A386580,한화플러스제2호스팩,12,2013,Annual,,,,,,,,
A386580,한화플러스제2호스팩,12,2014,Annual,,,,,,,,
A386580,한화플러스제2호스팩,12,2015,Annual,,,,,,,,
A386580,한화플러스제2호스팩,12,2016,Annual,,,,,,,,
A386580,한화플러스제2호스팩,12,2017,Annual,,,,,,,,
A386580,한화플러스제2호스팩,12,2018,Annual,,,,,,,,
A386580,한화플러스제2호스팩,12,2019,Annual,,,,,,,,
A386580,한화플러스제2호스팩,12,2020,Annual,,,,,,,,
A386580,한화플러스제2호스팩,12,2021,Annual,,,,,,0,0,
A386580,한화플러스제2호스팩,12,2022,Annual,0.00,0.00,0.00,0.00,,0,0,
A465320,교보15호스팩,12,2011,Annual,,,,,,,,
A465320,교보15호스팩,12,2012,Annual,,,,,,,,
A465320,교보15호스팩,12,2013,Annual,,,,,,,,
A465320,교보15호스팩,12,2014,Annual,,,,,,,,
A465320,교보15호스팩,12,2015,Annual,,,,,,,,
A465320,교보15호스팩,12,2016,Annual,,,,,,,,
A465320,교보15호스팩,12,2017,Annual,,,,,,,,
A465320,교보15호스팩,12,2018,Annual,,,,,,,,
A465320,교보15호스팩,12,2019,Annual,,,,,,,,
A465320,교보15호스팩,12,2020,Annual,,,,,,,,
A465320,교보15호스팩,12,2021,Annual,,,,,,,,
A465320,교보15호스팩,12,2022,Annual,,,,,,,,
A435870,에스케이증권제8호스팩,12,2011,Annual,,,,,,,,
A435870,에스케이증권제8호스팩,12,2012,Annual,,,,,,,,
A435870,에스케이증권제8호스팩,12,2013,Annual,,,,,,,,
A435870,에스케이증권제8호스팩,12,2014,Annual,,,,,,,,
A435870,에스케이증권제8호스팩,12,2015,Annual,,,,,,,,
A435870,에스케이증권제8호스팩,12,2016,Annual,,,,,,,,
A435870,에스케이증권제8호스팩,12,2017,Annual,,,,,,,,
A435870,에스케이증권제8호스팩,12,2018,Annual,,,,,,,,
A435870,에스케이증권제8호스팩,12,2019,Annual,,,,,,,,
A435870,에스케이증권제8호스팩,12,2020,Annual,,,,,,,,
A435870,에스케이증권제8호스팩,12,2021,Annual,,,,,,,,
A435870,에스케이증권제8호스팩,12,2022,Annual,,,,,,0,0,
A442130,유진스팩9호,12,2011,Annual,,,,,,,,
A442130,유진스팩9호,12,2012,Annual,,,,,,,,
A442130,유진스팩9호,12,2013,Annual,,,,,,,,
A442130,유진스팩9호,12,2014,Annual,,,,,,,,
A442130,유진스팩9호,12,2015,Annual,,,,,,,,
A442130,유진스팩9호,12,2016,Annual,,,,,,,,
A442130,유진스팩9호,12,2017,Annual,,,,,,,,
A442130,유진스팩9호,12,2018,Annual,,,,,,,,
A442130,유진스팩9호,12,2019,Annual,,,,,,,,
A442130,유진스팩9호,12,2020,Annual,,,,,,,,
A442130,유진스팩9호,12,2021,Annual,,,,,,,,
A442130,유진스팩9호,12,2022,Annual,,,,,,0,0,
A457940,에스케이증권제10호스팩,12,2011,Annual,,,,,,,,
A457940,에스케이증권제10호스팩,12,2012,Annual,,,,,,,,
A457940,에스케이증권제10호스팩,12,2013,Annual,,,,,,,,
A457940,에스케이증권제10호스팩,12,2014,Annual,,,,,,,,
A457940,에스케이증권제10호스팩,12,2015,Annual,,,,,,,,
A457940,에스케이증권제10호스팩,12,2016,Annual,,,,,,,,
A457940,에스케이증권제10호스팩,12,2017,Annual,,,,,,,,
A457940,에스케이증권제10호스팩,12,2018,Annual,,,,,,,,
A457940,에스케이증권제10호스팩,12,2019,Annual,,,,,,,,
A457940,에스케이증권제10호스팩,12,2020,Annual,,,,,,,,
A457940,에스케이증권제10호스팩,12,2021,Annual,,,,,,,,
A457940,에스케이증권제10호스팩,12,2022,Annual,,,,,,,,
A161570,THE MIDONG,12,2011,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),"2,363,488","13,851,315","10,501,897","51,379"
A161570,THE MIDONG,12,2012,Annual,3.18,9.06,4.89,393.88,"4,295,473","42,342,308","34,618,831","1,284,216"
A161570,THE MIDONG,12,2013,Annual,1.45,7.92,1.77,18.15,"3,262,096","41,879,645","34,820,468","1,019,845"
A161570,THE MIDONG,12,2014,Annual,0.99,8.57,1.12,8.17,"3,591,911","36,758,112","30,847,450","1,017,986"
A161570,THE MIDONG,12,2015,Annual,0.84,4.47,1.04,7.47,"3,058,596","40,713,758","36,336,801","1,548,479"
A161570,THE MIDONG,12,2016,Annual,0.52,3.25,0.61,4.34,"3,414,445","28,872,693","27,836,526","1,067,169"
A161570,THE MIDONG,12,2017,Annual,0.56,8.40,0.60,4.08,"2,999,268","28,157,406","25,594,527","306,480"
A161570,THE MIDONG,12,2018,Annual,0.48,8.77,0.51,2.84,"2,567,506","19,602,894","18,497,557","472,882"
A161570,THE MIDONG,12,2019,Annual,0.72,5.86,0.82,3.61,"3,869,354","24,883,150","23,612,761","1,704,129"
A161570,THE MIDONG,12,2020,Annual,0.94,4.97,1.17,3.91,"551,196","26,994,124","25,391,172","1,382,770"
A161570,THE MIDONG,12,2021,Annual,0.37,1.06,0.58,1.43,"352,039","10,523,948","9,491,521","772,230"
A161570,THE MIDONG,12,2022,Annual,0.23,0.55,0.40,0.97,"743,405","7,540,387","7,184,075","782,813"
A413600,키움제6호스팩,12,2011,Annual,,,,,,,,
A413600,키움제6호스팩,12,2012,Annual,,,,,,,,
A413600,키움제6호스팩,12,2013,Annual,,,,,,,,
A413600,키움제6호스팩,12,2014,Annual,,,,,,,,
A413600,키움제6호스팩,12,2015,Annual,,,,,,,,
A413600,키움제6호스팩,12,2016,Annual,,,,,,,,
A413600,키움제6호스팩,12,2017,Annual,,,,,,,,
A413600,키움제6호스팩,12,2018,Annual,,,,,,,,
A413600,키움제6호스팩,12,2019,Annual,,,,,,,,
A413600,키움제6호스팩,12,2020,Annual,,,,,,,,
A413600,키움제6호스팩,12,2021,Annual,,,,,,0,0,
A413600,키움제6호스팩,12,2022,Annual,0.00,0.00,0.00,0.00,,0,0,
A475240,하나32호스팩,12,2011,Annual,,,,,,,,
A475240,하나32호스팩,12,2012,Annual,,,,,,,,
A475240,하나32호스팩,12,2013,Annual,,,,,,,,
A475240,하나32호스팩,12,2014,Annual,,,,,,,,
A475240,하나32호스팩,12,2015,Annual,,,,,,,,
A475240,하나32호스팩,12,2016,Annual,,,,,,,,
A475240,하나32호스팩,12,2017,Annual,,,,,,,,
A475240,하나32호스팩,12,2018,Annual,,,,,,,,
A475240,하나32호스팩,12,2019,Annual,,,,,,,,
A475240,하나32호스팩,12,2020,Annual,,,,,,,,
A475240,하나32호스팩,12,2021,Annual,,,,,,,,
A475240,하나32호스팩,12,2022,Annual,,,,,,,,
A438580,엔에이치스팩25호,12,2011,Annual,,,,,,,,
A438580,엔에이치스팩25호,12,2012,Annual,,,,,,,,
A438580,엔에이치스팩25호,12,2013,Annual,,,,,,,,
